N	3gram	Propp_Russ_1	Myslijsy
1	по отношению к	1	13
2	в том что	15	13
3	там же с	1	7
4	тем не менее	3	6
5	и в этом	1	6
6	в свою очередь	2	4
7	только тогда когда	1	4
8	и т д	9	4
9	подобно тому как	1	3
10	с точки зрения	3	3
11	с тем что	1	3
12	в противном случае	1	3
13	и в том	1	3
14	и как бы	1	3
15	но тем не	2	3
16	что и в	1	3
17	не только в	1	3
18	не более как	1	3
19	мы увидим что	1	3
20	по его словам	1	2
21	что иное как	2	2
22	только потому что	1	2
23	так как в	1	2
24	в таком случае	1	2
25	что не только	1	2
26	на этот вопрос	1	2
27	одном и том	1	2
28	в г д	1	2
29	к тому что	4	2
30	и том же	1	2
31	и потому что	2	2
32	не только для	1	2
33	в одном и	1	2
34	и того же	1	2
35	и т п	1	2
36	одного и того	1	2
37	не что иное	2	2
38	быть не может	1	2
39	как и в	1	2
40	несмотря на все	1	1
41	а следовательно и	1	1
42	что в истории	1	1
43	из всего этого	1	1
44	может быть назван	1	1
45	потому что всякое	1	1
46	на самом деле	1	1
47	но и по	1	1
48	но и потому	1	1
49	во многих случаях	2	1
50	мы не можем	3	1
51	и не только	1	1
52	существует независимо от	1	1
53	не потому что	1	1
54	в этом отношении	1	1
55	в собственном смысле	1	1
56	мы начнем с	1	1
57	при этом не	1	1
58	с тем и	2	1
59	но это не	2	1
60	можно было бы	1	1
61	но ни одна	1	1
62	это приводит к	1	1
63	всяком случае не	1	1
64	не без основания	1	1
65	можно думать что	1	1
66	всего этого видно	1	1
67	этого видно что	1	1
68	так же как	1	1
69	покажет нам что	1	1
70	что мы имеем	1	1
71	в связи с	4	1
72	потому что она	1	1
73	что они были	1	1
74	что именно эти	1	1
75	во всяком случае	1	1
76	в одно целое	1	1
77	не только потому	1	1
78	человека там же	1	1
79	в то время	1	1
80	после того как	2	1
81	о том что	4	1
82	в одном из	1	1
83	вопрос о том	1	1
84	ни в одном	1	1
85	но все же	2	1
86	как мы видим	1	1
87	на то что	1	1
88	и не позже	1	1
89	для нас не	1	1
90	точно так же	1	1
91	привело к тому	2	1
92	как мы видели	1	1
