N	3gram	Bakhtin_Fr_2	Hudozhes
1	по отношению к	1	10
2	то же время	6	6
3	в то же	6	6
4	с другой стороны	3	5
5	в том что	1	5
6	с точки зрения	5	3
7	того или иного	1	3
8	можно сказать что	2	3
9	и в то	2	2
10	но он не	1	2
11	в коем случае	1	2
12	до известной степени	1	2
13	в значительной степени	2	2
14	ни в коем	1	2
15	с одной стороны	3	2
16	для того чтобы	1	2
17	и прежде всего	1	2
18	не внешняя а	1	1
19	к однозначности и	1	1
20	прежде всего в	1	1
21	имеем в виду	2	1
22	подобно тому как	2	1
23	в настоящее время	1	1
24	один из характернейших	1	1
25	в этом случае	1	1
26	так и его	1	1
27	в одной из	1	1
28	не входит в	1	1
29	при этом что	1	1
30	только то что	2	1
31	в себе и	2	1
32	начало и конец	1	1
33	шире и глубже	1	1
34	серьезного отношения к	1	1
35	именно в этом	1	1
36	содержит в себе	2	1
37	в художественном произведении	1	1
38	таким образом и	1	1
39	в области художественного	1	1
40	отношения к миру	1	1
41	не могут быть	1	1
42	типа так в	1	1
43	лично для себя	1	1
44	может быть названо	1	1
45	в первую очередь	1	1
46	лишь в самом	1	1
47	в свое время	3	1
48	о том что	3	1
49	и теперь в	1	1
50	то есть в	1	1
51	включает в себя	2	1
52	мы имеем в	1	1
53	особое отношение к	1	1
54	подчеркнуть при этом	1	1
55	в себе в	1	1
56	не может быть	4	1
57	о мире и	3	1
58	как и в	1	1
