N	3gram	Propp_Russ_2	Problema
1	и т д	5	13
2	тем не менее	2	10
3	в том что	18	9
4	в данном случае	6	7
5	во всяком случае	1	6
6	и в этом	1	6
7	в этом случае	6	5
8	с другой стороны	1	5
9	не может быть	3	5
10	что иное как	2	4
11	потому что он	1	4
12	на самом же	2	4
13	то время как	1	4
14	самом же деле	2	4
15	не что иное	2	4
16	в то время	2	4
17	того или другого	1	3
18	дело в том	1	3
19	в первую очередь	1	3
20	можно было бы	1	3
21	может быть и	1	3
22	о том что	4	3
23	для нас не	1	3
24	в настоящее время	1	2
25	о том как	1	2
26	же как и	2	2
27	мы не будем	2	2
28	в отличие от	3	2
29	но и в	1	2
30	на первый взгляд	1	2
31	можно сказать что	1	2
32	дело не в	1	2
33	как мы видели	1	2
34	и в таком	1	1
35	иметь в виду	1	1
36	более или менее	1	1
37	нами еще не	1	1
38	как и другие	1	1
39	и то и	1	1
40	из того что	1	1
41	самым тщательным образом	1	1
42	но это не	1	1
43	однако все эти	1	1
44	и после этого	1	1
45	нас к необходимости	1	1
46	как и в	1	1
47	может быть не	1	1
48	в том чтобы	2	1
49	с одной стороны	2	1
50	но может быть	1	1
51	смысле этого слова	1	1
52	ничего общего не	1	1
53	не менее эти	1	1
54	во всех этих	1	1
55	до некоторой степени	1	1
56	всяком случае не	1	1
57	как и вообще	1	1
58	так же как	4	1
59	данном случае мы	1	1
60	а может быть	1	1
61	бросается в глаза	2	1
62	и это не	1	1
63	далеко не все	1	1
64	быть не только	1	1
65	в тех случаях	1	1
66	мы не можем	2	1
67	это и есть	1	1
68	к выводу что	1	1
69	она как бы	1	1
70	на то что	1	1
71	нас не может	1	1
72	в этих случаях	3	1
73	тех случаях когда	1	1
74	таким образом в	1	1
75	во многих местах	1	1
76	новую жизнь и	1	1
77	приводит нас к	2	1
78	для того чтобы	6	1
79	общего не имеет	1	1
80	только тогда когда	3	1
