N	3gram	Potebnia_M_4	KFilosof
1	по отношению к	8	21
2	не может быть	5	11
3	с точки зрения	3	10
4	может быть только	1	6
5	по отношению ко	1	4
6	отношению к нему	1	4
7	на самом деле	3	3
8	между тем как	2	3
9	не было бы	1	3
10	и в этом	4	3
11	то что я	7	2
12	он может быть	1	2
13	а не из	1	2
14	бы он ни	1	2
15	он ни был	1	2
16	здесь мы имеем	1	2
17	для меня в	1	2
18	один и тот	2	2
19	то же время	3	2
20	вопрос о том	2	2
21	в то же	3	2
22	тем не менее	4	2
23	в том что	7	2
24	а не в	1	2
25	и тот же	2	2
26	на то что	4	1
27	то-то и то-то	1	1
28	и говорить о	1	1
29	а следовательно и	1	1
30	нет и не	1	1
31	дело когда я	1	1
32	мы говорим о	1	1
33	рядом с ними	1	1
34	а все остальное	1	1
35	потому что в	3	1
36	и не нужно	1	1
37	и того же	1	1
38	равно как и	2	1
39	в настоящее время	1	1
40	в том же	2	1
41	это не будет	1	1
42	тогда когда оно	2	1
43	если не исключительно	1	1
44	смысле можно говорить	1	1
45	и мысли но	1	1
46	не было и	2	1
47	не отличаются от	1	1
48	только в том	2	1
49	не подлежит сомнению	1	1
50	думать что это	1	1
51	есть для меня	4	1
52	хотя бы и	2	1
53	нужно помнить что	1	1
54	и та же	1	1
55	здесь дело не	1	1
56	если бы человек	1	1
57	значение для нас	1	1
58	до этого она	1	1
59	со всех сторон	1	1
60	и не в	1	1
61	вместе с тем	3	1
62	случае мы имеем	1	1
63	и то что	4	1
64	и как бы	2	1
65	может быть и	1	1
66	то есть что	1	1
67	том смысле в	1	1
68	подлежит сомнению но	1	1
69	ее можно только	1	1
70	смысле этого слова	1	1
71	для меня с	1	1
72	связанная с ним	1	1
73	не в ее	1	1
74	и по отношению	2	1
75	в том случае	3	1
76	то для меня	1	1
77	до того что	1	1
78	а не как	1	1
79	только в нем	1	1
80	и совершенно правильно	1	1
81	не в том	2	1
82	это не значит	2	1
83	со стороны его	1	1
84	дело в том	1	1
85	во всяком случае	3	1
86	быть не может	1	1
87	одна и та	1	1
88	том что между	2	1
89	для того чтобы	4	1
90	потому только что	1	1
91	бы не было	2	1
92	но не могу	1	1
93	было бы совершенно	1	1
94	мы не можем	3	1
95	не была бы	1	1
96	же самое что	1	1
97	что может быть	1	1
98	никогда не может	1	1
99	в свою очередь	1	1
100	само по себе	5	1
101	но сама она	1	1
102	оно могло бы	1	1
103	тем что я	2	1
104	но нет и	1	1
105	не может стать	1	1
106	не менее в	1	1
107	как бы ни	1	1
108	одного и того	1	1
109	если бы не	2	1
110	во второй половине	1	1
111	в большинстве случаев	2	1
112	когда мы говорим	3	1
113	к тому что	1	1
114	конечно не в	1	1
115	в том смысле	2	1
116	только в этом	1	1
117	что я с	1	1
118	и мы получим	1	1
119	дело не в	1	1
120	в себе в	1	1
121	том случае когда	1	1
122	и было бы	1	1
123	что и в	2	1
124	точки зрения той	1	1
125	только тогда когда	4	1
126	то же самое	4	1
127	как бы он	1	1
128	независимо от его	2	1
129	бы и с	1	1
