N	4gram	Bakhtin_Fr_3	formyVre
1	в то же время	6	4
2	как мы уже сказали	1	3
3	мы имеем в виду	1	2
4	в средние века и	1	2
5	в том числе и	2	2
6	еды и питья и	1	2
7	мы еще вернемся в	2	2
8	в связи с этим	1	2
9	во время еды и	1	1
10	той или иной форме	1	1
11	мы еще вернемся к	1	1
12	мы уже говорили что	1	1
13	xix и xx веков	1	1
14	в той или иной	2	1
15	в связи со всем	1	1
16	которых так много в	2	1
17	поэтому они не могут	1	1
18	до сих пор еще	1	1
19	только во время еды	1	1
20	и в другом месте	1	1
21	для него существует только	1	1
22	такой же характер носит	1	1
23	но все же в	1	1
24	брата жана и панурга	1	1
25	о смерти героев и	1	1
26	но в то же	4	1
27	время еды и питья	1	1
28	как мы увидим дальше	1	1
29	о таких высоких материях	1	1
30	века и в особенности	1	1
31	позднего средневековья и возрождения	2	1
32	для рабле и для	1	1
33	в точном смысле слова	1	1
34	рабле как мы уже	1	1
35	таких высоких материях и	1	1
36	во франции и италии	1	1
37	как мы уже говорили	2	1
