N	2gram	Vinokur_St_1	FransuaR
1	и в	44	41
2	то есть	2	24
3	во всех	8	17
4	таким образом	7	17
5	в нем	5	16
6	и с	3	16
7	и его	8	13
8	но и	10	13
9	в этом	21	12
10	как мы	1	12
11	все эти	5	11
12	все это	5	11
13	в самом	7	10
14	не только	18	10
15	так как	5	10
16	и др	1	10
17	прежде всего	7	10
18	то что	18	10
19	и на	1	9
20	кроме того	1	9
21	во время	3	9
22	о том	17	9
23	здесь в	1	9
24	и все	2	9
25	здесь и	1	8
26	в сущности	2	8
27	но в	10	8
28	в этой	11	8
29	никогда не	5	8
30	и до	1	7
31	в них	1	7
32	как и	9	7
33	том что	29	7
34	в его	9	7
35	вовсе не	19	7
36	у него	2	7
37	как бы	4	7
38	что в	30	7
39	также и	9	6
40	например в	8	6
41	в эпоху	2	6
42	в то	9	6
43	вместе с	1	6
44	или в	1	6
45	сказать что	7	6
46	что он	10	6
47	подчеркнуть что	2	5
48	с его	1	5
49	в ее	4	5
50	в своем	2	5
51	что это	4	5
52	в себе	2	5
53	то же	5	5
54	той же	5	5
55	еще в	1	5
56	но он	2	5
57	тем что	5	5
58	так и	9	5
59	и что	4	5
60	а также	2	5
61	же время	4	5
62	из них	8	5
63	в одном	1	5
64	там где	5	5
65	так же	5	5
66	в той	6	5
67	того же	3	4
68	самом деле	11	4
69	конечно и	3	4
70	в ней	3	4
71	он был	3	4
72	как в	13	4
73	в другом	3	4
74	не в	12	4
75	даже в	3	4
76	но они	1	4
77	в основе	3	4
78	того чтобы	11	4
79	все же	8	4
80	у нас	11	4
81	и вообще	3	4
82	другом месте	2	4
83	тот же	1	4
84	всех его	1	4
85	с одной	3	4
86	именно на	1	4
87	уже в	2	4
88	в результате	3	4
89	в котором	5	4
90	и даже	5	4
91	с другой	9	4
92	именно в	6	4
93	одной стороны	2	4
94	более того	1	4
95	и от	1	4
96	о котором	2	4
97	а в	17	4
98	не может	8	4
99	из этого	1	4
100	первой книге	1	3
101	в чем	3	3
102	в одной	1	3
103	с этим	3	3
104	перед нами	1	3
105	в первом	2	3
106	при этом	2	3
107	и сам	2	3
108	в плане	1	3
109	на все	1	3
110	было бы	17	3
111	и их	2	3
112	нас не	1	3
113	втором случае	2	3
114	к этим	1	3
115	потому что	6	3
116	только с	2	3
117	этом отношении	7	3
118	мы встречаем	1	3
119	в духе	1	3
120	есть только	2	3
121	до сих	7	3
122	к нему	2	3
123	во втором	4	3
124	того что	9	3
125	в ряде	1	3
126	одной из	1	3
127	только в	10	3
128	конечно не	2	3
129	в начале	3	3
130	есть в	2	3
131	в целях	1	3
132	что не	3	3
