N	3gram	Vygotskiy__5	Vladivir
1	в письме к	1	8
2	о том что	6	7
3	в том что	14	7
4	то что он	3	5
5	дело в том	1	4
6	в этом смысле	1	4
7	и то что	3	4
8	в течение всей	1	4
9	на то что	16	4
10	том что в	1	3
11	более или менее	1	3
12	что он не	1	3
13	в конце концов	2	3
14	с другой стороны	5	3
15	не может быть	2	3
16	один и тот	1	2
17	мы знаем что	2	2
18	как это мы	1	2
19	в ответ на	1	2
20	на первый план	2	2
21	в этом письме	1	2
22	и в частности	1	2
23	то обстоятельство что	1	2
24	в том чтобы	2	2
25	не только в	2	2
26	в то время	1	2
27	и тот же	1	2
28	мы сейчас увидим	2	2
29	что у него	1	2
30	можно сказать что	2	2
31	для того чтобы	19	2
32	том что он	1	2
33	и т д	3	2
34	как это делает	2	1
35	хотя бы по	1	1
36	это же самое	1	1
37	в том виде	1	1
38	что иное как	2	1
39	научной и философской	1	1
40	и в некоторой	1	1
41	в чем не	1	1
42	тех пор пока	2	1
43	о том насколько	1	1
44	по одному тому	1	1
45	по этому вопросу	1	1
46	мы имеем дело	1	1
47	потому что в	2	1
48	и той же	2	1
49	в самом деле	5	1
50	только на отдельных	1	1
51	нам кажется что	1	1
52	и что они	1	1
53	в этом слове	1	1
54	только то что	1	1
55	указанием на то	1	1
56	в значительной мере	1	1
57	вместе с тем	3	1
58	он никогда не	1	1
59	о чем не	1	1
60	одно и то	3	1
61	то время как	1	1
62	что он был	1	1
63	если бы мы	2	1
64	с одной стороны	12	1
65	смысле этого слова	1	1
66	и то же	3	1
67	потому что она	1	1
68	и в этом	1	1
69	то мы можем	1	1
70	а с другой	4	1
71	имеем дело с	1	1
72	указывает на то	2	1
73	в котором спенсер	1	1
74	другой стороны мы	1	1
75	и в том	1	1
76	что когда человек	1	1
77	рассуждение о том	1	1
78	и когда он	2	1
79	а в том	1	1
80	одной и той	2	1
81	и потому как	1	1
82	ни в каком	1	1
83	ни в чем	1	1
84	до тех пор	2	1
85	вызывает в нас	3	1
86	заключается в том	6	1
87	ни одного ни	1	1
88	в свою очередь	1	1
89	но он не	1	1
90	в эти самые	1	1
91	с тем что	3	1
92	не только не	4	1
93	к тому что	6	1
94	для чего в	1	1
95	не что иное	2	1
96	по этому поводу	4	1
97	и только в	1	1
98	во всем его	1	1
99	и что в	3	1
100	в жизни и	1	1
101	привело к тому	1	1
102	в этом отношении	3	1
