N	2gram	Losev_Vlad_3	StatiiOP
1	и в	40	44
2	в том	18	36
3	что в	17	30
4	том что	18	29
5	в этом	16	21
6	вовсе не	13	19
7	не только	25	18
8	то что	28	18
9	было бы	4	17
10	о том	11	17
11	а в	7	17
12	а не	8	16
13	и не	25	16
14	может быть	8	15
15	в данном	5	14
16	как в	1	13
17	можно было	5	13
18	не в	3	12
19	в первой	1	12
20	самом деле	1	11
21	в этой	8	11
22	того чтобы	3	11
23	у нас	5	11
24	я думаю	1	11
25	точки зрения	13	11
26	но в	4	10
27	ясно что	1	10
28	для того	2	10
29	что он	5	10
30	только в	13	10
31	но и	18	10
32	также и	17	9
33	как и	7	9
34	в отношении	5	9
35	в то	7	9
36	но также	1	9
37	так и	6	9
38	во второй	1	9
39	если бы	3	9
40	того что	7	9
41	в его	14	9
42	с другой	5	9
43	например в	1	8
44	во всех	1	8
45	все же	4	8
46	это не	3	8
47	из них	2	8
48	с точки	6	8
49	и его	10	8
50	не может	14	8
51	на эти	2	7
52	я не	3	7
53	что они	1	7
54	в самом	4	7
55	в статье	1	7
56	таким образом	11	7
57	другой стороны	2	7
58	для нас	5	7
59	и об	1	7
60	этом отношении	2	7
61	до сих	1	7
62	прежде всего	10	7
63	сих пор	1	7
64	нас нет	1	7
65	сказать что	12	7
66	по поводу	1	7
67	на самом	3	6
68	со стороны	2	6
69	из этих	3	6
70	в своей	9	6
71	потому что	11	6
72	данном случае	2	6
73	что и	7	6
74	всяком случае	3	6
75	так что	14	6
76	для него	8	6
77	именно в	3	6
78	дело в	5	6
79	что же	9	6
80	но это	6	6
81	хотя бы	6	6
82	во всяком	3	6
83	и то	9	5
84	то же	4	5
85	в целом	2	5
86	все эти	5	5
87	в нем	3	5
88	данном отношении	1	5
89	и по	2	5
90	такой же	4	5
91	в котором	4	5
92	в которых	1	5
93	этой области	1	5
94	не менее	9	5
95	никогда не	11	5
96	его сочинений	1	5
97	так как	7	5
98	тем что	5	5
99	и даже	6	5
100	нужно сказать	1	5
101	что мы	2	5
102	все это	1	5
103	совершенно не	2	5
104	жизни и	1	5
105	того времени	1	5
106	так же	8	5
107	речь идет	1	4
108	как это	4	4
109	это и	1	4
110	в которой	2	4
111	вопрос о	4	4
112	в новом	1	4
113	бы и	4	4
114	что это	9	4
115	на то	4	4
116	что она	2	4
117	и почему	1	4
