N	2gram	Medvedev_V_1	FransuaR
1	и в	26	49
2	то есть	1	32
3	прежде всего	13	19
4	в его	14	18
5	не только	25	17
6	и его	6	17
7	в этом	26	15
8	и не	19	15
9	в году	6	13
10	в них	4	13
11	только в	7	13
12	но и	10	13
13	во время	3	12
14	как и	7	11
15	как бы	5	11
16	в этой	4	10
17	вовсе не	3	10
18	в нем	6	9
19	для него	8	9
20	и др	9	9
21	все это	10	9
22	в романе	4	9
23	отношение к	1	8
24	до нас	2	8
25	то же	10	7
26	все же	5	7
27	все эти	6	7
28	таким образом	31	7
29	на протяжении	1	7
30	как мы	1	7
31	один из	5	7
32	не может	17	7
33	жизни и	3	7
34	именно в	2	6
35	во всех	6	6
36	в истории	1	6
37	так и	5	6
38	точки зрения	3	6
39	но он	1	6
40	в то	6	6
41	же время	5	6
42	то что	6	6
43	в творчестве	3	6
44	сказать что	5	6
45	с его	3	5
46	из этих	7	5
47	но не	2	5
48	в своем	8	5
49	в своей	4	5
50	никогда не	4	5
51	роль в	4	5
52	уже в	1	5
53	в начале	1	5
54	может быть	22	5
55	в особенности	2	5
56	относится к	2	5
57	и потому	2	5
58	в основном	5	5
59	и к	3	4
60	но в	2	4
61	в себе	6	4
62	этот процесс	2	4
63	лишь в	2	4
64	в жизни	2	4
65	в этих	1	4
66	с ним	1	4
67	одна из	4	4
68	в области	2	4
69	образы в	1	4
70	с другой	11	4
71	и во	1	4
72	и чисто	1	4
73	в известной	1	4
74	а в	3	4
75	тем что	1	4
76	в форме	3	4
77	до сих	1	4
78	и образов	5	4
79	не было	7	4
80	благодаря этому	1	4
81	сих пор	1	4
82	том что	8	4
83	в духе	1	4
84	в своих	2	4
85	как на	3	4
86	также и	2	3
87	человека и	3	3
88	связана с	2	3
89	в самом	4	3
90	своего развития	1	3
91	почти все	1	3
92	жизни это	1	3
93	меньшей степени	2	3
94	не был	1	3
95	он пишет	7	3
96	да и	1	3
97	всех этих	2	3
98	в плане	5	3
99	можно было	2	3
100	а затем	2	3
101	и других	1	3
102	было бы	7	3
103	из них	9	3
104	ни в	1	3
105	далеко не	2	3
106	несмотря на	1	3
107	мы видели	3	3
108	в одном	4	3
109	их в	6	3
110	даже в	5	3
111	к этим	2	3
112	только с	2	3
113	и это	1	3
114	с ее	1	3
115	в ее	4	3
116	связанных с	1	3
117	и символов	1	3
118	в виду	4	3
119	о том	10	3
120	в значительной	3	3
121	наконец в	1	3
122	же в	6	3
123	большей или	3	3
124	образов и	4	3
125	что он	4	3
126	с одной	2	3
127	эти образы	1	3
128	не дает	1	3
129	этого процесса	1	3
130	этом отношении	13	3
131	и особенно	1	3
132	или меньшей	3	3
133	что для	3	3
134	образов в	2	3
135	о чем	2	3
136	одной стороны	2	3
137	в течение	2	3
138	например у	2	3
139	в книге	2	3
140	его творчества	1	3
141	и все	1	3
142	в большей	2	3
143	в том	15	3
144	другой стороны	8	3
145	как известно	2	2
146	одним из	5	2
147	видеть в	2	2
148	но даже	3	2
149	в ней	2	2
150	от всей	1	2
151	еще не	2	2
152	он был	1	2
153	себе и	2	2
154	это и	6	2
155	за пределы	1	2
156	что они	3	2
157	образов но	1	2
158	понять и	1	2
159	целый ряд	1	2
160	только то	2	2
161	к необходимости	1	2
162	таковы например	1	2
163	есть для	1	2
164	имеем в	1	2
165	на то	1	2
166	мы наблюдаем	2	2
167	на его	1	2
168	по словам	8	2
169	над романом	2	2
170	и еще	1	2
171	в понимании	1	2
172	подобно тому	2	2
173	так например	2	2
174	зрения на	1	2
175	в художественном	10	2
176	по поводу	2	2
177	и без	1	2
178	в их	5	2
179	жизнь и	1	2
180	и эти	1	2
181	что в	10	2
182	в устах	1	2
183	вплоть до	2	2
184	эти формы	1	2
185	того как	1	2
186	весь роман	1	2
187	того чтобы	3	2
188	связанное с	2	2
189	в самой	1	2
190	к ней	1	2
191	связи с	4	2
192	могут быть	5	2
193	здесь не	1	2
194	на основе	5	2
195	в пределах	5	2
196	в дальнейшем	1	2
197	еще в	1	2
198	по сравнению	1	2
199	понятно что	1	2
200	громадное значение	1	2
201	связанная с	1	2
202	другом месте	2	2
203	в другом	2	2
204	первого из	1	2
205	можно сказать	4	2
206	связаны с	1	2
207	в ту	1	2
208	и образы	3	2
209	сомнению что	1	2
210	одной из	1	2
211	целого и	1	2
212	очень много	1	2
213	всяком случае	1	2
214	в качестве	11	2
215	есть в	1	2
216	события и	1	2
217	в новое	1	2
218	разума и	3	2
219	характерно что	1	2
220	себе в	1	2
221	в конце	3	2
222	у него	6	2
223	даже и	3	2
224	эти явления	2	2
225	и даже	2	2
226	связано с	1	2
227	смысла и	1	2
228	из наиболее	1	2
229	в связи	3	2
230	для них	1	2
231	вместе с	7	2
232	так же	3	2
233	в него	1	2
234	сравнению с	1	2
235	на эту	1	2
236	тому как	2	2
237	статье о	1	2
238	по существу	3	2
239	всем что	1	2
240	но это	1	2
241	природу и	1	2
242	вряд ли	1	2
243	форм и	1	2
244	не подлежит	2	2
245	еще раз	1	2
246	хотя и	2	2
247	и смысл	1	2
248	и другие	1	2
249	в целях	2	2
250	совершенно не	1	2
251	всех других	3	2
252	ее в	4	2
253	это в	1	2
254	в противоположность	3	2
255	во всяком	1	2
256	например в	3	1
257	художественном произведении	4	1
258	новое время	1	1
259	образов которые	1	1
260	и то	1	1
261	на наши	1	1
262	выражения в	1	1
263	а иногда	1	1
264	самом деле	1	1
265	он может	2	1
266	сил и	3	1
267	художественных произведений	1	1
268	силы и	1	1
269	между всеми	1	1
270	этого мира	1	1
271	в определенные	1	1
272	в котором	3	1
273	он всегда	1	1
274	что эти	1	1
275	отдельных элементов	2	1
276	говоря о	1	1
277	и этот	2	1
278	и связанное	1	1
279	несколько иной	1	1
280	в несколько	1	1
281	для достижения	1	1
282	мы имеем	3	1
283	единство и	1	1
284	на эти	2	1
285	и стиль	1	1
286	еще до	1	1
287	но она	1	1
288	в деле	1	1
289	не вполне	2	1
290	что наконец	1	1
291	почти исключительно	1	1
292	воззрениях на	1	1
293	мы и	1	1
294	о роли	1	1
295	и он	2	1
296	всех сторон	1	1
297	и противоречиво	1	1
298	ответа на	1	1
299	знаем что	2	1
300	формах не	1	1
301	в чем	2	1
302	и мира	1	1
303	бы чрезвычайно	1	1
304	видели что	3	1
305	значение и	1	1
306	только тогда	1	1
307	по отношению	7	1
308	его сущность	1	1
309	в общем	2	1
310	и речи	1	1
311	его развития	1	1
312	чем же	4	1
313	как в	1	1
314	процесс формирования	1	1
315	стороны и	2	1
316	них которые	1	1
317	перед нами	4	1
318	целом но	1	1
319	еще больше	1	1
320	а чисто	1	1
321	а и	1	1
322	что по	1	1
323	и наконец	2	1
324	конечно не	1	1
325	вот несколько	1	1
326	есть его	1	1
327	в которой	2	1
328	в целом	4	1
329	формы в	1	1
330	бы с	1	1
331	отличной от	1	1
332	он в	1	1
333	бы не	2	1
334	сущности и	1	1
335	всего необходимо	1	1
336	этого образа	1	1
337	так сказать	2	1
338	главным образом	7	1
339	направлении идет	1	1
340	он не	2	1
341	эту задачу	1	1
342	действительности и	7	1
343	в силу	11	1
344	том чтобы	2	1
345	к каждому	1	1
346	из него	1	1
347	его от	2	1
348	и по	3	1
349	на этом	1	1
350	его можно	1	1
351	этим формам	1	1
352	однако все	1	1
353	в италии	2	1
354	что все	3	1
355	и ей	1	1
356	и дальше	2	1
357	об этом	9	1
358	в единстве	4	1
359	говорить не	3	1
360	его в	3	1
361	входит в	1	1
362	как особый	2	1
363	это не	7	1
364	это одна	1	1
365	литературной техникой	1	1
366	в сложном	1	1
367	что один	1	1
368	в итоге	1	1
369	кажется что	1	1
370	само собою	2	1
371	нами явления	1	1
372	с этой	1	1
373	не всегда	1	1
374	некоторые из	3	1
375	их сознании	1	1
376	года и	2	1
377	наглядным доказательством	1	1
378	когда все	1	1
379	их на	1	1
380	как некую	1	1
381	еще недостаточно	1	1
382	почти не	1	1
383	значение для	1	1
384	не менее	2	1
385	не самый	1	1
386	и той	1	1
387	эта не	2	1
388	образом и	1	1
389	не в	6	1
390	творчества и	1	1
391	так называемое	1	1
392	том же	6	1
393	что этот	1	1
394	что эта	1	1
395	освободиться от	1	1
396	и есть	5	1
397	она не	3	1
398	из которых	2	1
399	большого исторического	1	1
400	как можно	1	1
401	нужно уметь	1	1
402	как о	2	1
403	после того	1	1
404	тогда когда	2	1
405	области художественного	1	1
406	хороших и	1	1
407	и отдельных	3	1
408	и имеет	1	1
409	только не	2	1
410	то вполне	1	1
411	на язык	2	1
412	или как	1	1
413	сущность его	1	1
414	такое понимание	2	1
415	потому что	1	1
416	свидетельствуют о	2	1
417	творчества для	1	1
418	не столь	3	1
419	достаточно напомнить	1	1
420	формы для	1	1
421	с тем	3	1
422	не создает	1	1
423	значительную роль	1	1
424	не могут	7	1
425	некоторых из	2	1
426	и сам	1	1
427	образов их	1	1
428	к тому	4	1
429	именно таким	1	1
430	они и	1	1
431	слова с	1	1
432	для того	3	1
433	есть то	1	1
434	должен быть	4	1
435	образы и	5	1
436	даже самые	1	1
437	значения и	1	1
438	изолированно от	1	1
439	как не	1	1
440	значительной мере	3	1
441	пытается вскрыть	1	1
442	связи со	1	1
443	и пытается	1	1
444	фактами его	1	1
445	что может	1	1
446	художественное творчество	6	1
447	в образе	2	1
448	и сознания	1	1
449	поэтому в	1	1
450	силу того	1	1
451	если бы	3	1
452	для этого	1	1
453	по мере	1	1
454	образом в	3	1
455	о нем	1	1
456	и та	1	1
457	то уже	1	1
458	к действительности	1	1
459	образе в	1	1
460	еще дальше	1	1
461	в различных	2	1
462	знает что	1	1
463	часто вопреки	1	1
464	того или	2	1
465	художественном творчестве	6	1
466	с теми	1	1
467	подлежит сомнению	1	1
468	что и	3	1
469	отметить что	2	1
470	во всей	2	1
471	этот последний	1	1
472	деле в	1	1
473	в свете	1	1
474	если это	1	1
475	как если	1	1
476	о своих	1	1
477	конце концов	2	1
478	в сферу	1	1
479	того что	3	1
480	происходит в	1	1
481	наконец и	1	1
482	года в	1	1
483	как например	2	1
484	хотя бы	19	1
485	и оригинальность	1	1
486	стадиях своего	1	1
487	мы видим	1	1
488	сводить к	1	1
489	явления в	2	1
490	в какой	1	1
491	но ни	1	1
492	он совершенно	1	1
493	еще и	2	1
494	проявляется в	1	1
495	всех его	2	1
496	они могут	1	1
497	и ее	4	1
498	и первой	1	1
499	образ как	1	1
500	плане и	1	1
501	все они	2	1
502	что из	1	1
503	рыцарские романы	1	1
504	с нею	2	1
505	и у	2	1
506	ни одного	2	1
507	себя и	1	1
508	что во	1	1
509	в виде	1	1
510	является не	4	1
511	в данной	1	1
512	до самых	1	1
513	мы знаем	3	1
514	что будет	1	1
515	и объективно	1	1
516	который как	1	1
517	и их	3	1
518	к ним	1	1
519	не о	2	1
520	широко и	1	1
521	как раз	3	1
522	роли и	1	1
523	своего творчества	3	1
524	характерны для	1	1
525	с традицией	1	1
526	его творческом	2	1
527	из приведенных	3	1
528	только на	1	1
529	имели бы	1	1
530	игре и	1	1
531	их можно	1	1
532	без того	1	1
533	со всем	1	1
534	развития в	1	1
535	о своей	1	1
536	свою историю	1	1
537	внутренняя логика	1	1
538	а о	2	1
539	стороны он	1	1
540	несколько примеров	1	1
541	элементов в	1	1
542	как же	1	1
543	который получает	1	1
544	целым рядом	1	1
545	что не	3	1
546	говорит о	7	1
547	быть названо	1	1
548	них и	1	1
549	на этот	1	1
550	их следует	1	1
551	а не	7	1
552	понимать как	2	1
553	французской революции	1	1
554	а по	1	1
555	на время	2	1
556	он и	2	1
557	и ему	1	1
558	и сравнений	1	1
559	если не	1	1
560	проникновения в	1	1
561	в частности	11	1
562	время она	1	1
563	относятся к	1	1
564	по своему	1	1
565	предисловии к	1	1
566	романа в	1	1
567	пишет в	3	1
568	одновременно и	1	1
569	однако отметить	1	1
570	этому в	1	1
571	это значит	1	1
572	и менее	1	1
573	материал для	1	1
574	представляется как	1	1
575	еще к	1	1
576	о его	2	1
577	неотделимо от	1	1
578	наконец некоторые	1	1
579	с образами	1	1
580	самое существенное	1	1
581	ранних стадиях	1	1
582	письме к	9	1
583	вне его	2	1
584	в более	1	1
585	не является	5	1
586	и для	2	1
587	него еще	1	1
588	могут только	1	1
589	и от	3	1
590	место для	1	1
591	это как	1	1
592	и типизации	1	1
593	и характерное	1	1
594	для нас	1	1
595	только над	1	1
596	наблюдения над	1	1
597	и разные	1	1
598	находит свое	1	1
599	бы в	3	1
600	еще более	1	1
601	и ни	1	1
602	и как	3	1
603	от всего	1	1
604	будто бы	2	1
605	для проникновения	1	1
606	исключительно в	1	1
607	утверждал что	1	1
608	но вот	1	1
609	сложную систему	1	1
610	в стихах	1	1
611	с ними	4	1
612	состоит из	1	1
613	на рыцарские	1	1
614	равно как	4	1
615	в свою	1	1
616	или иного	1	1
617	отношению к	7	1
618	в кругу	1	1
619	есть и	1	1
620	была свойственна	1	1
621	на своем	1	1
622	на это	2	1
623	тенденции к	1	1
624	не частного	1	1
625	художественного творчества	18	1
626	уже есть	1	1
627	к этому	9	1
