N	4gram	Vygotskiy__2	Myslijsy
1	в то же время	2	3
2	одной и той же	4	3
3	потому что в противном	1	2
4	не что иное как	1	2
5	что в противном случае	1	2
6	что в таком случае	1	2
7	одного и того же	1	2
8	все более и более	2	2
9	то должно быть возможно	1	1
10	но и в том	1	1
11	бы то ни было	1	1
12	с этой точки зрения	1	1
13	во что бы то	1	1
14	и в том как	1	1
15	должно быть возможно и	1	1
16	в том смысле что	1	1
17	сам по себе не	1	1
18	и в том что	1	1
19	а между тем в	1	1
20	что бы то ни	1	1
21	указывает на то что	1	1
22	в том что все	1	1
23	бы то ни стало	1	1
24	всех времен и народов	1	1
25	привело к тому что	1	1
26	было бы так же	1	1
27	точно так же как	2	1
28	в том что при	1	1
29	заключается в том что	7	1
