N	3gram	Bakhtin_fo_1	Myslijsy
1	сами по себе	1	7
2	во всяком случае	1	7
3	в том что	2	7
4	и того же	5	6
5	в свою очередь	1	6
6	одного и того	5	6
7	до сих пор	3	4
8	в то время	3	4
9	то время как	2	3
10	с одной стороны	2	3
11	смысле этого слова	1	3
12	не могут быть	1	3
13	то есть не	2	3
14	и т п	8	3
15	и может быть	1	2
16	о которой мы	1	2
17	и во всех	1	2
18	одно и то	3	2
19	и тогда когда	1	2
20	вовсе не может	1	2
21	для того чтобы	5	2
22	то же время	9	2
23	так и в	1	2
24	не может быть	3	2
25	с самого начала	2	2
26	в то же	6	2
27	и то же	3	2
28	сама по себе	1	2
29	иначе если бы	1	1
30	одном и том	1	1
31	прежде всего на	1	1
32	дело в том	2	1
33	его вместе с	1	1
34	себе и на	1	1
35	друг другу и	1	1
36	то время когда	1	1
37	то есть к	1	1
38	одной стороны и	2	1
39	потому что не	1	1
40	может быть только	3	1
41	по себе они	1	1
42	и в других	4	1
43	то есть именно	2	1
44	в отличие от	2	1
45	друг на друга	2	1
46	с тем что	1	1
47	не было в	1	1
48	есть одна из	1	1
49	в нем в	2	1
50	со всех сторон	1	1
51	главным образом в	1	1
52	вместе с тем	2	1
53	в одном и	1	1
54	что во всех	1	1
55	как и в	2	1
56	между ними не	1	1
57	могут быть названы	1	1
58	и том же	1	1
59	есть одно из	1	1
60	по сравнению с	2	1
61	то что происходит	1	1
62	она входит в	1	1
63	во всех этих	1	1
64	не связанных между	1	1
65	в связи с	5	1
66	не для того	2	1
67	только в них	1	1
68	друг к другу	2	1
69	на природу и	1	1
70	мы будем называть	1	1
71	что касается до	1	1
72	не только на	1	1
73	о которых мы	1	1
74	что мы находим	1	1
75	то же значение	1	1
76	и как бы	1	1
77	в этом случае	1	1
78	о том что	1	1
79	то есть в	1	1
80	и в самом	1	1
81	но все эти	2	1
82	но все же	2	1
83	мы говорим о	1	1
84	которые могут быть	1	1
85	во все стороны	1	1
86	имеет существенное значение	1	1
87	и на ней	1	1
88	и в этом	1	1
89	этих условиях не	1	1
90	здесь как и	1	1
