N	2gram	Vygotskiy__6	Dialekti
1	и не	11	30
2	по себе	3	25
3	и в	28	18
4	точки зрения	13	17
5	может быть	13	17
6	в нем	7	16
7	ни в	1	15
8	не имеет	6	15
9	так что	6	15
10	потому что	22	14
11	значит что	1	14
12	а не	3	14
13	не только	16	13
14	и даже	1	13
15	то что	28	13
16	что в	17	13
17	в этом	27	12
18	было бы	9	12
19	с точки	10	12
20	если бы	7	12
21	и что	6	12
22	не может	19	12
23	что это	1	11
24	учение о	1	11
25	в себе	4	11
26	что он	18	11
27	так как	10	11
28	как бы	11	11
29	все это	2	11
30	то же	7	10
31	есть нечто	1	10
32	несмотря на	2	10
33	что такое	3	10
34	прежде всего	2	10
35	сказать что	13	10
36	и то	4	9
37	отнюдь не	1	9
38	так и	6	9
39	это не	5	9
40	том что	19	9
41	никогда не	8	9
42	это есть	3	9
43	в том	28	9
44	ясно что	4	8
45	но это	2	8
46	в каком	1	8
47	к нему	1	8
48	совершенно не	1	8
49	и как	6	7
50	то в	5	7
51	что она	1	7
52	как она	1	7
53	той или	1	7
54	не существует	1	7
55	вовсе не	1	7
56	не просто	1	7
57	но и	10	7
58	сам по	1	6
59	в чем	6	6
60	не то	1	6
61	но в	5	6
62	с другой	2	6
63	не в	4	6
64	она не	2	6
65	в то	6	6
66	с ним	2	6
67	никак не	1	6
68	можно сказать	6	6
69	ни на	1	6
70	я не	4	5
71	и он	1	5
72	отношение к	7	5
73	общего с	1	5
74	в своем	7	5
75	все же	2	5
76	на то	4	5
77	и с	1	5
78	что оно	7	5
79	в этих	2	5
80	но если	4	5
81	в отношении	10	5
82	есть только	1	5
83	можно было	7	5
84	не с	2	5
85	как же	1	5
86	мы должны	3	5
87	он сам	2	5
88	говорит о	1	5
89	она есть	1	5
90	есть и	1	5
91	а в	2	5
92	это и	3	4
93	мы говорим	2	4
94	как он	1	4
95	одно и	1	4
96	об этом	1	4
97	и более	2	4
98	на всю	1	4
99	что эта	2	4
100	и притом	1	4
101	это мы	3	4
102	только и	1	4
103	к тому	10	4
104	ничего общего	1	4
105	как мы	10	4
106	только то	3	4
107	и вообще	2	4
108	о том	1	4
109	от него	2	4
110	мы видим	7	4
111	но не	10	4
112	в котором	2	4
113	в конце	2	4
114	мы можем	9	4
115	не говорит	1	4
116	как раз	6	4
117	как это	3	4
118	хотя и	3	4
119	так же	15	4
120	может и	1	4
121	другой стороны	2	4
122	отношения к	3	3
123	самом деле	2	3
124	есть не	1	3
125	мысли и	2	3
126	на самом	1	3
127	а только	2	3
128	все равно	1	3
129	что они	2	3
130	стороны и	1	3
