N	3gram	Losev_Vlad_1	KulturaY
1	и т д	2	14
2	в том что	7	10
3	для того чтобы	2	8
4	в самом деле	1	7
5	то обстоятельство что	2	7
6	с другой стороны	3	7
7	в этом смысле	4	5
8	во всяком случае	2	5
9	тем не менее	2	5
10	в этой области	1	4
11	не только в	2	4
12	не может быть	3	4
13	уже не может	1	3
14	в этом отношении	1	3
15	в конце концов	3	3
16	в связи с	1	3
17	то же время	4	3
18	в то же	4	3
19	а следовательно и	1	2
20	не говоря уже	1	2
21	но даже и	2	2
22	в этом слове	1	2
23	говоря уже о	1	2
24	вместе с тем	1	2
25	дело не в	1	2
26	что можно сказать	1	2
27	в таких случаях	1	2
28	и потому что	3	2
29	и в том	1	2
30	в свое время	5	2
31	в свою очередь	1	2
32	мы знаем что	2	2
33	можно сказать что	2	2
34	на то что	4	2
35	в особенности же	1	2
36	но в том	1	2
37	так или иначе	1	2
38	с первого же	2	2
39	потому что как	1	1
40	том что в	3	1
41	да и то	1	1
42	это конечно объясняется	1	1
43	он так и	2	1
44	дело в том	4	1
45	в настоящее время	1	1
46	но все это	1	1
47	но и у	1	1
48	мне кажется что	1	1
49	что он не	3	1
50	также и то	2	1
51	бы то ни	1	1
52	только то что	1	1
53	но он не	1	1
54	но и здесь	1	1
55	или иначе но	1	1
56	и то обстоятельство	2	1
57	но это не	1	1
58	потому что когда	1	1
59	тех пор пока	1	1
60	большую роль в	1	1
61	и той же	1	1
62	главным образом в	2	1
63	и то что	4	1
64	такого воспитания у	1	1
65	и в частности	2	1
66	вообще и в	1	1
67	то время как	1	1
68	уже о том	1	1
69	не потому что	1	1
70	то ни было	1	1
71	с одной стороны	1	1
72	ответ на это	2	1
73	смысле этого слова	1	1
74	в году в	2	1
75	и в первый	1	1
76	а также и	1	1
77	том что и	1	1
78	до конца он	1	1
79	у нас нет	2	1
80	на вопросе о	1	1
81	но только в	1	1
82	за это время	2	1
83	не только у	1	1
84	эта сторона дела	1	1
85	есть не что	1	1
86	ни в каком	1	1
87	до тех пор	1	1
88	хотя бы на	1	1
89	заключается в том	1	1
90	в то время	2	1
91	в том чтобы	2	1
92	о том что	7	1
93	и все это	1	1
94	но и для	1	1
95	и никогда не	1	1
96	вовсе не был	2	1
97	что иное как	1	1
98	один от другого	1	1
99	в лондоне и	1	1
100	дать общую характеристику	1	1
101	что дело не	1	1
102	к тому что	1	1
103	одной и той	1	1
104	что он говорит	1	1
105	не что иное	1	1
106	потому что она	1	1
107	на то как	1	1
108	бы обратить внимание	2	1
109	т д в	1	1
110	к тому же	2	1
111	также и в	1	1
