N	3gram	Vygotskiy__3	VerxiiNi
1	вместе с тем	2	8
2	с одной стороны	5	7
3	с точки зрения	9	6
4	во всяком случае	2	6
5	более или менее	1	5
6	до сих пор	5	5
7	а с другой	1	5
8	для того чтобы	8	5
9	о том что	3	4
10	с тем чтобы	1	4
11	и вместе с	2	4
12	но все же	1	4
13	к тому же	1	4
14	в том что	11	3
15	в том виде	1	2
16	таким образом если	1	2
17	с тем и	1	2
18	то же самое	8	2
19	в этом отношении	1	2
20	заключает в себе	1	2
21	с этой точки	1	2
22	может быть и	1	2
23	по сравнению с	1	2
24	то что он	2	2
25	между этими двумя	1	2
26	этой точки зрения	1	2
27	с самого начала	6	2
28	можно сказать что	1	2
29	на то что	12	2
30	и в этом	3	2
31	и в сущности	1	1
32	и все же	1	1
33	а между тем	1	1
34	есть не более	1	1
35	что в этом	1	1
36	в прямом смысле	2	1
37	состоит в том	1	1
38	имеем в виду	1	1
39	в самом деле	18	1
40	о том как	2	1
41	оно превращается в	1	1
42	по своему значению	1	1
43	совпадает с тем	1	1
44	в котором они	1	1
45	так чтобы не	1	1
46	к этому что	1	1
47	в одном и	1	1
48	что все эти	1	1
49	но они не	1	1
50	с тем что	1	1
51	совершенно ясно что	5	1
52	на каждом шагу	1	1
53	с этим и	1	1
54	к которым они	1	1
55	утверждать что в	1	1
56	о морали в	1	1
57	но параллельно с	1	1
58	которые могли бы	1	1
59	уже говорили о	1	1
60	в данном случае	2	1
61	не потому что	1	1
62	тот факт что	1	1
63	смысле этого слова	2	1
64	в отличие от	1	1
65	как бы бьет	1	1
66	точки зрения а	1	1
67	потому что в	1	1
68	не только как	1	1
69	указывает на то	3	1
70	что в таком	1	1
71	с ней и	1	1
72	не в том	2	1
73	все более и	2	1
74	мы уже говорили	3	1
75	когда мы читаем	2	1
76	не имеет никакого	3	1
77	том что они	1	1
78	ее вместе с	1	1
79	с другой стороны	5	1
80	как бы в	1	1
81	речь идет о	3	1
82	мы видели что	2	1
83	один и тот	1	1
84	не совпадает с	2	1
85	а в том	1	1
86	только то что	2	1
87	сих пор не	1	1
88	не может быть	1	1
89	что в этой	2	1
90	в то время	2	1
91	и что она	1	1
92	в свою очередь	2	1
93	действия в самом	1	1
94	не только не	1	1
95	сих пор было	1	1
96	более и более	2	1
97	что это есть	1	1
98	он как бы	1	1
99	не более как	1	1
100	того что оно	1	1
101	так как эти	1	1
102	мы видим что	7	1
103	самом деле если	1	1
104	так называемой новой	1	1
105	еще при жизни	1	1
106	отправной точкой для	1	1
107	и тот же	1	1
108	и здесь не	1	1
