N	2gram	Tiupa_Lite_3	Istorich
1	и в	16	26
2	так как	1	18
3	никогда не	4	13
4	потому что	3	13
5	и на	2	12
6	в этом	14	12
7	в том	12	12
8	что в	2	12
9	может быть	12	11
10	и т	1	10
11	не только	14	10
12	том что	8	10
13	с другой	6	10
14	и не	22	10
15	еще не	6	9
16	о смерти	1	9
17	а именно	5	9
18	что он	5	9
19	но и	14	9
20	все же	2	8
21	в нем	2	8
22	на том	1	8
23	вместе с	5	8
24	другой стороны	2	8
25	например в	3	7
26	но в	3	7
27	и его	6	7
28	о том	6	7
29	с одной	4	7
30	уже не	3	7
31	представлений о	1	7
32	у него	1	7
33	превращается в	1	7
34	одной стороны	4	7
35	власть над	1	7
36	мы уже	1	6
37	как в	5	6
38	как он	1	6
39	после чего	1	6
40	так в	1	6
41	в русской	1	6
42	и с	2	6
43	с появлением	1	6
44	то что	12	6
45	и там	1	6
46	ее в	2	6
47	не может	8	6
48	то же	9	5
49	в ней	1	5
50	за собой	1	5
51	как и	5	5
52	и эти	1	5
53	в то	9	5
54	то это	2	5
55	так и	9	5
56	нас к	2	5
57	в его	6	5
58	только в	7	5
59	тем что	2	5
60	у нас	2	5
61	там где	3	5
62	как это	3	5
63	его в	2	5
64	как мы	2	4
65	и он	1	4
66	с его	6	4
67	на его	3	4
68	здесь мы	1	4
69	это не	5	4
70	и тем	3	4
71	с тем	1	4
72	не всегда	2	4
73	а также	4	4
74	что и	2	4
75	прежде всего	3	4
76	связано с	1	4
77	как бы	8	4
78	в книге	1	4
79	у них	1	4
80	но это	1	4
81	есть и	1	4
82	и то	1	3
83	мертвых и	1	3
84	независимо от	1	3
85	когда он	2	3
86	и наконец	3	3
87	в себе	6	3
88	вообще не	1	3
89	при этом	15	3
90	если бы	2	3
91	и вот	2	3
92	в них	1	3
93	нет в	1	3
94	в своей	7	3
95	и ее	2	3
96	в одном	4	3
97	не в	10	3
98	приводят к	1	3
99	она не	1	3
100	вопрос не	1	3
101	к концу	1	3
102	как только	1	3
103	его с	1	3
104	приходит к	1	3
105	данном случае	4	3
106	имеется в	1	3
107	но так	1	3
108	один из	2	3
109	том как	1	3
110	и действительно	1	3
111	в качестве	5	3
112	так что	1	3
113	и других	1	3
114	ее не	1	3
115	и только	2	3
116	со стороны	7	3
117	далеко не	2	3
118	не было	1	3
119	в частности	11	3
120	к своему	1	3
121	в данном	4	3
122	как будто	4	3
123	что здесь	1	3
124	и от	1	3
125	вопрос о	2	3
126	на первый	1	3
127	а в	5	3
128	еще в	3	3
129	сказать что	1	3
130	из этого	1	3
131	как на	3	3
132	в своих	2	3
133	к этому	2	3
134	небо и	1	3
135	они не	1	3
136	того же	2	2
137	из его	1	2
138	что эти	1	2
139	книге о	1	2
140	что иное	1	2
141	представляет собой	2	2
142	он был	1	2
143	но не	4	2
144	по отношению	4	2
145	тогда как	17	2
146	на то	2	2
147	с этим	1	2
148	в своем	1	2
149	что касается	1	2
150	перед нами	1	2
151	и как	3	2
152	и хотя	1	2
153	в этой	8	2
154	то и	1	2
155	и до	1	2
156	но он	1	2
157	он не	1	2
158	это явление	1	2
159	людей и	1	2
160	с этой	2	2
161	человека в	2	2
162	его не	1	2
163	на этой	1	2
164	было бы	2	2
165	здесь нет	1	2
166	кажется что	1	2
167	вовсе не	1	2
168	своего рода	10	2
169	всегда остается	1	2
170	миф и	1	2
171	однако в	4	2
172	даже в	4	2
173	тем самым	7	2
174	не имеет	1	2
175	не вполне	2	2
176	сел на	1	2
177	и далее	1	2
178	нет ни	1	2
179	к тому	6	2
180	живет на	1	2
181	но при	1	2
182	здесь не	2	2
183	и сам	2	2
184	что у	2	2
185	с собой	1	2
186	а там	1	2
187	о котором	1	2
188	но мы	1	2
189	можно сказать	2	2
190	как у	4	2
191	эти два	1	2
192	все время	3	2
193	в лице	2	2
194	того что	9	2
195	людей а	1	2
196	это означает	1	2
197	именно на	1	2
198	самого себя	1	2
199	уже только	1	2
200	никого не	1	2
201	что они	1	2
202	а с	1	2
203	что не	2	2
204	те кто	3	2
205	не означает	2	2
206	а не	12	2
207	о чем	3	2
208	он и	2	2
209	так же	2	2
210	к себе	8	2
211	его пути	1	2
212	когда мы	1	2
213	отношению к	4	2
214	быть только	2	2
215	стороны и	2	2
216	под названием	1	2
217	что там	1	2
218	мира и	2	2
219	для нас	1	2
220	в этих	1	2
221	но вот	1	2
222	не есть	1	2
223	с ними	2	2
224	в последнем	1	2
225	жизни и	3	2
226	в союзе	1	1
227	соответствии с	5	1
228	отношения к	3	1
229	одним из	4	1
230	но кто	1	1
231	с кем	1	1
232	древней и	1	1
233	в связи	1	1
234	и есть	1	1
235	между двумя	1	1
236	а от	1	1
237	оно было	1	1
238	в какой-то	1	1
239	все те	1	1
240	есть не	1	1
241	очень точно	1	1
242	и ранний	1	1
243	если герой	1	1
244	этом не	1	1
245	совпадает с	1	1
246	который может	1	1
247	так или	2	1
248	не создает	1	1
249	во всех	2	1
250	успех в	1	1
251	как правило	1	1
252	отличие от	5	1
253	не просто	1	1
254	когда например	1	1
255	туда где	1	1
256	в истории	1	1
257	идет о	1	1
258	вспомним что	1	1
259	однако не	3	1
260	им в	2	1
261	и где	1	1
262	в полном	2	1
263	хотя и	4	1
264	полном соответствии	2	1
265	и к	3	1
266	для которой	1	1
267	более или	1	1
268	в этот	1	1
269	в целом	5	1
270	он в	2	1
271	раз в	2	1
272	ее как	1	1
273	в случае	2	1
274	и если	4	1
275	жизнью и	1	1
276	тем не	1	1
277	она становится	1	1
278	в первую	1	1
279	в силу	1	1
280	не друг	1	1
281	чтобы в	1	1
282	подобно тому	2	1
283	теперь от	1	1
284	о таком	1	1
285	жить в	1	1
286	встречаются и	1	1
287	это значит	1	1
288	а затем	3	1
289	в мире	16	1
290	мире не	2	1
291	на все	1	1
292	то есть	5	1
293	знает что	2	1
294	оставляет в	2	1
295	которого не	1	1
296	они по	1	1
297	в жизни	8	1
298	по существу	4	1
299	духа в	1	1
300	что наиболее	1	1
301	о которых	1	1
302	она и	2	1
303	чем в	1	1
304	ключ к	1	1
305	мы с	2	1
306	остается в	1	1
307	одно из	4	1
308	или менее	1	1
309	что создает	1	1
310	точки зрения	7	1
311	от своего	1	1
312	и при	2	1
313	она сама	1	1
314	этой связи	1	1
315	где мы	1	1
316	за которым	1	1
317	на месте	1	1
318	в котором	1	1
319	не столько	1	1
320	на свою	3	1
321	что я	5	1
322	как ты	2	1
323	что фигура	1	1
324	и новые	1	1
325	другом и	1	1
326	все это	1	1
327	и более	1	1
328	как от	1	1
329	что сам	1	1
330	и наоборот	2	1
331	вся земля	1	1
332	людей то	1	1
333	сам он	1	1
334	и герой	1	1
335	на один	1	1
336	чистом виде	1	1
337	не менее	2	1
338	в таких	1	1
339	на рост	1	1
340	стороны у	1	1
341	в основе	5	1
342	не случайно	3	1
343	в уме	1	1
344	того чтобы	2	1
345	здесь может	1	1
346	стороне за	1	1
347	о природе	2	1
348	где его	1	1
349	не видели	1	1
350	а во	1	1
351	по своей	3	1
352	за исключением	1	1
353	ты видишь	1	1
354	нужна была	1	1
355	над ним	1	1
356	в области	3	1
357	вот в	2	1
358	начиная с	1	1
359	не знают	1	1
360	есть только	1	1
361	числе и	2	1
362	для такого	2	1
363	тех же	1	1
364	кто же	1	1
365	все еще	3	1
366	с образом	2	1
367	но такой	1	1
368	того самого	1	1
369	и о	1	1
370	тому что	1	1
371	с ее	3	1
372	не могу	2	1
373	в ее	5	1
374	земли до	1	1
375	чтобы быть	1	1
376	меняет и	1	1
377	по аналогии	2	1
378	не с	2	1
379	здесь как	2	1
380	в борьбе	1	1
381	особый интерес	1	1
382	жизнь и	1	1
383	для этого	1	1
384	по мере	1	1
385	а по	2	1
386	иное как	1	1
387	слова из	2	1
388	другом месте	1	1
389	тех кто	1	1
390	в другом	6	1
391	на вопрос	1	1
392	есть одновременно	1	1
393	одного из	2	1
394	аналогии с	1	1
395	от земли	1	1
396	с того	1	1
