N	2gram	Bakhtin_Pr_1	Problemy
1	и в	29	53
2	и на	7	18
3	у достоевского	16	17
4	прежде всего	7	15
5	и не	31	15
6	в том	8	14
7	и др	5	14
8	как бы	19	14
9	во всех	1	12
10	может быть	24	12
11	как и	12	11
12	а не	22	11
13	в сущности	5	10
14	творчества достоевского	8	10
15	и его	14	10
16	и все	1	10
17	в нем	19	10
18	здесь в	1	10
19	сказать что	3	10
20	все эти	9	9
21	жизни и	2	9
22	и других	1	9
23	то что	15	9
24	и другие	1	9
25	в этом	22	8
26	в жизни	2	8
27	все это	6	8
28	в духе	3	8
29	можно сказать	1	8
30	в его	24	8
31	нового времени	3	8
32	в творчестве	5	8
33	если б	2	7
34	в ней	2	7
35	как в	6	7
36	одна из	3	7
37	и у	3	7
38	так как	6	7
39	но и	14	7
40	то же	14	6
41	и ее	2	6
42	отношение к	2	6
43	это не	9	6
44	достоевского и	7	6
45	ничего не	5	6
46	к себе	2	6
47	таким образом	12	6
48	в себя	3	6
49	так и	7	6
50	и с	4	6
51	в форме	7	6
52	один из	2	6
53	более того	5	6
54	его творчества	3	6
55	себе самому	3	6
56	например в	3	5
57	и до	3	5
58	мы уже	2	5
59	той же	5	5
60	из подполья	10	5
61	еще не	5	5
62	но не	9	5
63	перед нами	5	5
64	в себе	7	5
65	так сказать	4	5
66	было бы	5	5
67	том что	7	5
68	в то	10	5
69	в основе	4	5
70	же время	9	5
71	во все	2	5
72	особенности этого	1	5
73	как мы	4	5
74	в мире	6	5
75	с самим	1	5
76	в литературе	4	5
77	творчестве достоевского	5	5
78	до сих	2	5
79	как у	1	5
80	и самый	1	5
81	и потому	6	5
82	по существу	3	5
83	сих пор	2	5
84	потому что	8	5
85	и к	2	5
86	но в	7	5
87	ивана карамазова	4	4
88	мы не	1	4
89	теперь мы	1	4
90	достоевского мы	3	4
91	я не	3	4
92	жизни как	1	4
93	конечно и	2	4
94	он сам	3	4
95	хотя и	1	4
96	не только	15	4
97	в каждом	8	4
98	все равно	1	4
99	и для	4	4
100	точки зрения	19	4
101	в условиях	2	4
102	но они	2	4
103	в более	1	4
104	могут быть	6	4
105	самим собою	2	4
106	по сравнению	1	4
107	и во	2	4
108	во всей	2	4
109	и одновременно	3	4
110	здесь не	1	4
111	одной из	1	4
112	что он	8	4
113	только в	10	4
114	это очень	1	4
115	конечно не	2	4
116	в большинстве	2	4
117	большинстве случаев	2	4
118	из них	1	4
119	к самому	1	4
120	не было	4	4
121	самого начала	2	4
122	достоевский был	3	4
123	сравнению с	1	4
124	здесь конечно	2	4
125	мы должны	3	4
126	не знает	3	4
127	и идеи	2	4
128	к этому	1	4
129	одним из	6	3
130	и это	5	3
131	достоевского в	12	3
132	в ее	1	3
133	не то	1	3
134	в истории	2	3
135	сочетается с	5	3
136	кроме того	3	3
137	и если	1	3
138	на его	2	3
139	при этом	2	3
140	он не	5	3
141	и по	1	3
142	с другими	7	3
143	уже у	1	3
144	до достоевского	2	3
145	произведениях достоевского	5	3
146	или менее	1	3
147	в своей	8	3
148	своего рода	1	3
149	но это	4	3
150	слов о	1	3
151	между людьми	1	3
152	xviii века	1	3
153	произведения достоевского	3	3
154	в области	1	3
155	все то	4	3
156	человека в	4	3
157	все еще	1	3
158	типа в	1	3
159	с самого	1	3
160	здесь как	1	3
161	это было	1	3
162	что и	4	3
163	большей или	1	3
164	всякого рода	1	3
165	и так	1	3
166	в самое	1	3
167	в конце	6	3
168	вовсе не	7	3
169	или меньшей	1	3
170	достоевский находил	1	3
171	достоевского с	3	3
172	и особенно	1	3
173	его произведений	1	3
174	слова и	1	3
175	например у	1	3
176	и от	2	3
177	себя самого	2	3
178	для достоевского	5	3
179	с ней	1	3
180	более или	1	3
181	ее в	1	3
182	они не	4	3
183	тон рассказа	1	2
184	в чисто	2	2
185	характерное для	1	2
186	из самых	1	2
187	в зависимости	5	2
188	собою в	1	2
189	всех разнообразных	1	2
190	зависимости от	5	2
191	меньшей степени	1	2
192	он в	3	2
193	с его	9	2
194	для других	2	2
195	по отношению	8	2
196	менее всего	6	2
197	вступают в	1	2
198	которые не	1	2
199	в одной	6	2
200	что именно	1	2
201	с этим	2	2
202	что касается	1	2
203	героев достоевского	1	2
204	и наконец	4	2
205	и отчасти	1	2
206	в самом	10	2
207	в которой	2	2
208	что это	1	2
209	уже в	3	2
210	творчество достоевского	5	2
211	с их	5	2
212	он умел	4	2
213	как он	1	2
214	одному и	1	2
215	здесь мы	2	2
216	в платоновском	1	2
217	его в	6	2
218	истории и	1	2
219	авторской позиции	1	2
220	ведь если	1	2
221	в них	3	2
222	достаточно сравнить	1	2
223	далеко не	3	2
224	и тон	2	2
225	или наоборот	1	2
226	романы достоевского	1	2
227	и уже	2	2
228	мы видели	1	2
229	в один	2	2
230	идея здесь	2	2
231	с точки	13	2
232	видел и	1	2
233	в их	3	2
234	место в	1	2
235	что я	1	2
236	значение для	1	2
237	не в	7	2
238	их в	4	2
239	проявляется и	1	2
240	при всех	1	2
241	с ним	5	2
242	образом в	1	2
243	самой жизни	1	2
244	правда в	2	2
245	уже говорили	1	2
246	в сознании	2	2
247	как будто	3	2
248	нет ни	2	2
249	мысли о	1	2
250	они и	1	2
251	особый тип	1	2
252	этом произведении	1	2
253	времени и	1	2
254	во многом	1	2
255	о том	1	2
256	к одному	1	2
257	все его	3	2
258	между тем	5	2
259	при изображении	1	2
260	отметить что	1	2
261	именно тем	1	2
262	утрачивает свою	1	2
263	именно в	5	2
264	вопросов и	1	2
265	быть и	1	2
266	мы видим	2	2
267	тот же	2	2
268	хотя бы	2	2
269	произведений достоевского	6	2
270	достоевского можно	1	2
271	вот что	1	2
272	в начале	1	2
273	почти полностью	1	2
274	и их	1	2
275	при всей	1	2
276	не о	2	2
277	но он	2	2
278	бытия и	1	2
279	тем что	4	2
280	творчеству достоевского	1	2
281	никогда не	3	2
282	перейти к	1	2
283	в особенности	1	2
284	и даже	2	2
285	с другой	3	2
286	на ее	1	2
287	наконец в	2	2
288	себя и	2	2
289	нужно сказать	1	2
290	идеи в	9	2
291	жизнь в	1	2
292	мы остановимся	2	2
293	не может	12	2
294	о себе	12	2
295	люди и	1	2
296	б я	1	2
297	в той	2	2
298	быть только	1	2
299	все большие	1	2
300	сочетание в	1	2
301	для понимания	2	2
302	истину и	1	2
303	его творчество	2	2
304	в смысле	2	2
305	особый характер	1	2
306	прежде чем	1	2
307	мира и	7	2
308	человек и	2	2
309	что в	8	2
310	в большей	1	2
311	его формы	1	2
312	несмотря на	6	2
313	а в	7	2
314	идеей и	1	2
315	слово в	2	2
316	между ними	2	2
317	впервые в	1	2
318	есть и	2	2
319	его творчестве	2	2
320	в таком	1	2
321	в своих	3	2
322	своей совокупности	1	1
323	от этой	1	1
324	их художественного	1	1
325	относится и	1	1
