N	2gram	Potebnia_M_2	DiskursI
1	не только	15	28
2	в том	18	23
3	а не	18	22
4	то есть	30	20
5	тогда как	10	19
6	том что	8	19
7	может быть	23	17
8	как и	7	16
9	и в	24	16
10	в этом	8	15
11	еще не	4	14
12	но и	9	14
13	при этом	13	13
14	по своей	1	11
15	но не	12	11
16	прежде всего	7	11
17	и не	19	11
18	как в	10	10
19	далеко не	3	10
20	с другой	6	10
21	по отношению	2	9
22	в нем	9	9
23	не может	12	9
24	состоит в	2	9
25	с одной	4	9
26	одной стороны	3	9
27	но в	4	8
28	о том	5	8
29	так и	5	8
30	не было	6	7
31	в себе	10	7
32	то же	12	7
33	не в	13	7
34	со стороны	3	7
35	в его	2	7
36	только в	11	7
37	и как	6	6
38	и на	8	5
39	во всех	7	5
40	отличие от	1	5
41	тому же	1	5
42	в котором	4	5
43	в их	1	5
44	в отличие	1	5
45	в процессе	1	5
46	в себя	2	5
47	можно сказать	1	5
48	а с	2	5
49	как бы	9	5
50	к тому	1	5
51	а в	8	5
52	то что	20	5
53	и о	1	4
54	в которых	1	4
55	с его	2	4
56	в сторону	1	4
57	отношение к	1	4
58	в истории	1	4
59	уже не	4	4
60	в целом	3	4
61	не как	3	4
62	лишь в	1	4
63	в них	5	4
64	потому что	49	4
65	могут быть	8	4
66	для себя	1	4
67	внимание на	2	4
68	же время	2	4
69	между тем	6	4
70	во втором	1	4
71	что он	4	4
72	для него	10	4
73	в особенности	1	4
74	по своим	1	4
75	что не	5	4
76	связи с	6	4
77	что в	16	4
78	того же	14	3
79	и потому	2	3
80	значении этого	1	3
81	столь же	5	3
82	в одной	1	3
83	с этим	7	3
84	перед нами	1	3
85	в самом	4	3
86	заключается в	1	3
87	это не	3	3
88	и того	6	3
89	в ходе	1	3
90	в своих	1	3
91	бы быть	3	3
92	по себе	15	3
93	в то	6	3
94	он мог	1	3
95	таким образом	11	3
96	должны быть	4	3
97	как не	3	3
98	свою очередь	6	3
99	но при	1	3
100	в ее	1	3
101	времени и	1	3
102	не с	3	3
103	имея в	2	3
104	что и	11	3
105	хотя бы	2	3
106	из них	5	3
107	к ним	1	3
108	тем что	7	3
109	именно в	1	3
110	имеет место	2	3
111	себе не	4	3
112	понятие о	1	3
113	для обозначения	2	3
114	тому как	4	3
115	того что	7	3
116	один из	2	3
117	все же	5	3
118	мог быть	1	3
119	в свою	6	3
120	сказать что	2	3
121	другой стороны	2	3
122	в действительности	2	3
123	отношения к	2	2
124	одним из	1	2
125	например в	3	2
126	и есть	2	2
127	к другому	4	2
128	для своего	1	2
129	между собой	1	2
130	влияния на	2	2
131	но как	1	2
132	за пределы	2	2
133	стороны и	1	2
134	как к	1	2
135	что касается	1	2
136	хотя и	3	2
137	более или	8	2
138	в противоположность	1	2
139	точкой зрения	1	2
140	так сказать	4	2
141	в значении	1	2
142	не следует	1	2
143	том чтобы	1	2
144	подобно тому	4	2
145	и по	2	2
146	на этом	2	2
147	так например	3	2
148	человека в	3	2
149	в каждом	2	2
150	могла бы	3	2
151	различие между	1	2
152	об этом	1	2
153	и тем	3	2
154	не всегда	1	2
155	с человеком	1	2
156	одного и	6	2
157	или менее	8	2
158	и без	1	2
159	не от	5	2
160	мысли и	1	2
161	по крайней	5	2
162	возможно только	1	2
163	то с	1	2
164	по мере	5	2
165	не менее	5	2
166	что с	2	2
167	внутренней речи	1	2
168	не могло	1	2
169	нельзя не	1	2
170	в наше	1	2
171	и его	2	2
172	однако это	1	2
173	крайней мере	5	2
174	к себе	1	2
175	отличается от	1	2
176	значительной степени	1	2
177	мысли о	4	2
178	не есть	6	2
179	оно не	3	2
180	не ограничивается	1	2
181	как мы	1	2
182	языка и	3	2
183	на том	1	2
184	же касается	1	2
185	в другом	2	2
186	было в	2	2
187	и вообще	3	2
188	событием и	1	2
189	во всяком	7	2
190	и что	4	2
191	одного из	1	2
192	требует для	1	2
193	самому себе	1	2
194	времени в	1	2
195	это было	2	2
196	и во	3	2
197	большей или	1	2
198	дело с	1	2
199	в какой	2	2
200	наше время	1	2
201	есть в	2	2
202	уже в	5	2
203	и понимание	1	2
204	к мысли	2	2
205	слова в	5	2
206	в одном	6	2
207	сами по	7	2
208	заметить что	6	2
209	следует признать	1	2
210	никогда не	4	2
211	бы это	1	2
212	на ее	1	2
213	к которому	2	2
214	и др	1	2
215	обратить внимание	1	2
216	зависит от	2	2
217	его как	1	2
218	то она	1	2
219	что же	1	2
220	в ряду	6	2
221	к другим	3	2
222	рассматривать как	1	2
223	за его	1	2
224	известной степени	1	2
225	говорящего и	1	2
226	мой взгляд	1	2
227	не имея	1	2
228	на мой	1	2
229	или в	2	2
230	о котором	2	2
231	и все	3	2
232	не более	1	2
233	указывает на	2	2
234	как показывает	1	2
235	или меньшей	1	2
236	может и	1	2
237	они не	4	2
238	к этому	2	2
239	человеческой речи	5	1
240	случае по	1	1
241	же словом	1	1
242	таком случае	2	1
243	чтобы не	1	1
244	сам по	4	1
245	и то	3	1
246	самом деле	2	1
247	на самом	2	1
248	переход от	1	1
249	их влияния	2	1
250	такой как	1	1
251	мысли а	2	1
252	а непосредственно	1	1
253	чего не	2	1
254	и до	1	1
255	заметное влияние	2	1
256	видеть в	1	1
257	которое может	2	1
258	во-первых в	1	1
259	и за	1	1
260	обойтись без	1	1
261	той же	3	1
262	языка которое	1	1
263	человеком и	1	1
264	и само	1	1
265	из своих	1	1
266	но она	3	1
267	принадлежит к	1	1
268	из того	1	1
269	которое не	1	1
270	они были	1	1
271	мы и	1	1
272	степени как	1	1
273	к общему	4	1
274	на них	1	1
275	и большая	1	1
276	могло быть	1	1
277	они имеют	2	1
278	а только	8	1
279	не то	2	1
280	только потому	2	1
281	себе и	1	1
282	мы называем	3	1
283	что они	5	1
284	речи но	1	1
285	что хотя	4	1
286	что во	2	1
287	же с	1	1
288	независимо от	9	1
289	его на	2	1
290	не согласиться	1	1
291	с их	1	1
292	в образовании	2	1
293	тем же	3	1
294	непосредственно из	1	1
295	на руку	1	1
296	сложный процесс	1	1
297	в которой	5	1
298	бы и	1	1
299	что это	3	1
300	он в	1	1
301	в нашем	2	1
302	из этих	4	1
303	рассказ о	1	1
304	всего к	1	1
305	что к	1	1
306	на то	5	1
307	человек не	1	1
308	быть только	2	1
309	что она	3	1
310	она еще	1	1
311	том в	1	1
312	время и	2	1
313	он не	1	1
314	всех этих	2	1
315	к одному	1	1
316	не к	1	1
317	из виду	1	1
318	в человеческой	3	1
319	на земле	1	1
320	что ни	2	1
321	одно и	2	1
322	но все	2	1
323	мы его	1	1
324	не будет	1	1
325	не за	1	1
326	и может	3	1
327	на все	3	1
328	можно принять	2	1
329	при помощи	1	1
330	и других	2	1
331	с другими	5	1
332	от одного	3	1
333	может стать	2	1
334	то все	4	1
335	этом смысле	2	1
336	приходит в	1	1
337	в жизни	2	1
338	нечто общее	3	1
339	состояний как	1	1
340	о которых	3	1
341	с этой	1	1
342	с тем	4	1
343	в слове	13	1
344	мы видели	1	1
345	оно имеет	1	1
346	мы не	11	1
347	слова и	3	1
348	в этих	3	1
349	во время	4	1
350	бы на	1	1
351	и при	3	1
352	или точнее	1	1
353	что такое	2	1
354	таким же	1	1
355	а как	1	1
356	с точки	1	1
357	не столько	2	1
358	цели и	1	1
359	как совокупность	2	1
360	на такие	2	1
361	должны были	1	1
362	вопрос на	1	1
363	в памяти	5	1
364	смысле а	1	1
365	поэтому в	1	1
366	мир и	1	1
367	которые в	1	1
368	его к	1	1
369	виду как	1	1
370	тем не	6	1
371	и эти	1	1
372	и более	1	1
373	не должно	2	1
374	вместе со	2	1
375	между двумя	6	1
376	и вся	1	1
377	раз и	1	1
378	если и	2	1
379	рода в	1	1
380	тем самым	4	1
381	виду что	1	1
382	она могла	1	1
383	самого начала	2	1
384	для каждого	1	1
385	не имеет	6	1
386	дело в	1	1
387	и притом	3	1
388	который при	1	1
389	образом в	4	1
390	но только	2	1
391	появляется в	1	1
392	для всех	1	1
393	выбора между	1	1
394	этих двух	1	1
395	те свойства	1	1
396	не все	2	1
397	еще для	1	1
398	наблюдения но	1	1
399	во всем	2	1
400	это слово	1	1
401	на него	3	1
402	входят в	3	1
403	которому мы	1	1
404	что на	3	1
405	в каком	3	1
406	точке зрения	2	1
407	место также	1	1
408	являются уже	1	1
409	к прежнему	1	1
410	не могут	7	1
411	когда мы	2	1
412	возможности но	1	1
413	во все	2	1
414	и вполне	1	1
415	что сила	3	1
416	про себя	1	1
417	об одном	3	1
418	его с	2	1
419	не встречается	1	1
420	первоначально весьма	1	1
421	состоят в	1	1
422	и это	2	1
423	наблюдений над	1	1
424	не делает	1	1
425	же так	1	1
426	на нем	1	1
427	и сами	4	1
428	напротив они	1	1
429	здесь не	1	1
430	и от	3	1
431	мысль о	7	1
432	второго лица	1	1
433	только то	1	1
434	с самого	2	1
435	происходят в	1	1
436	своей мысли	1	1
437	и сам	1	1
438	что каждый	1	1
439	те же	3	1
440	здесь как	1	1
441	мог бы	3	1
442	во второй	1	1
443	том как	3	1
444	мыслью и	1	1
445	не исчерпывается	1	1
446	если бы	11	1
447	в словах	3	1
448	коего мы	1	1
449	к языку	4	1
450	быть в	1	1
451	то они	1	1
452	при котором	1	1
453	утверждает что	1	1
454	на что	1	1
455	что его	3	1
456	по их	1	1
457	нас в	2	1
458	не заключает	2	1
459	к истине	1	1
460	к нему	1	1
461	состоит не	2	1
462	теперь уже	2	1
463	и остаются	1	1
464	а потому	5	1
465	этом как	1	1
466	вслед за	3	1
467	вообще в	1	1
468	при самом	1	1
469	что здесь	1	1
470	в формах	2	1
471	и постепенно	1	1
472	с ними	3	1
473	и действительно	1	1
474	второе значение	2	1
475	которое мы	3	1
476	например с	2	1
477	по мнению	1	1
478	или же	7	1
479	не остаются	1	1
480	имеет своим	1	1
481	только при	1	1
482	со всеми	1	1
483	не имеют	2	1
484	которому он	1	1
485	в большинстве	1	1
486	только на	1	1
487	имеют не	1	1
488	в нашей	2	1
489	то и	9	1
490	с собственно	1	1
491	различия в	1	1
492	если в	3	1
493	большинстве случаев	1	1
494	в известном	1	1
495	его и	1	1
496	но для	1	1
497	он имеет	1	1
498	очевидно что	3	1
499	и их	5	1
500	всяком случае	7	1
501	в известной	1	1
502	душевных свойств	1	1
503	от сознания	2	1
504	первобытный человек	2	1
505	содержания а	1	1
506	не о	1	1
507	может служить	1	1
508	друг друга	2	1
509	мы можем	12	1
510	каждый из	1	1
511	при отсутствии	1	1
512	их по	1	1
513	быть названа	1	1
514	но эти	2	1
515	не связано	1	1
516	себе они	1	1
517	с другим	1	1
518	до сих	4	1
519	связаны с	1	1
520	что человек	1	1
521	и чем	1	1
522	а именно	1	1
523	в явлениях	1	1
524	и прежде	1	1
525	было бы	13	1
526	не значение	1	1
527	себя и	2	1
528	о красоте	1	1
529	зависит и	1	1
530	связано с	2	1
531	только по	3	1
532	от этого	1	1
533	есть к	1	1
534	стремится к	1	1
535	отношения в	1	1
536	ничем не	2	1
537	не на	2	1
538	которое по	1	1
539	было сказано	1	1
540	их сочетания	1	1
541	мнению что	1	1
542	при более	1	1
543	что так	1	1
544	этом основании	1	1
545	на который	1	1
546	этом случае	1	1
547	в одно	8	1
548	в связи	2	1
549	к сознанию	1	1
550	ближе всего	1	1
551	процессе речи	1	1
552	вместе с	11	1
553	как представляется	1	1
554	усомниться в	1	1
555	как это	2	1
556	некоторые из	1	1
557	человека к	1	1
558	не удается	1	1
559	этом по	1	1
560	приводит в	5	1
561	остается и	1	1
562	если оно	1	1
563	в той	1	1
564	с точкой	1	1
565	и другой	1	1
566	тем какие	2	1
567	к чему	1	1
568	этого слова	6	1
569	и восприятие	1	1
570	в чистом	1	1
571	только о	1	1
572	сих пор	4	1
573	как предмет	1	1
574	природу и	1	1
575	в чем	7	1
576	без которой	2	1
577	двух родов	1	1
578	общие черты	2	1
579	это уже	1	1
580	указать на	1	1
581	не достигает	1	1
582	при таком	1	1
583	мысли что	1	1
584	вопрос о	2	1
585	это как	1	1
586	а к	2	1
587	данная мысль	1	1
588	язык представляет	1	1
589	или нет	3	1
590	от того	5	1
591	тем более	1	1
592	мы должны	2	1
593	в большей	1	1
594	но это	3	1
595	самого субъекта	1	1
596	том случае	1	1
597	или не	5	1
598	отношении к	2	1
599	здесь только	1	1
600	нами не	2	1
601	как нечто	1	1
602	на более	2	1
603	первоначально не	1	1
604	речи и	1	1
605	о такой	1	1
606	чувства как	2	1
607	легко заметить	1	1
608	и также	1	1
609	случае если	1	1
610	который не	1	1
611	следует сказать	1	1
612	им и	1	1
613	в таком	4	1
614	многие из	1	1
