N	3gram	Losev_Dial_2	Myslijsy
1	в том что	6	7
2	до тех пор	1	6
3	по крайней мере	9	5
4	не может быть	3	5
5	само по себе	2	5
6	о том что	4	5
7	мере того как	1	4
8	по мере того	1	4
9	то же самое	2	4
10	до сих пор	2	4
11	и т п	2	4
12	и то что	1	4
13	сам по себе	3	4
14	и в этом	1	4
15	только тогда когда	4	4
16	можно сказать что	3	4
17	тем не менее	2	4
18	на самом деле	1	3
19	с точки зрения	8	3
20	вместе с тем	1	3
21	не то что	1	3
22	во всяком случае	2	3
23	и т д	15	3
24	когда мы говорим	1	3
25	то же время	4	3
26	от того что	2	3
27	тем и другим	1	3
28	между тем и	1	3
29	не есть только	3	3
30	в то же	3	3
31	не в состоянии	2	2
32	что иное как	3	2
33	тех пор пока	1	2
34	только потому что	1	2
35	и до сих	1	2
36	подобно тому как	1	2
37	то и другое	1	2
38	в том и	1	2
39	в таком случае	3	2
40	сами по себе	3	2
41	в том смысле	4	2
42	сказать несколько слов	1	2
43	несколько слов об	1	2
44	из тех которые	1	2
45	в данном случае	2	2
46	не могут быть	2	2
47	так или иначе	2	2
48	все более и	1	2
49	не в том	1	2
50	это не значит	2	2
51	и в том	1	2
52	не было и	1	2
53	и как бы	1	2
54	нельзя сказать чтобы	1	2
55	равно как и	1	2
56	что и в	1	2
57	вопрос о том	1	2
58	более и более	1	2
59	тогда когда оно	2	2
60	не что иное	3	2
61	можем сказать что	1	2
62	но уже и	1	1
63	всем известно что	1	1
64	и говорить о	2	1
65	том смысле что	3	1
66	всякую мысль о	1	1
67	возможна только потому	1	1
68	да и не	1	1
69	не только о	1	1
70	так что в	1	1
71	о том как	1	1
72	со всех сторон	1	1
73	и не только	5	1
74	и во многих	1	1
75	видно что в	1	1
76	оно не есть	1	1
77	и то и	1	1
78	в виду что	2	1
79	не отличаются от	1	1
80	но и в	1	1
81	и та же	4	1
82	в этом отношении	1	1
83	того и другого	1	1
84	это показывает что	1	1
85	образ может быть	1	1
86	что в нем	2	1
87	и не может	1	1
88	точно так же	1	1
89	при всей своей	1	1
90	может быть только	2	1
91	главным образом в	1	1
92	по себе он	1	1
93	тому и другому	1	1
94	может быть и	3	1
95	в это время	1	1
96	вопрос об отношении	1	1
97	поэзия как и	1	1
98	что есть в	1	1
99	можем судить о	1	1
100	с одной стороны	1	1
101	на первый взгляд	1	1
102	в связи с	4	1
103	если она и	1	1
104	но при этом	1	1
105	это делается не	1	1
106	в разной мере	1	1
107	сказать и о	1	1
108	выходя за пределы	2	1
109	одна и та	4	1
110	с другой стороны	4	1
111	на что не	1	1
112	в свое время	1	1
113	о котором мы	1	1
114	той или другой	3	1
115	это было бы	1	1
116	и стало быть	4	1
117	есть не что	2	1
118	иметь в виду	2	1
119	заключается в том	1	1
120	в то время	3	1
121	и вместе с	1	1
122	всего того что	1	1
123	что у меня	1	1
124	поэтический образ может	1	1
125	и не могу	1	1
126	с самого начала	2	1
127	как бы ни	2	1
128	то что есть	2	1
129	нам в голову	1	1
130	он не есть	1	1
131	речь идет о	1	1
132	не менее в	1	1
133	мы говорим о	1	1
134	не выходя за	2	1
135	того как эта	1	1
136	которые могут быть	1	1
137	мы уже не	1	1
138	к тому что	1	1
139	дело не в	1	1
140	на всю жизнь	1	1
141	все эти качества	1	1
142	как же это	2	1
143	или быть может	1	1
144	так и из	1	1
145	именно в том	1	1
