N	2gram	Bakhtin_Fr_4	Analitik
1	в качестве	3	31
2	может быть	2	29
3	в том	7	27
4	не может	2	22
5	и не	16	21
6	в частности	3	19
7	и в	29	18
8	но и	9	17
9	не только	10	15
10	в этом	11	13
11	как и	12	13
12	в его	8	13
13	при этом	3	12
14	том что	3	12
15	в себе	3	11
16	то есть	21	11
17	но не	2	10
18	то же	10	9
19	в то	10	9
20	в мире	1	8
21	но в	12	8
22	в той	2	8
23	к тому	2	7
24	этого слова	1	7
25	перед лицом	2	6
26	в сущности	6	6
27	отличие от	1	6
28	в самом	1	6
29	это не	5	6
30	далеко не	5	6
31	точки зрения	4	6
32	в своей	5	6
33	в отличие	1	6
34	в основе	2	6
35	по своей	3	6
36	в себя	2	6
37	времени и	2	6
38	же время	8	6
39	только в	2	6
40	себя в	2	6
41	то что	4	6
42	прежде всего	8	6
43	в их	2	5
44	и на	11	5
45	и как	3	5
46	в целом	1	5
47	в этой	13	5
48	и его	8	5
49	о том	2	5
50	и того	1	5
51	и т.п	12	5
52	как бы	8	5
53	что в	1	5
54	того же	5	4
55	все же	3	4
56	тому же	1	4
57	с точки	2	4
58	ни в	2	4
59	так и	11	4
60	с ним	2	4
61	с другой	4	4
62	в конечном	1	4
63	того что	3	4
64	дело с	1	4
65	уже не	2	4
66	конечном счете	1	4
67	для того	3	4
68	именно в	2	4
69	в литературе	4	4
70	не более	1	4
71	как известно	2	3
72	и есть	4	3
73	место в	2	3
74	в полной	1	3
75	если в	2	3
76	в наиболее	1	3
77	и к	2	3
78	автора и	1	3
79	в нашем	4	3
80	как он	2	3
81	в нем	5	3
82	он не	3	3
83	по природе	1	3
84	в силу	1	3
85	подобно тому	3	3
86	таким образом	20	3
87	не будет	1	3
88	полной мере	1	3
89	даже в	1	3
90	в котором	2	3
91	своего рода	6	3
92	всякий раз	1	3
93	дело не	1	3
94	того чтобы	3	3
95	в таком	1	3
96	как будто	2	3
97	текста но	1	3
98	если бы	1	3
99	а также	2	3
100	к нему	3	3
101	с его	4	3
102	еще не	4	3
103	с одной	2	3
104	ни с	2	3
105	что и	1	3
106	не случайно	3	3
107	одной стороны	2	3
108	а с	1	3
109	смысла и	1	3
110	человек в	1	3
111	тому как	3	3
112	что мы	1	3
113	которая в	1	3
114	и одновременно	4	3
115	и все	13	3
116	будто бы	1	3
117	что он	4	3
118	том числе	3	3
119	отношения к	1	2
120	самом деле	1	2
121	на самом	4	2
122	также и	4	2
123	той же	3	2
124	а как	2	2
125	на место	1	2
126	и то	2	2
127	данном случае	1	2
128	то он	2	2
129	не все	1	2
130	отношение к	1	2
131	нет и	1	2
132	за пределы	1	2
133	до его	1	2
134	как к	3	2
135	с двумя	1	2
136	его к	2	2
137	в противоположность	1	2
138	то в	3	2
139	в которой	4	2
140	природе своей	1	2
141	все эти	9	2
142	бы не	2	2
143	думать что	1	2
144	рассказ о	1	2
145	и до	5	2
146	на его	2	2
147	одному из	2	2
148	смертью в	1	2
149	и по	5	2
150	на этом	2	2
151	или иных	1	2
152	и с	9	2
153	из них	6	2
154	вовсе не	9	2
155	так как	7	2
156	такой же	3	2
157	одного и	1	2
158	для него	1	2
159	не должен	1	2
160	не столько	2	2
161	только для	4	2
162	которые в	1	2
163	в эпизоде	2	2
164	никогда не	2	2
165	потому что	1	2
166	же самое	1	2
167	как мы	10	2
168	роль в	3	2
169	и о	5	2
170	быть может	2	2
171	здесь не	3	2
172	и сам	3	2
173	особенно в	3	2
174	еще в	1	2
175	но к	1	2
176	и та	1	2
177	все прочие	1	2
178	можно сказать	1	2
179	романа в	1	2
180	один из	4	2
181	текст в	1	2
182	при помощи	1	2
183	его и	2	2
184	в новом	2	2
185	выступает в	1	2
186	каждый из	1	2
187	этом отношении	1	2
188	со стороны	2	2
189	соответствии с	2	2
190	что из	2	2
191	мира в	1	2
192	на фоне	1	2
193	и потому	1	2
194	как от	1	2
195	в данном	1	2
196	она есть	1	2
197	и тогда	1	2
198	тех или	1	2
199	это как	1	2
200	на роль	1	2
201	нет ничего	2	2
202	другой стороны	3	2
203	культуры в	1	2
204	себя как	1	1
205	человека и	1	1
206	с кем	1	1
207	смысле слова	1	1
208	и должны	1	1
209	этого мира	1	1
210	по преимуществу	3	1
211	в какой-то	1	1
212	все те	2	1
213	должна быть	1	1
214	видеть в	1	1
215	в году	3	1
216	мы уже	10	1
217	значимости и	1	1
218	мы не	1	1
219	со смертью	1	1
220	он как	1	1
221	равно как	1	1
222	себя свою	1	1
223	принадлежит к	1	1
224	не вполне	1	1
225	которое не	2	1
226	в ней	3	1
227	свою очередь	1	1
228	над ним	1	1
229	литературы и	1	1
230	на нем	2	1
231	по этому	1	1
232	он был	2	1
233	он сам	1	1
234	в различных	2	1
235	в чем	3	1
236	характер он	2	1
237	что люди	1	1
238	в ее	3	1
239	и всего	1	1
240	но как	3	1
241	всех участников	1	1
242	смыслу и	1	1
243	связи и	2	1
244	же деле	2	1
245	вследствие чего	2	1
246	первый взгляд	1	1
247	независимо от	1	1
248	его на	1	1
249	как в	2	1
250	это единство	1	1
251	будто не	1	1
252	есть в	2	1
253	и наконец	2	1
254	более или	3	1
255	не приходится	1	1
256	что самая	1	1
257	что это	5	1
258	он в	1	1
259	и тот	2	1
260	но его	1	1
261	только один	1	1
262	этот процесс	6	1
263	равно и	1	1
264	этот эпизод	1	1
265	всех этих	3	1
266	не значит	1	1
267	в виде	1	1
268	не как	1	1
269	и убеждения	1	1
270	не бывает	1	1
271	в основу	2	1
272	но все	1	1
273	которые уже	1	1
274	здесь мы	1	1
275	а затем	3	1
276	что все	1	1
277	же не	2	1
278	ей в	1	1
279	том случае	1	1
280	неожиданным и	1	1
281	была в	1	1
282	его в	9	1
283	которого не	1	1
284	с вопросом	1	1
285	в них	7	1
286	он и	5	1
287	остается в	1	1
288	и становится	1	1
289	или менее	3	1
290	в этих	2	1
291	во время	10	1
292	и при	2	1
293	и ее	1	1
294	том же	2	1
295	в отношении	1	1
296	и пошел	1	1
297	то его	1	1
298	бы мы	1	1
299	времени не	1	1
300	но он	6	1
301	их в	2	1
302	раз и	1	1
303	ему как	1	1
304	по мере	1	1
305	между людьми	1	1
306	все пять	1	1
307	в обоих	1	1
308	на него	1	1
309	которого и	1	1
310	в самых	1	1
311	из этой	1	1
312	на котором	2	1
313	о природе	2	1
314	ничего не	1	1
315	ему было	1	1
316	из древнейших	1	1
317	эпизода с	1	1
318	во всем	1	1
319	ему и	1	1
320	но это	4	1
321	одежду и	1	1
322	на известную	1	1
323	мы встречаем	1	1
324	одно и	1	1
325	это также	1	1
326	числе и	2	1
327	утверждать что	1	1
328	на это	1	1
329	говорит о	1	1
330	и был	1	1
331	при анализе	1	1
332	ни даже	1	1
333	в виду	2	1
334	и сами	1	1
335	людей в	1	1
336	как по	1	1
337	уже с	1	1
338	на том	1	1
339	те же	1	1
340	в последующих	1	1
341	в отдельных	1	1
342	и всякого	1	1
343	собой и	1	1
344	не случайна	1	1
345	в разных	3	1
346	в прошлое	1	1
347	образом в	3	1
348	эпизод в	1	1
349	быть ни	1	1
350	и должно	1	1
351	в самой	1	1
352	для своей	2	1
353	акта в	1	1
354	это вполне	1	1
355	чего она	1	1
356	но мы	2	1
357	и что	1	1
358	таков наш	1	1
359	как было	1	1
360	это была	1	1
361	и во	1	1
362	авторов в	1	1
363	на отдельные	1	1
364	его смысла	1	1
365	относительна и	1	1
366	эти два	1	1
367	которая и	1	1
368	на какие-то	1	1
369	в ту	2	1
370	слов и	3	1
371	все время	3	1
372	вплоть до	1	1
373	играли в	2	1
374	в него	1	1
375	в современной	1	1
376	тех пор	1	1
377	быть и	1	1
378	оно и	1	1
379	тот же	3	1
380	мы увидим	2	1
381	а тем	1	1
382	друг друга	2	1
383	как нечто	1	1
384	входит в	1	1
385	к отцу	1	1
386	этих слов	1	1
387	что ж	1	1
388	все они	5	1
389	для всех	1	1
390	связи с	2	1
391	также имеет	1	1
392	эпизод с	2	1
393	в итоге	1	1
394	ведь если	1	1
395	мнимой смертью	1	1
396	или даже	1	1
397	к своим	1	1
398	метафор например	1	1
399	как их	1	1
400	мы находим	1	1
401	в одном	1	1
402	второй части	1	1
403	рода которые	1	1
404	у него	5	1
405	и рождается	1	1
406	как раз	2	1
407	тут же	1	1
408	само собой	1	1
409	целом с	1	1
410	понимая под	1	1
411	только на	1	1
412	в особенности	2	1
413	и даже	3	1
414	до сих	1	1
415	всей своей	1	1
416	здесь в	6	1
417	места из	1	1
418	не враждебна	1	1
419	один и	2	1
420	и др	4	1
421	нового времени	2	1
422	в соответствии	1	1
423	превращается в	3	1
424	аспекта одного	1	1
425	и опять	1	1
426	о чем	2	1
427	когда же	2	1
428	речи и	1	1
429	в связи	1	1
