N	3gram	Voloshinov_1	formyVre
1	и того же	1	5
2	одного и того	1	5
3	в связи с	1	5
4	для того чтобы	1	5
5	до сих пор	3	3
6	в этом отношении	1	3
7	может быть только	1	3
8	не может быть	3	3
9	одних и тех	1	2
10	в чем не	3	2
11	дело в том	1	2
12	же как и	1	2
13	с точки зрения	6	2
14	друг на друга	2	2
15	ни в чем	3	2
16	вместе с тем	1	2
17	и тех же	1	2
18	же что и	1	2
19	так же как	2	2
20	с одной стороны	1	2
21	по сравнению с	3	2
22	в его целом	2	2
23	все то что	2	2
24	в нем нет	2	2
25	связи с этим	1	2
26	с самого начала	4	2
27	со всеми его	1	2
28	и прежде всего	1	2
29	той или иной	1	2
30	в том что	1	2
31	и может быть	2	1
32	теперь мы должны	1	1
33	его жизни в	1	1
34	прежде всего на	1	1
35	последующей жизни но	1	1
36	вообще не может	1	1
37	тех же элементов	1	1
38	имеем в виду	1	1
39	в самом деле	2	1
40	и на своей	1	1
41	во всем мире	1	1
42	во всей последующей	1	1
43	из одних и	1	1
44	на первый план	1	1
45	совершенно так же	1	1
46	не подлежит конечно	1	1
47	со всех сторон	1	1
48	с его специфической	1	1
49	остановимся прежде всего	1	1
50	так как он	1	1
51	все снова и	1	1
52	и со всеми	1	1
53	как мы сказали	1	1
54	поэтому и не	1	1
55	в данном случае	1	1
56	таким образом и	1	1
57	в себя и	1	1
58	так и в	1	1
59	то что можно	1	1
60	и в этом	2	1
61	не могут быть	2	1
62	в этот момент	1	1
63	в разных местах	1	1
64	но вместе с	1	1
65	во всяком случае	3	1
66	в этом и	1	1
67	выражение той же	1	1
68	жизнь с ее	1	1
69	те же что	1	1
70	наиболее резкое и	1	1
71	из того же	1	1
72	о том что	2	1
73	но отнюдь не	2	1
74	не оставляет никаких	1	1
75	или во всяком	1	1
76	мы имеем в	1	1
77	и ту же	1	1
78	в философии и	1	1
79	друг с другом	1	1
80	мы уже знаем	1	1
81	снова и снова	1	1
82	во всех его	2	1
83	в высшей степени	1	1
84	ни внешнего ни	1	1
85	одну и ту	1	1
86	мы еще не	1	1
87	внешнего ни внутреннего	1	1
