N	2gram	Bakhtin_Fr_8	Hudozhes
1	в мире	2	23
2	в качестве	4	19
3	то есть	24	18
4	состоит в	1	16
5	и не	9	16
6	не только	8	15
7	и в	56	15
8	в том	13	15
9	может быть	3	13
10	в частности	7	13
11	при этом	4	12
12	и его	12	12
13	а в	2	12
14	но не	5	11
15	в этом	14	11
16	в себе	4	11
17	то же	11	10
18	по отношению	1	10
19	как бы	11	10
20	так и	13	10
21	а не	2	10
22	отношению к	1	10
23	но и	9	10
24	точки зрения	6	9
25	в его	18	9
26	своего рода	5	8
27	себя в	1	8
28	отличие от	1	7
29	но в	6	7
30	в отличие	1	7
31	в то	12	7
32	или иной	1	7
33	с другой	2	7
34	с его	5	6
35	том что	8	6
36	не в	3	6
37	в основе	4	6
38	же время	10	6
39	по своей	4	6
40	в ее	6	6
41	не может	2	6
42	что в	5	6
43	в их	3	5
44	более или	2	5
45	в самом	9	5
46	то что	3	5
47	ни в	2	5
48	могут быть	1	5
49	той или	2	5
50	с ее	5	5
51	картина мира	2	5
52	можно сказать	2	5
53	а также	3	5
54	того что	1	5
55	и одновременно	1	5
56	только в	9	5
57	уже не	3	5
58	и т.п	11	5
59	между ними	2	5
60	другой стороны	2	5
61	или менее	2	5
62	в нем	8	5
63	и то	2	4
64	место в	1	4
65	еще не	10	4
66	как к	2	4
67	хотя и	2	4
68	и как	2	4
69	он не	5	4
70	без исключения	1	4
71	в другом	3	4
72	и тем	1	4
73	в слове	2	4
74	в этих	11	4
75	в своей	2	4
76	и т.д	3	4
77	между тем	3	4
78	в форме	3	4
79	во времени	1	4
80	для него	2	4
81	к которому	3	4
82	прежде всего	6	4
83	а на	2	4
84	не знает	1	4
85	например в	4	4
86	к тому	1	4
87	сказать что	3	4
88	речи и	3	4
89	того же	1	3
90	перед лицом	1	3
91	всех и	1	3
92	и ее	4	3
93	в виду	1	3
94	как правило	1	3
95	и к	4	3
96	в которой	4	3
97	не следует	1	3
98	картины мира	2	3
99	лишь в	1	3
100	его в	2	3
101	это не	2	3
102	этом смысле	1	3
103	как и	5	3
104	одного и	1	3
105	с точки	2	3
106	но он	3	3
107	их в	4	3
108	автора и	1	3
109	в отношении	5	3
110	в структуре	1	3
111	как раз	2	3
112	потому что	6	3
113	имеет место	1	3
114	в пределах	5	3
115	так в	1	3
116	мог бы	1	3
117	к его	3	3
118	если бы	2	3
119	и внешней	1	3
120	и что	1	3
121	что он	2	3
122	к нему	2	3
123	во всей	2	3
124	или иным	1	3
125	в области	5	3
126	далеко не	2	3
127	не на	3	3
128	по своему	8	3
129	в данном	2	3
130	в той	6	3
131	в точке	2	3
132	и для	2	3
133	таким образом	17	3
134	человека и	2	2
135	и это	1	2
136	идет о	1	2
137	по преимуществу	2	2
138	в году	3	2
139	на свою	1	2
140	и на	7	2
141	в чем	1	2
142	чем это	1	2
143	в комедии	1	2
144	за пределы	4	2
145	еще один	2	2
146	в своем	3	2
147	это тоже	1	2
148	в себя	1	2
149	образом и	3	2
150	все эти	15	2
151	в нашем	2	2
152	в этой	6	2
153	с их	2	2
154	но на	1	2
155	всей его	1	2
156	не как	2	2
157	встречаются в	1	2
158	ни был	1	2
159	времени и	4	2
160	времени в	3	2
161	дома и	1	2
162	в них	11	2
163	тарасе бульбе	4	2
164	несмотря на	2	2
165	с другими	1	2
166	и некоторые	2	2
167	известной степени	1	2
168	даль и	1	2
169	к такой	1	2
170	и более	4	2
171	до известной	1	2
172	вовсе не	6	2
173	даже в	4	2
174	тому что	1	2
175	дело не	2	2
176	одна из	4	2
177	и притом	1	2
178	личности к	1	2
179	слова как	1	2
180	языка в	2	2
181	числе и	2	2
182	и о	3	2
183	того чтобы	4	2
184	здесь не	1	2
185	тем или	1	2
186	роль в	5	2
187	и сам	2	2
188	о том	4	2
189	при котором	1	2
190	в значительной	2	2
191	на всех	1	2
192	другого в	1	2
193	именно в	1	2
194	а именно	1	2
195	в литературе	3	2
196	с одной	4	2
197	и др	8	2
198	или даже	1	2
199	одно из	1	2
200	никто не	1	2
201	слова в	1	2
202	и прежде	1	2
203	в одном	2	2
204	в пространстве	1	2
205	у него	7	2
206	для того	2	2
207	на почве	1	2
208	а с	1	2
209	нового времени	2	2
210	превращается в	1	2
211	одной стороны	2	2
212	мира в	1	2
213	в тарасе	4	2
214	о себе	2	2
215	начиная с	2	2
216	так же	2	2
217	и особенно	1	2
218	и потому	4	2
219	как в	1	2
220	из которых	2	2
221	к своему	1	2
222	границ между	2	2
223	для понимания	2	2
224	в контексте	1	2
225	с иными	1	2
226	во всех	8	2
227	для такого	1	2
228	речь идет	1	2
229	мира и	2	2
230	тем более	1	2
231	с ним	2	2
232	одной из	3	2
233	в романе	21	2
234	от всех	2	2
235	культуры в	2	2
236	из этого	1	2
237	том числе	3	2
238	о покупке	1	1
239	этого в	1	1
240	говоря о	1	1
241	лишь ее	1	1
242	также и	2	1
243	других языков	4	1
244	чтобы не	1	1
245	начинается с	1	1
246	между всеми	1	1
247	это игра	2	1
248	самих событий	1	1
249	характерное для	1	1
250	и чрезвычайно	2	1
251	можно лишь	1	1
252	др в	2	1
253	вещей в	1	1
254	действительности и	2	1
255	сливается с	1	1
256	той же	6	1
257	и себя	1	1
258	не во	1	1
259	наиболее глубокий	1	1
260	из своих	1	1
261	со смертью	1	1
262	мира выступает	1	1
263	в сущности	8	1
264	в полной	1	1
265	и со	1	1
266	хомы брута	1	1
267	никогда не	5	1
268	как впрочем	1	1
269	пребывания в	1	1
270	момент в	2	1
271	собой в	1	1
272	на них	3	1
273	между собой	1	1
274	время в	3	1
275	бы то	2	1
276	что его	1	1
277	и мира	1	1
278	одном и	1	1
279	для других	1	1
280	с совершенно	1	1
281	с собою	1	1
282	себе и	2	1
283	хранится в	1	1
284	что они	2	1
285	это мир	2	1
286	образ это	1	1
287	в центре	2	1
288	с некоторыми	2	1
289	родного дома	1	1
290	перед нами	3	1
291	глубже чем	1	1
292	что по	1	1
293	тем же	1	1
294	самом начале	1	1
295	только то	1	1
296	фольклора и	1	1
297	шире и	1	1
298	в груди	2	1
299	перестанет быть	1	1
300	и способность	1	1
301	бы и	2	1
302	что это	4	1
303	всего романа	1	1
304	за это	2	1
305	не забвение	1	1
306	из этих	1	1
307	в известном	2	1
308	это тот	1	1
309	говорит не	1	1
310	во многих	1	1
311	что одна	2	1
312	жизнью и	1	1
313	на его	6	1
314	что она	2	1
315	к миру	1	1
316	все это	8	1
317	в реальной	1	1
318	ключ к	1	1
319	первой части	3	1
320	в узком	2	1
321	к одному	1	1
322	свое время	1	1
323	подобно тому	1	1
324	но самое	1	1
325	не бывает	1	1
326	то ни	2	1
327	а затем	1	1
328	что все	4	1
329	деталей в	1	1
330	в совершенно	4	1
331	глубокий и	1	1
332	а как	1	1
333	художественный образ	1	1
334	это было	1	1
335	его личности	1	1
336	и иных	1	1
337	было бы	2	1
338	и дает	1	1
339	войны и	1	1
340	по этому	1	1
341	нет в	1	1
342	рядом с	3	1
343	мира где	1	1
344	речь о	1	1
345	он и	2	1
346	и страшно	1	1
347	как целого	1	1
348	обратимся к	1	1
349	исчезает и	1	1
350	вещами и	3	1
351	хвалы или	1	1
352	являются наиболее	1	1
353	читателей это	1	1
354	лежат в	1	1
355	в котором	2	1
356	однако этот	1	1
357	с политической	1	1
358	в условиях	5	1
359	значение для	1	1
360	с папой	1	1
361	этих моментов	1	1
362	но во	1	1
363	друг другу	2	1
364	разные формы	1	1
365	в прошлом	1	1
366	не могли	2	1
367	том же	1	1
368	и одной	1	1
369	между людьми	2	1
370	таких случаях	1	1
371	в таких	3	1
372	она могла	1	1
373	не имеет	1	1
374	на котором	2	1
375	в эпизоде	4	1
376	был но	1	1
377	героев и	1	1
378	в систему	3	1
379	синтаксической конструкции	1	1
