N	2gram	Losev_Prob_2	SlovoVZh
1	не может	13	16
2	может быть	18	14
3	точки зрения	2	14
4	как бы	4	13
5	и его	1	13
6	таким образом	4	12
7	и в	35	12
8	в нашем	3	11
9	и не	37	10
10	если бы	4	9
11	так как	7	9
12	прежде всего	11	8
13	сказать что	24	7
14	для нас	9	7
15	в ней	2	6
16	в том	12	6
17	только в	14	6
18	при этом	3	6
19	в нем	1	6
20	слова и	4	6
21	все время	1	6
22	должна быть	1	5
23	то же	5	5
24	в виду	8	5
25	можно сказать	6	5
26	мы ни	2	5
27	отнюдь не	5	5
28	как в	1	5
29	но в	6	5
30	и др	2	5
31	а не	10	5
32	как и	5	5
33	что мы	14	5
34	и следовательно	4	5
35	том что	19	5
36	к предмету	3	5
37	никогда не	1	5
38	хотя бы	12	5
39	то что	38	5
40	мы все	3	4
41	на самом	4	4
42	зависимости от	2	4
43	литературы и	1	4
44	к нему	2	4
45	в литературе	1	4
46	в этом	17	4
47	все же	8	4
48	в самом	5	4
49	уже не	8	4
50	не только	24	4
51	ни было	1	4
52	отношение к	1	4
53	от того	1	4
54	так и	7	4
55	с другой	6	4
56	что не	5	4
57	не в	2	4
58	его в	3	4
59	и является	3	4
60	и к	3	4
61	и на	5	4
62	здесь не	2	3
63	самом деле	4	3
64	в пределах	1	3
65	ведь и	2	3
66	ясно что	8	3
67	еще не	10	3
68	мы не	7	3
69	и вообще	16	3
70	о том	18	3
71	бы то	2	3
72	но и	16	3
73	между тем	1	3
74	только ему	1	3
75	того что	12	3
76	быть и	2	3
77	и наконец	3	3
78	и ее	2	3
79	все эти	7	3
80	только на	9	3
81	конечно не	2	3
82	в себе	5	3
83	слово в	2	3
84	да и	10	3
85	и по	3	3
86	то ни	3	3
87	и с	10	3
88	до сих	4	3
89	ни в	6	3
90	в них	2	3
91	и уже	1	3
92	так же	5	3
93	в такой	2	3
94	тем не	12	3
95	и более	5	3
96	в содержание	1	3
97	из этого	2	3
98	по себе	8	3
99	сих пор	4	3
100	не менее	13	3
101	все это	4	3
102	но для	1	3
103	и для	6	3
104	бы мы	2	3
105	с ним	1	3
106	или не	2	3
107	в каком	4	3
108	значения и	11	2
109	как не	1	2
110	и то	10	2
111	как это	1	2
112	опираясь на	1	2
113	но тем	1	2
114	и самое	1	2
115	едва ли	9	2
116	вещи и	2	2
117	и значение	4	2
118	мы имеем	1	2
119	мы в	3	2
120	совпадает с	2	2
121	и здесь	4	2
122	и та	1	2
123	настоящее время	16	2
124	с его	1	2
125	но мы	3	2
126	и что	13	2
127	между собой	5	2
128	как форма	1	2
129	формы то	1	2
130	тем как	1	2
131	данном случае	5	2
132	в данном	10	2
133	которые мы	3	2
134	в его	7	2
135	что и	2	2
136	в психике	1	2
137	относится к	6	2
138	нашего сознания	2	2
139	независимо от	2	2
140	поскольку они	1	2
141	в своем	4	2
142	кроме того	5	2
143	как уже	1	2
144	дело с	1	2
145	в какой	1	2
146	словом и	1	2
147	и потому	1	2
148	что слово	3	2
149	и так	1	2
150	в настоящее	16	2
151	бы не	3	2
152	с одной	5	2
153	уже в	3	2
154	и те	1	2
155	имеем в	2	2
156	он не	2	2
157	ни анализировали	1	2
158	перестает быть	3	2
159	не так	2	2
160	эта последняя	2	2
161	содержания и	5	2
162	в корне	2	2
163	допустим что	2	2
164	в зависимости	2	2
165	к ним	1	2
166	мы можем	6	2
167	но что	1	2
168	но все	2	2
169	с другими	5	2
170	это не	1	2
171	как же	4	2
172	оно не	3	2
173	себя и	1	2
174	определить его	1	2
175	одной стороны	5	2
176	до конца	1	2
177	другой стороны	5	2
178	была бы	1	2
179	в момент	1	2
180	нет ничего	2	2
181	ни на	1	2
182	вместе с	2	2
183	в отношении	4	2
184	к его	1	2
185	но не	4	2
186	общего с	2	2
187	место в	1	2
188	быть только	3	2
189	речи в	1	2
190	она не	3	2
191	еще раз	1	2
192	является для	2	2
193	в условиях	2	2
194	такой же	1	2
195	тогда когда	3	2
196	в то	6	2
197	и притом	3	2
198	на него	2	2
199	ясность и	2	2
200	ничего не	10	2
201	но отнюдь	1	2
202	этих двух	1	2
203	и все	5	2
204	но зато	2	2
205	все они	1	2
206	в этих	4	2
207	но это	6	2
208	стороны и	4	2
209	но этот	1	2
210	содержанию и	1	2
211	и вполне	4	2
212	как только	3	2
213	же самое	6	2
214	на это	2	2
215	что в	11	2
216	как на	2	2
217	бы даже	1	2
218	не есть	33	2
219	к этому	1	2
220	если же	3	2
221	же нам	1	1
222	и это	5	1
223	наконец из	1	1
224	человеческая речь	5	1
225	ни его	1	1
226	ту же	1	1
227	же как	1	1
228	как мы	5	1
229	и о	4	1
230	чтобы не	2	1
231	с ее	1	1
232	мы здесь	3	1
233	сам по	1	1
234	совершенно ясно	1	1
235	и ясность	1	1
236	это и	3	1
237	характер и	1	1
238	нам кажется	2	1
239	тем же	1	1
240	из трех	2	1
241	с первого	1	1
242	только то	3	1
243	с самого	3	1
244	то время	1	1
245	по преимуществу	2	1
246	идет речь	2	1
247	целого которое	1	1
248	не имеют	1	1
249	однако эта	1	1
250	случае оно	1	1
251	и больше	1	1
252	с таким	1	1
253	слово есть	1	1
254	можно было	5	1
255	обойтись без	3	1
256	мы уже	3	1
257	а уж	1	1
258	употребляются в	1	1
259	это только	3	1
260	структуру но	1	1
261	я знаю	1	1
262	является в	2	1
263	единство и	1	1
264	является уже	1	1
265	и всякого	1	1
266	на что	1	1
267	для этого	3	1
268	к другу	2	1
269	же определения	1	1
270	не отвечает	1	1
271	не вполне	4	1
272	на себя	1	1
273	и такой	1	1
274	мы теряем	1	1
275	то она	1	1
276	конечно уже	1	1
277	сводится к	2	1
278	для одной	1	1
279	но то	1	1
280	является поэтому	1	1
281	в порядке	1	1
282	общения в	1	1
283	с большим	1	1
284	нашем случае	1	1
285	слово не	1	1
286	к общему	1	1
287	определенным образом	2	1
288	и являются	1	1
289	на какой-нибудь	1	1
290	но при	2	1
291	что каждый	2	1
292	не нужно	3	1
293	на них	1	1
294	не вводя	1	1
295	и который	1	1
296	столь же	1	1
297	в значительной	3	1
298	общем гораздо	1	1
299	так если	1	1
300	ли кто-нибудь	2	1
301	мы понимаем	1	1
302	во всех	2	1
303	и во	1	1
304	то мы	1	1
305	не требует	2	1
306	друг к	2	1
307	то в	1	1
308	от его	2	1
309	у которой	1	1
310	было говорить	4	1
311	самый принцип	1	1
312	важный для	1	1
313	к которой	1	1
314	творчестве и	1	1
315	в общем	4	1
316	но ту	1	1
317	себе и	2	1
318	крайней мере	6	1
319	и можно	3	1
320	что они	3	1
321	именно в	1	1
322	сама по	4	1
323	уже во	1	1
324	в теории	1	1
325	слов и	1	1
326	каких бы	1	1
327	и уж	5	1
328	и она	1	1
329	или может	2	1
330	в слово	1	1
331	если она	1	1
332	опирается на	1	1
333	что именно	1	1
334	она определяет	1	1
335	что здесь	1	1
336	предметы и	2	1
337	которое было	1	1
338	перед нами	2	1
339	виду и	1	1
340	здесь вовсе	1	1
341	хотя и	3	1
342	тот же	4	1
343	ли он	3	1
344	более или	4	1
345	как нечто	2	1
346	о самом	1	1
347	чего же	2	1
348	не имеющих	2	1
349	оторвано от	2	1
350	близкого к	2	1
351	отношение как	1	1
352	тому как	3	1
353	смыслу в	1	1
354	отношения между	1	1
355	что нам	1	1
356	что это	1	1
357	всего современного	1	1
358	в целом	3	1
359	формы в	1	1
360	большим трудом	1	1
361	это же	1	1
362	если мы	9	1
363	очень важным	1	1
364	не то	2	1
365	думать что	1	1
366	его смыслу	2	1
367	что совсем	1	1
368	есть в	4	1
369	им в	1	1
370	бы только	1	1
371	не можем	4	1
372	так можно	1	1
373	во многих	2	1
374	нами и	1	1
375	получилось бы	1	1
376	значение и	8	1
377	в виде	6	1
378	что она	4	1
379	или даже	3	1
380	при помощи	8	1
381	на одну	1	1
382	себе в	2	1
383	и их	3	1
384	всяком случае	10	1
385	ведь это	2	1
386	пор мы	2	1
387	в одном	1	1
388	в пространстве	1	1
389	вовсе не	37	1
390	может претендовать	1	1
391	ничего общего	3	1
392	друг друга	1	1
393	какой бы	1	1
394	речь и	1	1
395	подобно тому	2	1
396	на этом	1	1
397	имеется такой	1	1
398	те три	1	1
399	каждый элемент	2	1
400	самом же	1	1
401	что является	1	1
402	само собой	1	1
403	даже и	18	1
404	оно является	2	1
405	здесь мы	3	1
406	и только	4	1
407	что все	6	1
408	же деле	1	1
409	они должны	1	1
410	сознание и	2	1
411	в другом	1	1
412	без того	2	1
413	мы это	2	1
414	входя в	1	1
