N	3gram	Medvedev_V_1	Formalny
1	то же время	5	8
2	в то же	5	8
3	и т д	14	8
4	более или менее	6	6
5	до сих пор	1	6
6	в свою очередь	1	6
7	не может быть	8	5
8	по отношению к	7	4
9	одной стороны и	2	4
10	с одной стороны	2	4
11	во всяком случае	1	4
12	и т п	9	4
13	по аналогии с	1	3
14	может быть и	1	3
15	элемент художественного произведения	1	3
16	нет и не	1	2
17	произведения и его	1	2
18	художественного произведения и	1	2
19	и не может	2	2
20	как и все	1	2
21	в художественное произведение	1	2
22	в зависимости от	5	2
23	сами по себе	1	2
24	в этом процессе	2	2
25	как если бы	1	2
26	громадное значение для	1	2
27	в применении к	1	2
28	мы полагаем что	1	2
29	в том чтобы	2	2
30	но в то	1	2
31	главным образом на	1	2
32	в связи с	3	2
33	того или иного	1	2
34	и в их	1	2
35	не только не	2	2
36	в художественном произведении	4	2
37	сама по себе	1	2
38	и не должна	1	1
39	это то что	1	1
40	в чем же	2	1
41	ничего общего с	1	1
42	что перед нами	1	1
43	как один из	1	1
44	не говоря уже	1	1
45	и может быть	1	1
46	структуры в единстве	1	1
47	в этом смысле	1	1
48	а не по	1	1
49	же как и	1	1
50	не может не	2	1
51	и во всех	1	1
52	тот или иной	1	1
53	говоря уже о	1	1
54	художественной структуры в	1	1
55	хотя бы и	5	1
56	а порою и	1	1
57	в том что	5	1
58	но и в	1	1
59	в этом отношении	13	1
60	и подобных им	2	1
61	художественного произведения не	1	1
62	том числе и	2	1
63	в противном случае	2	1
64	со всех сторон	1	1
65	с этой точки	1	1
66	вместе с тем	3	1
67	специальных проблем и	1	1
68	сложные задачи и	1	1
69	в его своеобразии	1	1
70	в целом и	1	1
71	мы видим что	1	1
72	в своем творчестве	3	1
73	т е в	2	1
74	в данном случае	1	1
75	этих и подобных	2	1
76	ни к какому	1	1
77	действительности и ее	2	1
78	и в то	3	1
79	по сравнению с	1	1
80	бытием и в	1	1
81	т е объединения	1	1
82	так или иначе	1	1
83	во взглядах на	1	1
84	так и от	2	1
85	бы в основных	1	1
86	в точном смысле	2	1
87	и речи о	1	1
88	в новое время	1	1
89	с другой стороны	8	1
90	так же как	1	1
91	в художественном образе	1	1
92	все то что	1	1
93	именно в том	1	1
94	время никогда не	1	1
95	этой точки зрения	2	1
96	между этими двумя	1	1
97	же время никогда	1	1
98	от того что	2	1
99	отношении что они	1	1
100	художественный замысел как	1	1
101	та или иная	1	1
102	хотя бы в	3	1
103	художников и в	1	1
104	таким образом не	3	1
105	и непосредственно как	1	1
106	в том отношении	2	1
107	том отношении что	2	1
108	отдельных его элементах	1	1
109	но даже и	1	1
110	как мы знаем	1	1
111	романа т е	1	1
112	в процессе художественного	3	1
113	в том числе	2	1
114	к тому что	3	1
115	в следующих словах	1	1
116	всего может быть	1	1
117	эстетики и психологии	1	1
118	художественного произведения этот	1	1
119	в последнем счете	1	1
120	все это не	1	1
121	не в этом	1	1
122	что он в	1	1
123	искусства не могло	1	1
