N	3gram	Trubetskoy_1	StatiiOP
1	в том что	3	16
2	о том что	4	11
3	в этом отношении	2	9
4	до сих пор	5	5
5	вместе с тем	8	5
6	для того чтобы	5	5
7	после того как	1	4
8	тот факт что	1	4
9	в одном из	1	3
10	иметь в виду	1	3
11	так же как	3	3
12	с другой стороны	1	3
13	во всяком случае	6	3
14	с самого начала	2	3
15	речь идет о	1	3
16	с точки зрения	6	2
17	не смотрел на	1	2
18	но все это	2	2
19	сами по себе	1	2
20	в отличие от	1	2
21	бы то ни	2	2
22	совершенно так же	1	2
23	то ни было	2	2
24	и в этом	2	2
25	всяком случае не	3	2
26	не в том	1	2
27	то что он	2	2
28	более или менее	5	2
29	так и в	1	2
30	не только не	1	2
31	в самом деле	1	2
32	но все же	4	2
33	с тем что	1	2
34	на то что	2	2
35	не представляется возможным	1	2
36	тем не менее	3	2
37	к тому же	4	2
38	а между тем	1	1
39	что в этом	1	1
40	таким образом уже	1	1
41	и в результате	1	1
42	в прямом смысле	1	1
43	его не представляется	1	1
44	в котором он	1	1
45	в настоящее время	1	1
46	при таких условиях	1	1
47	в эту сторону	1	1
48	них как на	1	1
49	одно из таких	1	1
50	тем фактом что	1	1
51	не имеет никакого	1	1
52	в первую очередь	1	1
53	вследствие того что	1	1
54	виде в каком	1	1
55	точно так же	3	1
56	с тех пор	2	1
57	и сами по	1	1
58	в данном случае	1	1
59	в конце концов	3	1
60	был сделан в	1	1
61	мы видели выше	1	1
62	по сравнению с	2	1
63	и вместе с	4	1
64	в каком он	1	1
65	так или иначе	3	1
66	на них как	1	1
67	таким образом при	1	1
68	в связи с	3	1
69	но вместе с	2	1
70	друг к другу	1	1
71	тем что в	1	1
72	по отношению к	1	1
73	то же время	2	1
74	нет в нем	1	1
75	в то время	1	1
76	в свою очередь	1	1
77	ничего общего с	2	1
78	в народных массах	1	1
79	в связь с	1	1
80	и это слово	1	1
81	в то же	2	1
82	кого больше не	1	1
83	в том числе	5	1
84	и что он	1	1
85	таким образом в	2	1
86	надо иметь в	1	1
