N	2gram	Vygotskiy__3	VerxiiNi
1	и в	25	26
2	таким образом	17	22
3	с тем	16	18
4	в этом	14	15
5	вместе с	14	15
6	точки зрения	6	13
7	как бы	10	12
8	в том	23	11
9	из этих	4	10
10	не только	6	10
11	и с	1	10
12	может быть	13	10
13	связи с	9	9
14	в области	7	9
15	так как	12	9
16	но и	4	9
17	что в	17	9
18	но не	6	8
19	главным образом	2	8
20	и у	6	8
21	с другой	6	8
22	и не	10	8
23	как на	2	8
24	но в	1	7
25	связанные с	2	7
26	но все	2	7
27	из них	4	7
28	том что	20	7
29	потому что	6	7
30	в эпоху	1	7
31	с одной	5	7
32	то что	15	7
33	а с	3	7
34	одной стороны	5	7
35	того же	6	6
36	представление о	1	6
37	все же	6	6
38	все эти	7	6
39	в себе	2	6
40	всяком случае	4	6
41	с точки	1	6
42	в отношении	6	6
43	к тому	4	6
44	так и	5	6
45	и т.д	5	6
46	о том	5	6
47	в конце	1	6
48	что и	10	6
49	несмотря на	1	6
50	и потому	2	6
51	все это	6	6
52	мы должны	6	6
53	во всяком	4	6
54	отношение к	1	5
55	сих пор	1	5
56	и к	5	5
57	тому же	1	5
58	в силу	6	5
59	в мире	2	5
60	или менее	3	5
61	не имеет	1	5
62	того чтобы	8	5
63	никогда не	4	5
64	с другом	5	5
65	для того	7	5
66	в его	15	5
67	до сих	1	5
68	а не	1	5
69	к жизни	2	5
70	друг с	5	5
71	и для	2	5
72	так же	17	5
73	более или	1	5
74	том числе	1	5
75	в котором	3	4
76	то же	2	4
77	в течение	2	4
78	целый ряд	1	4
79	в самом	3	4
80	в этой	5	4
81	и по	5	4
82	что все	1	4
83	с другими	2	4
84	он не	4	4
85	в которых	3	4
86	в то	4	4
87	в нем	2	4
88	а в	4	4
89	числе и	1	4
90	что оно	4	4
91	и что	10	4
92	и только	2	4
93	только в	10	4
94	и вместе	2	4
95	на этот	2	4
96	ничем не	1	4
97	не может	6	4
98	из которых	5	4
99	в так	1	4
100	в смысле	4	4
101	и от	2	4
102	в этих	2	4
103	что он	6	4
104	в виде	3	4
105	же как	6	3
106	если в	3	3
107	в своем	4	3
108	когда он	3	3
109	и как	5	3
110	за собой	1	3
111	в которой	1	3
112	что это	5	3
113	так или	1	3
114	к достижению	1	3
115	при этом	5	3
116	всегда и	1	3
117	подойти к	1	3
118	и при	1	3
119	тем не	5	3
120	если бы	5	3
121	не менее	6	3
122	представляет собой	6	3
123	но по	2	3
124	уже с	1	3
125	с самого	6	3
126	ясно что	2	3
127	в значительной	1	3
128	путь к	3	3
129	того что	10	3
130	хотя бы	1	3
131	в качестве	12	3
132	так что	2	3
133	из которого	1	3
134	уже не	2	3
135	что эти	3	3
136	для него	5	3
137	в одном	2	3
138	случае не	1	3
139	и даже	1	3
140	или иначе	2	3
141	с ней	3	3
142	в связи	6	3
143	с этой	3	3
144	в результате	3	3
145	конце концов	1	3
146	отношению к	2	3
147	к этому	3	3
148	в таком	2	3
149	точно так	1	3
150	одним из	5	2
151	и это	4	2
152	смотреть на	1	2
153	мы имеем	4	2
154	так чтобы	1	2
155	принято называть	1	2
156	еще не	4	2
157	и на	6	2
158	бы то	1	2
159	с его	2	2
160	во всех	1	2
161	этого последнего	1	2
162	оно является	3	2
163	отличаются от	5	2
164	относится к	1	2
165	общего с	1	2
166	еще на	1	2
167	ни один	4	2
168	он в	1	2
169	на то	4	2
170	не как	3	2
171	и связанные	1	2
172	состоит в	3	2
173	заключает в	2	2
174	связан с	2	2
175	то ни	1	2
176	к другу	1	2
177	них не	1	2
178	в них	2	2
179	к которым	4	2
180	мы видели	6	2
181	нужно чтобы	1	2
182	но если	1	2
183	с самых	1	2
184	которые в	3	2
185	не в	6	2
186	самого начала	6	2
187	тогда когда	4	2
188	стадии развития	4	2
189	не могло	1	2
190	только не	1	2
191	и является	1	2
192	этом отношении	3	2
193	ему в	1	2
194	не потому	1	2
195	и здесь	2	2
196	начиная с	1	2
197	не могут	4	2
198	и другой	1	2
199	отличается от	3	2
200	той или	2	2
201	ничего общего	3	2
202	но при	1	2
203	приводит к	4	2
204	особенно в	1	2
205	по сравнению	4	2
206	для этого	2	2
207	в виду	1	2
