N	3gram	Potebnia_M_4	Analitik
1	не может быть	5	16
2	в том что	7	9
3	в то же	3	8
4	в том чтобы	1	7
5	то же время	3	6
6	что иное как	2	5
7	по отношению к	8	5
8	мы имеем дело	2	4
9	с точки зрения	3	4
10	и не может	1	4
11	и не в	1	4
12	но и не	1	4
13	не что иное	2	4
14	о том что	5	3
15	а не в	1	3
16	подобно тому как	2	3
17	в том числе	1	3
18	в таком случае	2	3
19	и т п	4	3
20	для того чтобы	4	3
21	с одной стороны	1	3
22	имеем дело с	1	3
23	не в том	2	3
24	есть не что	1	3
25	лишь в том	1	3
26	быть не может	1	3
27	и того же	1	2
28	могли бы быть	1	2
29	нет и не	1	2
30	и к тому	1	2
31	в том и	2	2
32	то же самое	4	2
33	сами по себе	2	2
34	но и в	1	2
35	в этом отношении	1	2
36	того и другого	1	2
37	в данном случае	2	2
38	не могут быть	2	2
39	с другой стороны	1	2
40	в свое время	1	2
41	одного и того	1	2
42	в том виде	1	1
43	не в состоянии	2	1
44	есть не более	1	1
45	тех пор пока	2	1
46	бы ни был	1	1
47	и той же	1	1
48	отношению ко всем	1	1
49	по меньшей мере	1	1
50	равно как и	2	1
51	отвечая на вопрос	1	1
52	он может быть	1	1
53	слова до тех	1	1
54	один и тот	2	1
55	о том как	1	1
56	не было и	2	1
57	же при этом	1	1
58	только в том	2	1
59	до сих пор	4	1
60	в разные времена	1	1
61	думать что это	1	1
62	том случае если	1	1
63	и в разных	1	1
64	сам по себе	4	1
65	того что мы	1	1
66	мы и сами	1	1
67	может иметь место	1	1
68	и быть может	1	1
69	в том случае	3	1
70	при этом мы	1	1
71	и та же	1	1
72	случае мы имеем	1	1
73	между тем как	2	1
74	том числе и	1	1
75	та и другая	1	1
76	виде в каком	1	1
77	по крайней мере	5	1
78	вместе с тем	3	1
79	том и состоит	1	1
80	всякое понимание есть	1	1
81	что то что	1	1
82	прибавить ни убавить	1	1
83	здесь мы имеем	1	1
84	в чем и	1	1
85	не в его	1	1
86	дело не с	1	1
87	как язык есть	1	1
88	на первый взгляд	1	1
89	в себе в	1	1
90	смысле этого слова	1	1
91	одним из первых	1	1
92	в свою очередь	1	1
93	по отношению ко	1	1
94	и как бы	2	1
95	чем и состоит	1	1
96	как нам представляется	1	1
97	во всяком случае	3	1
98	одна и та	1	1
99	что же касается	1	1
100	на что не	1	1
101	ни прибавить ни	1	1
102	том виде в	1	1
103	в той же	1	1
104	существует независимо от	1	1
105	быть может не	1	1
106	до тех пор	6	1
107	тем самым и	1	1
108	и вместе с	1	1
109	на вопрос почему	2	1
110	уже не могут	1	1
111	и в самом	1	1
112	заключенное в нем	1	1
113	он не есть	1	1
114	только тогда когда	4	1
115	тогда когда оно	2	1
116	в связи с	1	1
117	к тому что	1	1
118	без которого не	1	1
119	одной и той	1	1
120	и таким образом	3	1
121	оно и не	1	1
122	дело не в	1	1
123	или лучше сказать	1	1
124	и та и	1	1
125	в процессе его	1	1
126	как и в	1	1
127	форма в которой	1	1
128	при помощи языка	1	1
129	в том же	2	1
130	и тот же	2	1
