N	3gram	Bakhtin_Fr_5	Hudozhes
1	о том что	1	9
2	по отношению к	1	8
3	в то же	9	8
4	то же время	9	8
5	в том что	6	6
6	можно было бы	2	4
7	в самом деле	1	4
8	в следующей главе	1	3
9	в связи с	5	3
10	как и в	1	3
11	жизни и смерти	2	3
12	в предыдущей главе	1	3
13	но в то	5	3
14	в этом отношении	5	3
15	и в самом	1	3
16	с точки зрения	2	3
17	тем не менее	1	3
18	связи с этим	3	2
19	том что в	1	2
20	о том как	2	2
21	к жизни и	1	2
22	что он не	1	2
23	для всего мира	1	2
24	в значительной степени	1	2
25	в конечном счете	1	2
26	до сих пор	3	2
27	не может быть	2	2
28	не только для	2	1
29	не похожи на	1	1
30	говорили что на	1	1
31	так и в	1	1
32	в одной из	2	1
33	друг с другом	2	1
34	в ней есть	1	1
35	в частности к	1	1
36	мы уже говорили	2	1
37	в это время	1	1
38	а также и	4	1
39	и в то	1	1
40	нас в том	1	1
41	в своей жизни	1	1
42	в себя и	1	1
43	это были две	1	1
44	не было ни	1	1
45	здесь не в	3	1
46	ничего общего с	1	1
47	и та же	1	1
48	здесь нет и	1	1
49	же как и	2	1
50	на самом деле	4	1
51	сих пор еще	2	1
52	в отличие от	2	1
53	так и ее	1	1
54	том как он	1	1
55	на самом же	1	1
56	одна и та	1	1
57	то же самое	2	1
58	в стороне от	1	1
59	в данном случае	2	1
60	самом же деле	1	1
61	как бы в	2	1
62	дело здесь не	2	1
63	друг от друга	1	1
64	как и все	1	1
65	лицо его было	1	1
66	до известной степени	4	1
67	в нем не	3	1
68	напоминает нам о	2	1
69	и что в	1	1
70	в свою очередь	1	1
71	прежде всего его	1	1
72	потому что он	3	1
73	по своему содержанию	1	1
