N	3gram	Potebnia_M_2	Myshleni
1	для того чтобы	2	18
2	в этом случае	1	14
3	в том что	7	13
4	по сравнению с	1	7
5	с самого начала	2	7
6	с одной стороны	3	5
7	с этой точки	1	4
8	вместе с тем	1	4
9	не может быть	2	4
10	о том что	1	4
11	и тем самым	1	4
12	на то что	3	4
13	только потому что	2	3
14	состоит в том	1	3
15	одной стороны и	1	3
16	в наших глазах	1	3
17	до сих пор	4	3
18	в собственном смысле	1	3
19	то и другое	4	3
20	одно и то	2	3
21	мы не можем	3	3
22	смысле этого слова	3	3
23	и то же	2	3
24	тем не менее	5	3
25	во втором случае	1	3
26	как и в	1	3
27	не можем не	1	2
28	лишь в той	1	2
29	одной и той	1	2
30	и той же	1	2
31	на самом деле	2	2
32	том что он	1	2
33	в отличие от	1	2
34	из того что	1	2
35	в большинстве случаев	1	2
36	в той мере	1	2
37	чем перейти к	1	2
38	то время как	3	2
39	в то время	4	2
40	мере в какой	1	2
41	прежде чем перейти	1	2
42	о которых мы	1	2
43	чтобы сделать возможным	1	2
44	в свою очередь	6	2
45	того чтобы сделать	1	2
46	друг от друга	1	2
47	той мере в	1	2
48	таким образом в	2	2
49	в себе в	1	2
50	потому что как	1	1
51	и связанное с	1	1
52	не может ни	1	1
53	представим себе что	1	1
54	имеет дело с	1	1
55	в себе только	1	1
56	но только не	1	1
57	обозначаемый им предмет	1	1
58	наконец то что	1	1
59	имеет место в	1	1
60	друг другу и	1	1
61	не только о	1	1
62	выражается в слове	1	1
63	при затруднениях в	1	1
64	подобно тому как	4	1
65	в слове и	1	1
66	есть прежде всего	2	1
67	в памяти но	1	1
68	в этом смысле	2	1
69	потому что не	1	1
70	случае они не	1	1
71	ни одно из	1	1
72	только в том	1	1
73	и не может	1	1
74	должны заметить что	1	1
75	от одного к	2	1
76	сам по себе	4	1
77	от связи с	1	1
78	что и не	1	1
79	друг на друга	1	1
80	в сознании есть	1	1
81	и во всех	2	1
82	заключает в себе	4	1
83	то общее что	1	1
84	но если это	1	1
85	связанное с ним	1	1
86	до тех пор	1	1
87	что если бы	2	1
88	одном и том	1	1
89	может быть так	1	1
90	мы в этом	1	1
91	в одном случае	1	1
92	здесь как и	1	1
93	может быть не	3	1
94	в сознании слушающего	2	1
95	и том же	1	1
96	сама по себе	2	1
97	не связанных между	1	1
98	и в этом	1	1
99	то тем самым	1	1
100	во всех этих	1	1
101	на первых порах	1	1
102	того что она	1	1
103	не имеет места	1	1
104	потому что в	1	1
105	что мы не	1	1
106	с другой стороны	2	1
107	тогда когда это	1	1
108	прежде всего на	1	1
109	потому что его	2	1
110	внутренней и внешней	1	1
111	не могут быть	3	1
112	только после того	1	1
113	само по себе	2	1
114	во всяком случае	7	1
115	что у него	1	1
116	известно также что	1	1
117	на вопрос о	1	1
118	что то же	1	1
119	мы таким образом	1	1
120	в ряду других	1	1
121	от них самих	1	1
122	в сознании то	1	1
123	друг к другу	1	1
124	одного к другому	2	1
125	с таким образом	2	1
126	и то и	1	1
127	не тогда когда	1	1
128	может и не	1	1
129	то к чему	1	1
130	так и в	2	1
131	то что мы	2	1
132	могут быть названы	1	1
133	тому что она	1	1
134	видно из того	1	1
135	этой последней в	1	1
136	после того как	2	1
137	значение потому что	1	1
138	но все же	1	1
139	в то же	2	1
140	того как мы	1	1
141	тех и других	1	1
142	в слове есть	1	1
143	убедиться что это	1	1
144	мы тем самым	1	1
145	что и в	1	1
146	только тогда когда	2	1
