N	3gram	Ircho_Kome_3	Myshleni
1	с точки зрения	3	18
2	для того чтобы	6	15
3	в том что	9	15
4	с другой стороны	2	9
5	так же точно	1	9
6	с одной стороны	3	8
7	с самого начала	4	8
8	по отношению к	3	7
9	о том что	4	6
10	вместе с тем	3	5
11	по сравнению с	2	5
12	в то время	2	5
13	до сих пор	9	4
14	то время как	2	4
15	но вместе с	1	4
16	в этом отношении	2	4
17	можно сказать что	1	4
18	друг с другом	1	4
19	таким образом что	1	3
20	в силу этого	1	3
21	на то что	1	3
22	то же самое	3	3
23	в первую очередь	1	3
24	к тому что	1	3
25	в том чтобы	1	3
26	и в отношении	1	3
27	во всяком случае	3	3
28	в свою очередь	6	3
29	друг от друга	1	3
30	если бы он	3	2
31	не в состоянии	1	2
32	он должен быть	1	2
33	в какой мере	2	2
34	того чтобы показать	1	2
35	на первый план	1	2
36	в зависимости от	1	2
37	независимо от того	1	2
38	то же время	4	2
39	так как он	1	2
40	и в частности	1	2
41	есть все основания	1	2
42	в самом деле	6	2
43	речь идет о	3	2
44	в то же	4	2
45	таким образом и	1	2
46	потому что он	1	1
47	то что и	1	1
48	к этой линии	1	1
49	к этому же	1	1
50	само собой разумеется	2	1
51	одного из современных	1	1
52	сравнению с тем	1	1
53	мы можем заключить	1	1
54	в ответ на	1	1
55	в том же	1	1
56	как на ее	1	1
57	точки зрения между	1	1
58	и не может	1	1
59	и в то	1	1
60	если говорить о	1	1
61	что он не	2	1
62	в отличие от	1	1
63	наряду с этим	2	1
64	же образом как	1	1
65	хотя и не	2	1
66	том числе и	1	1
67	быть с полным	1	1
68	между тем более	1	1
69	с этой точки	1	1
70	по крайней мере	1	1
71	только для того	2	1
72	одной стороны и	1	1
73	как и вся	1	1
74	как раз в	1	1
75	в этой связи	2	1
76	и вплоть до	1	1
77	то обстоятельство что	2	1
78	едва ли не	1	1
79	в которых на	1	1
80	на этом вопросе	1	1
81	линий в развитии	1	1
82	сделать вывод что	1	1
83	в конце концов	2	1
84	ответа на вопрос	1	1
85	состоит в том	2	1
86	из современных авторов	1	1
87	и в этом	1	1
88	таким же образом	1	1
89	в одной точке	1	1
90	основных линий в	1	1
91	стремится не к	1	1
92	и в силу	1	1
93	ребенок вовсе не	1	1
94	можем заключить что	1	1
95	с полным основанием	2	1
96	вдвое по сравнению	1	1
97	действия но и	1	1
98	этой точки зрения	1	1
99	собой разумеется что	2	1
100	но об этом	1	1
101	в соответствии с	1	1
102	представляет собой в	1	1
103	речь шла о	2	1
104	и никогда не	1	1
105	в которых в	1	1
106	что у него	1	1
107	и тем более	1	1
108	в конечном счете	2	1
109	но все же	2	1
110	в том числе	1	1
111	которые их разделяют	1	1
112	и т д	1	1
113	тем не менее	3	1
114	она стремится не	1	1
115	таким образом если	1	1
