N	3gram	Medvedev_V_1	FransuaR
1	то же время	5	9
2	в то же	5	9
3	в том числе	2	4
4	после того как	1	4
5	в конце концов	2	4
6	в свою очередь	1	3
7	но в то	1	3
8	это одна из	1	3
9	все то что	1	3
10	в том что	5	3
11	по отношению к	7	2
12	более или менее	6	2
13	имеем в виду	1	2
14	и в каждой	1	2
15	о том как	3	2
16	но по существу	1	2
17	в этом отношении	13	2
18	то что в	1	2
19	том числе и	2	2
20	можно было бы	2	2
21	таким образом и	1	2
22	и есть то	1	2
23	и благодаря этому	1	2
24	и может быть	1	1
25	очень важную в	1	1
26	в чем же	2	1
27	то же самое	1	1
28	в том же	1	1
29	плоть и кровь	1	1
30	и по отношению	1	1
31	но и в	1	1
32	дошедших до нас	1	1
33	по аналогии с	1	1
34	в частности к	1	1
35	на этот вопрос	1	1
36	в этом процессе	2	1
37	со всех сторон	1	1
38	не подлежит сомнению	1	1
39	в плоть и	1	1
40	момент в процессе	1	1
41	в применении к	1	1
42	в данном случае	1	1
43	не только в	2	1
44	том же духе	1	1
45	имеет ничего общего	1	1
46	о том что	3	1
47	не только для	1	1
48	в том или	1	1
49	в связи с	3	1
50	нет никаких оснований	2	1
51	в качестве оружия	1	1
52	в системе образов	1	1
53	можно определить как	2	1
54	у него в	1	1
55	таким образом в	2	1
56	во всяком случае	1	1
57	как и все	1	1
58	в конце года	1	1
59	именно к этому	1	1
60	все эти явления	2	1
61	это и есть	3	1
62	ничего общего с	1	1
63	в одном из	3	1
64	но и для	1	1
65	к тому же	1	1
66	в этом смысле	1	1
67	по этому поводу	7	1
68	мы видим что	1	1
69	чрезвычайно разнообразны они	1	1
70	у него был	1	1
71	в последнем счете	1	1
72	том или ином	1	1
73	не в этом	1	1
74	не имеет ничего	1	1
75	и в другом	2	1
