N	2gram	Bakhtin_Pr_3	KulturaY
1	и в	53	23
2	точки зрения	4	23
3	в том	14	22
4	не только	4	17
5	в этом	8	16
6	было бы	5	16
7	с точки	2	16
8	может быть	12	14
9	в области	3	14
10	в самом	2	13
11	что в	2	13
12	не менее	3	12
13	потому что	5	12
14	для того	1	12
15	том что	5	11
16	можно было	1	11
17	в его	8	11
18	а не	11	11
19	и не	15	10
20	еще не	5	9
21	таким образом	6	9
22	тем не	2	9
23	хотя бы	2	9
24	так как	7	9
25	прежде всего	15	9
26	зависимости от	2	8
27	уже не	1	8
28	до сих	5	8
29	сих пор	5	8
30	как на	1	8
31	как это	2	7
32	в зависимости	2	7
33	все эти	9	7
34	того как	1	7
35	и что	1	7
36	с другой	2	7
37	или иной	1	7
38	слова и	3	7
39	сказать что	10	7
40	то же	6	6
41	говорить о	2	6
42	в общем	1	6
43	с помощью	1	6
44	в силу	1	6
45	только в	4	6
46	так и	6	6
47	при этом	3	6
48	и тем	2	6
49	в их	2	6
50	ничего не	6	6
51	связи с	1	6
52	не может	2	6
53	могут быть	4	6
54	о том	2	6
55	после того	1	6
56	что и	3	6
57	тот же	2	6
58	что он	4	6
59	для этого	1	6
60	также и	4	5
61	как мы	5	5
62	я не	4	5
63	независимо от	1	5
64	хотя и	4	5
65	из этих	1	5
66	как бы	14	5
67	что она	1	5
68	как и	11	5
69	не в	2	5
70	вовсе не	3	5
71	той или	1	5
72	всякого рода	3	5
73	тем что	2	5
74	далеко не	2	5
75	в связи	2	5
76	не будем	3	5
77	тем более	2	5
78	но это	3	5
79	а в	2	5
80	того же	2	4
81	в сущности	10	4
82	столь же	1	4
83	как в	7	4
84	в своем	1	4
85	целый ряд	1	4
86	в целом	1	4
87	этого слова	1	4
88	в своей	3	4
89	которые в	1	4
90	тем самым	1	4
91	в ее	3	4
92	а также	4	4
93	заключается в	1	4
94	между тем	2	4
95	один из	6	4
96	что не	1	4
97	не было	4	4
98	мы говорим	1	4
99	в той	2	4
100	то что	9	4
101	в таком	2	4
102	в слове	1	4
103	я и	1	3
104	на самом	1	3
105	это и	1	3
106	той же	5	3
107	есть не	1	3
108	мы не	4	3
109	в ней	7	3
110	время в	1	3
111	но не	5	3
112	по отношению	2	3
113	отношение к	6	3
114	что именно	2	3
115	и к	5	3
116	что это	2	3
117	тому же	2	3
118	но на	1	3
119	он не	3	3
120	и с	6	3
121	с этой	1	3
122	мы видели	2	3
123	но если	1	3
124	и более	2	3
125	в то	5	3
126	на него	1	3
127	в процессе	1	3
128	что на	1	3
129	всего этого	1	3
130	в результате	1	3
131	этого языка	1	3
132	но и	7	3
133	отметить что	2	3
134	это не	6	3
135	и действительно	1	3
136	а лишь	1	3
137	уже в	2	3
138	вопроса о	1	3
139	мы находим	2	3
140	то это	1	3
141	именно в	2	3
142	я хочу	1	3
143	xix века	1	3
144	по существу	5	3
145	там где	1	3
146	это уже	1	3
147	пор еще	2	3
148	формы и	3	3
149	мы должны	4	3
150	слово в	2	3
151	другой стороны	1	3
152	они не	3	3
153	и через	3	2
154	отношению к	1	2
155	собственном смысле	2	2
156	бы уже	1	2
157	мы имеем	1	2
158	смысле можно	1	2
159	подчеркнуть что	3	2
160	здесь не	4	2
161	в различных	1	2
162	не то	3	2
163	не все	1	2
164	отличие от	1	2
165	не просто	1	2
166	за пределы	1	2
167	что они	1	2
168	относится к	1	2
169	всю эту	1	2
170	смысле этого	2	2
171	когда он	1	2
172	более или	3	2
173	но в	5	2
174	очень много	1	2
175	он в	2	2
176	и тот	3	2
177	как он	2	2
178	так сказать	5	2
179	и самый	5	2
180	если же	1	2
181	отношений между	1	2
182	и если	3	2
183	в россии	1	2
184	состоит в	1	2
185	на этом	1	2
186	это конечно	2	2
187	что все	1	2
188	значение в	4	2
189	его в	2	2
190	на протяжении	5	2
191	с другими	3	2
192	я все	1	2
193	чем в	1	2
194	или менее	3	2
195	в этих	5	2
196	и без	3	2
197	в котором	1	2
198	в отличие	1	2
199	не как	1	2
200	мысли и	1	2
201	своего рода	3	2
202	если и	1	2
203	в таких	1	2
204	не о	2	2
205	может служить	1	2
206	оттенки в	1	2
207	это еще	2	2
208	по своему	6	2
209	и такие	1	2
210	но мы	1	2
211	самое это	1	2
212	в дальнейшем	7	2
213	убеждение в	1	2
214	здесь как	3	2
215	мог бы	1	2
216	к его	1	2
217	что дело	1	2
218	и здесь	1	2
219	внимание на	1	2
220	при котором	1	2
221	типа в	3	2
222	можно сказать	8	2
223	как они	1	2
224	эти два	2	2
225	а потому	1	2
226	и об	1	2
227	в двух	2	2
228	все они	1	2
229	именно на	1	2
230	в качестве	1	2
231	конечно не	4	2
232	что если	1	2
233	не дает	1	2
234	который как	1	2
235	в некоторых	4	2
236	перейти к	2	2
237	в особенности	2	2
238	себе представить	1	2
239	еще и	1	2
240	ни на	1	2
241	один и	1	2
242	в свете	1	2
243	о чем	1	2
244	вместе с	2	2
245	в область	1	2
246	он будет	1	2
247	в тех	1	2
248	еще раз	5	2
249	в условиях	4	2
250	все это	8	2
251	кроме того	3	2
252	к вопросу	1	2
