N	3gram	Propp_Isto_3	DiskursI
1	в данном случае	3	6
2	в том что	5	6
3	как и в	2	5
4	по отношению к	2	4
5	с одной стороны	2	4
6	не может быть	1	3
7	о том что	2	3
8	состоит в том	2	2
9	подобно тому как	1	2
10	в соответствии с	1	2
11	в этом случае	5	2
12	с точки зрения	1	2
13	и то что	2	2
14	это еще не	2	2
15	и прежде всего	1	2
16	но прежде всего	1	1
17	том что в	2	1
18	и др см	1	1
19	то что и	1	1
20	и столь же	1	1
21	время от времени	1	1
22	мы имеем дело	1	1
23	можно утверждать что	2	1
24	друг от друга	1	1
25	с другой стороны	7	1
26	об одном из	1	1
27	что он ничего	1	1
28	и это весьма	1	1
29	только то что	1	1
30	к этому я	1	1
31	но и здесь	1	1
32	случае мы имеем	1	1
33	что в них	2	1
34	с ней в	1	1
35	в такой же	1	1
36	к своему собственному	1	1
37	и должно было	1	1
38	том что и	1	1
39	во всяком случае	2	1
40	и той же	1	1
41	наводит на мысль	1	1
42	должно было происходить	1	1
43	равно как и	1	1
44	в одном из	2	1
45	прежде всего он	1	1
46	с самого начала	1	1
47	в себя и	1	1
48	но в этом	1	1
49	друг друга и	1	1
50	можно сказать что	1	1
51	мы ничего не	1	1
52	в большинстве случаев	1	1
53	в том числе	1	1
54	одной и той	1	1
55	тем не менее	5	1
