N	2gram	Vygotskiy__5	UchenyiS
1	и в	30	14
2	а не	8	10
3	не только	16	10
4	прежде всего	4	8
5	и не	6	8
6	не может	9	7
7	в этом	14	7
8	то что	37	7
9	может быть	11	6
10	в искусстве	6	6
11	то же	7	5
12	и только	3	5
13	художественное произведение	5	5
14	в художественном	1	5
15	все это	2	5
16	хотя бы	3	5
17	с другой	9	4
18	но и	6	4
19	что такое	1	4
20	в их	3	4
21	в конечном	1	4
22	в россии	1	4
23	конечном счете	1	4
24	в этой	5	4
25	конечно не	1	4
26	и то	9	3
27	это не	3	3
28	было бы	5	3
29	как и	6	3
30	для этого	9	3
31	в частности	4	3
32	в своей	4	3
33	и т.д	1	3
34	очевидно что	2	3
35	к сожалению	1	3
36	произведения искусства	2	3
37	в то	2	3
38	все же	7	3
39	но в	5	3
40	в области	1	3
41	у нас	4	3
42	другой стороны	5	3
43	для него	3	3
44	не как	3	3
45	не о	1	3
46	что все	6	2
47	крайней мере	1	2
48	же не	2	2
49	именно как	1	2
50	одним из	1	2
51	и с	2	2
52	художественного произведения	3	2
53	художественном произведении	2	2
54	материала и	5	2
55	до сих	5	2
56	а как	2	2
57	самом деле	8	2
58	должна быть	2	2
59	в некоторых	1	2
60	превращается в	1	2
61	мы не	3	2
62	о чем	4	2
63	является в	2	2
64	если бы	11	2
65	что мы	11	2
66	ничего не	2	2
67	как таковой	1	2
68	если не	1	2
69	том что	21	2
70	на первый	2	2
71	материал для	2	2
72	сводится к	5	2
73	мы и	1	2
74	нас в	1	2
75	с его	2	2
76	но не	7	2
77	думается что	3	2
78	не все	1	2
79	в его	4	2
80	по крайней	1	2
81	по существу	2	2
82	что и	3	2
83	художественной формы	3	2
84	по себе	7	2
85	конце концов	2	2
86	сих пор	5	2
87	но это	1	2
88	этом смысле	2	2
89	могли бы	4	2
90	в том	27	2
91	и для	6	2
92	что он	17	2
93	в себе	5	2
94	искусства как	4	2
95	при таком	3	2
96	формы и	3	2
97	в самом	14	2
98	между тем	1	2
99	только в	5	2
100	не в	8	2
101	и является	1	2
102	вопроса о	2	2
103	очевидно не	1	2
104	все они	1	2
105	не есть	4	2
106	этом отношении	3	2
107	произведение а	1	2
108	наконец он	1	2
109	его и	1	2
110	не могут	3	2
111	могут быть	8	2
