N	3gram	Tiupa_Hudo_2	slovoVRo
1	и т п	2	23
2	то же время	4	12
3	в то же	4	12
4	той или иной	1	9
5	с точки зрения	2	8
6	и в то	2	5
7	и т д	2	5
8	зрения на мир	1	4
9	с одной стороны	3	4
10	с другой стороны	1	4
11	к чужому слову	1	4
12	хотя бы и	2	3
13	в данном случае	2	3
14	а между тем	3	2
15	в этом случае	1	2
16	до сих пор	2	2
17	то время как	1	2
18	в первом случае	1	2
19	о том же	1	2
20	не только в	2	2
21	в то время	1	2
22	и в этом	2	2
23	а не как	1	2
24	того или иного	2	2
25	между автором и	2	2
26	к тому что	4	2
27	можно было бы	2	2
28	и в том	1	2
29	на чужое слово	1	1
30	да и в	1	1
31	дело в том	1	1
32	это было бы	1	1
33	дистанции между ними	1	1
34	мы ничего не	1	1
35	то или иное	1	1
36	бы то ни	1	1
37	в этом отношении	1	1
38	а иногда и	1	1
39	не могло быть	1	1
40	в значительной степени	1	1
41	с его установкой	1	1
42	в один ряд	1	1
43	и все его	1	1
44	а также и	1	1
45	и не было	1	1
46	так или иначе	1	1
47	и сам рассказчик	1	1
48	о себе как	1	1
49	не находя в	1	1
50	перед нами в	1	1
51	и сам он	2	1
52	и не могла	1	1
53	сознания это не	1	1
54	не может быть	3	1
55	тем не менее	3	1
56	о том что	7	1
57	но с другой	1	1
58	но сама она	1	1
59	в одном из	1	1
60	с самого начала	1	1
61	не только не	2	1
62	можно сказать что	1	1
63	и потому не	1	1
64	лежит в основе	1	1
65	у нее нет	1	1
66	при этом из	1	1
67	о нем он	1	1
68	для того чтобы	3	1
69	в том что	11	1
70	то и в	1	1
71	как и в	3	1
72	именно потому что	1	1
73	в пределах одного	1	1
