N	3gram	Vygotskiy__3	StatiiOP
1	и т д	4	21
2	в том что	11	17
3	о том что	3	11
4	для того чтобы	8	10
5	и т п	5	9
6	с точки зрения	9	8
7	можно было бы	1	8
8	до сих пор	5	7
9	в этом отношении	1	7
10	на самом деле	2	6
11	в данном случае	2	6
12	с другой стороны	5	6
13	во всяком случае	2	6
14	в самом деле	18	5
15	не может быть	1	5
16	так например в	1	4
17	того или иного	1	4
18	на то что	12	4
19	только в том	2	3
20	в применении к	1	3
21	и в этом	3	3
22	заключается в том	6	3
23	и в самом	10	3
24	но все же	1	3
25	что в этой	2	2
26	каждого из них	1	2
27	в той же	1	2
28	и то что	3	2
29	может быть и	1	2
30	как раз в	1	2
31	если бы мы	1	2
32	с одной стороны	5	2
33	в то время	2	2
34	не в том	2	2
35	мере в какой	1	2
36	то что в	2	2
37	вовсе не в	2	2
38	по этому поводу	1	2
39	речь идет о	3	2
40	в том смысле	2	2
41	дело не в	1	2
42	то все же	1	1
43	должны были бы	2	1
44	по его словам	2	1
45	а между тем	1	1
46	потому что он	1	1
47	если бы она	2	1
48	т д вот	1	1
49	указание на то	1	1
50	же мере в	1	1
51	принципиальной разницы между	1	1
52	целом ряде случаев	1	1
53	в таком виде	2	1
54	в том и	1	1
55	должен был бы	2	1
56	не так уж	1	1
57	как раз ту	1	1
58	в лучшем случае	2	1
59	в зависимости от	1	1
60	что он не	1	1
61	только то что	2	1
62	в наше время	2	1
63	обратить внимание на	1	1
64	это вовсе не	1	1
65	том смысле как	1	1
66	было бы совершенно	2	1
67	в том случае	1	1
68	ни на одну	1	1
69	но и это	1	1
70	о том как	2	1
71	той же мере	1	1
72	то время как	2	1
73	здесь нет и	1	1
74	и что в	1	1
75	тот факт что	1	1
76	и в своих	1	1
77	в прямом смысле	2	1
78	в том чтобы	1	1
79	что оба эти	1	1
80	том что как	1	1
81	а с другой	1	1
82	что в таком	1	1
83	потому что она	1	1
84	то что он	2	1
85	а вовсе не	2	1
86	и не могла	1	1
87	я не могу	2	1
88	всему тому что	1	1
89	в целом ряде	1	1
90	а на самом	1	1
91	в своем роде	2	1
92	а в том	1	1
93	сих пор не	1	1
94	в котором она	1	1
95	том смысле что	1	1
96	смысле этого слова	2	1
97	хотя бы в	1	1
98	или вернее сказать	1	1
99	но тот же	1	1
100	вы увидите что	1	1
101	та и другая	1	1
102	к тому что	2	1
103	ни в малой	2	1
104	заключается вовсе не	1	1
105	так что в	1	1
106	если бы оно	1	1
107	р и в	2	1
108	показывает что он	1	1
109	внимание на то	1	1
110	вовсе не является	1	1
111	на одну минуту	1	1
112	который присутствует в	1	1
