N	3gram	Bakhtin_Fr_1	VrazhdaK
1	то же время	1	4
2	в то же	1	4
3	в связи с	1	3
4	с точки зрения	3	2
5	как раз в	1	2
6	но в то	1	2
7	не может быть	1	2
8	в том что	6	2
9	а между тем	1	1
10	максимальном удалении от	1	1
11	на первый план	1	1
12	но для нас	1	1
13	до сих пор	4	1
14	в мировой литературе	1	1
15	и не может	1	1
16	и во многом	1	1
17	в этом отношении	3	1
18	но это не	1	1
19	в литературе и	1	1
20	речь идет не	1	1
21	в это время	2	1
22	его отношения к	1	1
23	это сама жизнь	1	1
24	но при этом	1	1
25	по нашему мнению	1	1
26	в известном смысле	1	1
27	во всяком случае	1	1
28	с другой стороны	1	1
29	как бы в	1	1
30	тем самым он	1	1
31	рыцарь печального образа	1	1
32	они как бы	1	1
33	вышел в свет	1	1
34	это не просто	1	1
