N	3gram	Propp_Morf_1	KulturaY
1	с точки зрения	2	16
2	для того чтобы	2	11
3	тем не менее	4	9
4	до сих пор	1	8
5	в том что	3	8
6	и т д	39	8
7	в этом случае	8	4
8	в том случае	1	4
9	в данном случае	1	4
10	с одной стороны	1	4
11	в связи с	8	4
12	после того как	1	4
13	на самом деле	4	3
14	и тем не	1	3
15	прежде всего следует	1	3
16	с другой стороны	4	3
17	не может быть	9	3
18	о том что	1	3
19	по отношению к	4	2
20	тем что она	1	2
21	но если это	2	2
22	в таком случае	1	2
23	совершенно ясно что	1	2
24	в первом случае	3	2
25	потому что в	1	2
26	не могут быть	2	2
27	более или менее	2	2
28	от того как	1	2
29	эти могут быть	1	2
30	дело не в	2	2
31	что и в	1	2
32	двух точек зрения	1	1
33	мы приступаем к	1	1
34	о так называемых	1	1
35	хотя и не	1	1
36	что же касается	1	1
37	в своей известной	1	1
38	это так то	1	1
39	в чем же	1	1
40	то ни стало	1	1
41	этот вопрос мы	1	1
42	а вовсе не	1	1
43	далеко не все	3	1
44	всякого ущерба для	1	1
45	при таких условиях	1	1
46	во что бы	1	1
47	здесь не место	1	1
48	нужно помнить что	1	1
49	это еще не	1	1
50	в иных случаях	2	1
51	ни в коем	1	1
52	такое изучение которое	1	1
53	для этой цели	1	1
54	наряду с этим	3	1
55	бы то ни	3	1
56	т д но	4	1
57	дело идет об	1	1
58	в собственном смысле	3	1
59	лежат в основе	1	1
60	т д другие	1	1
61	и пр на	1	1
62	должно быть поставлено	1	1
63	в наши дни	1	1
64	только такое изучение	1	1
65	может быть и	2	1
66	в научной литературе	1	1
67	в самых разнообразных	1	1
68	в коем случае	1	1
69	что бы то	1	1
70	то это не	1	1
71	в то время	3	1
72	не потому что	1	1
73	без всякого ущерба	1	1
74	с другими формами	1	1
75	на ряду с	1	1
76	если это так	2	1
77	в одном случае	1	1
78	в противном случае	1	1
79	речи т е	1	1
80	то что он	1	1
81	это не значит	2	1
82	собственном смысле слова	3	1
83	во всяком случае	2	1
84	и такой случай	1	1
85	что далеко не	1	1
86	хотя и здесь	1	1
87	не имеет ничего	1	1
88	самом деле в	1	1
89	и пр и	2	1
90	которые хотя и	1	1
91	в тех случаях	2	1
92	который может быть	1	1
93	то мы увидим	1	1
94	с тем как	1	1
95	из которых каждый	1	1
96	мы не можем	1	1
97	всего этого нет	1	1
98	в тех же	4	1
99	и независимо от	1	1
100	в результате и	1	1
101	ответить на вопрос	1	1
102	даже в тех	1	1
103	но все же	3	1
104	из ряда других	1	1
105	сюда же относится	1	1
106	мы имеем в	1	1
107	лишь после того	1	1
108	тех случаях когда	2	1
109	мы приходим к	2	1
110	к тому что	3	1
111	т е о	1	1
112	тех или иных	1	1
113	с помощью этого	1	1
114	а если мы	1	1
115	вслед за этим	1	1
116	мы увидим что	1	1
117	не имеет смысла	1	1
