N	2gram	Vygotskiy__7	DiskursI
1	в себе	9	19
2	при этом	1	17
3	в этом	29	16
4	как и	15	16
5	состоит в	3	16
6	и в	26	16
7	в качестве	5	16
8	может быть	7	16
9	и не	18	15
10	а не	6	14
11	отличие от	2	12
12	в отличие	2	12
13	в частности	1	12
14	но в	4	11
15	представляет собой	19	11
16	но и	11	11
17	не только	24	10
18	том что	17	10
19	так и	3	9
20	не может	11	9
21	как в	4	8
22	в том	18	8
23	но не	3	7
24	в данном	5	7
25	в нем	2	7
26	ни в	2	7
27	не менее	4	7
28	прежде всего	7	7
29	то же	8	6
30	еще не	4	6
31	данном случае	5	6
32	отнюдь не	1	6
33	все же	6	6
34	в своей	3	6
35	тем самым	8	6
36	по своей	10	6
37	в своих	2	6
38	в своем	1	5
39	в то	3	5
40	с другой	4	5
41	что в	12	5
42	для него	3	5
43	то что	24	5
44	а с	1	5
45	ни к	1	5
46	и то	7	4
47	по отношению	6	4
48	в этой	3	4
49	в основе	3	4
50	потому что	16	4
51	этом отношении	3	4
52	о том	4	4
53	одного из	2	4
54	с одной	5	4
55	одно из	5	4
56	в одном	1	4
57	одной стороны	5	4
58	как бы	6	4
59	не является	3	4
60	точки зрения	28	4
61	в период	2	4
62	к его	2	4
63	к этому	2	4
64	отношению к	5	4
65	также и	2	3
66	например в	1	3
67	и ее	2	3
68	столь же	2	3
69	перед нами	2	3
70	и как	1	3
71	и наконец	4	3
72	все эти	6	3
73	всей своей	1	3
74	из этих	3	3
75	он не	3	3
76	в басне	1	3
77	внутренней речи	67	3
78	и может	1	3
79	в другом	1	3
80	его в	2	3
81	это не	3	3
82	соответствии с	1	3
83	в этих	2	3
84	в котором	4	3
85	не в	4	3
86	могут быть	2	3
87	об одном	2	3
88	той или	1	3
89	мысль о	1	3
90	приводит к	4	3
91	еще в	1	3
92	в его	4	3
93	но она	1	3
94	только в	8	3
95	и его	12	3
96	из них	1	3
97	в них	1	3
98	из двух	3	3
99	или иной	1	3
100	здесь в	1	3
101	не было	1	3
102	как будто	1	3
103	иначе говоря	1	3
104	можно сказать	5	3
105	но это	3	3
106	в пределе	3	3
107	и все	1	3
108	жизни а	1	3
109	как на	6	3
110	же как	8	2
111	того же	1	2
112	и это	1	2
113	идет о	2	2
114	той же	8	2
115	место в	1	2
116	совпадает с	3	2
117	говорить о	1	2
118	в ней	3	2
119	мы имеем	1	2
120	время в	2	2
121	к которой	1	2
122	отношение к	2	2
123	из важнейших	3	2
124	оказывается не	1	2
125	стороны и	4	2
126	что как	1	2
127	дистанция между	1	2
128	отношения между	4	2
129	в целом	5	2
130	вследствие этого	1	2
131	в первую	1	2
132	не к	1	2
133	с таким	1	2
134	подобно тому	1	2
135	является не	2	2
136	заключает в	1	2
137	одно и	3	2
138	содержит в	3	2
139	и с	5	2
140	входит в	2	2
141	обоих случаях	1	2
142	должно быть	2	2
143	такой же	3	2
144	все это	3	2
145	этом случае	14	2
146	в ходе	12	2
147	переходе от	3	2
148	с точки	21	2
149	речи в	27	2
150	их в	1	2
151	в обоих	1	2
152	никогда не	4	2
153	того и	2	2
154	и другого	2	2
155	что на	2	2
156	в области	4	2
157	с их	1	2
158	для себя	24	2
159	с ее	2	2
160	но при	1	2
161	ни одно	1	2
162	здесь не	1	2
163	по сути	1	2
164	в себя	1	2
165	времени и	1	2
166	отсюда и	1	2
167	в результате	1	2
168	ситуации и	2	2
169	означает не	1	2
170	первую очередь	1	2
171	между тем	1	2
172	что и	3	2
173	другого в	1	2
174	себя с	1	2
175	к их	1	2
176	есть в	3	2
177	в большинстве	2	2
178	слова не	1	2
179	бытия и	1	2
180	момент в	3	2
181	именно в	6	2
182	с той	1	2
183	в соответствии	1	2
184	воззрения на	1	2
185	вместе с	12	2
186	о чем	4	2
187	в той	4	2
188	тому как	1	2
189	что же	2	2
190	в ряду	1	2
191	и для	5	2
192	а к	1	2
193	по природе	2	2
194	ключом к	2	2
195	а в	2	2
196	может и	2	2
197	с ней	2	2
198	другой стороны	1	2
199	что он	8	2
200	все люди	1	2
201	значение не	1	2
202	и состоит	3	2
203	себя как	1	1
204	одним из	2	1
205	переходит к	4	1
206	самом деле	6	1
207	переход от	1	1
208	это и	4	1
209	на деле	2	1
210	и есть	2	1
211	в первом	3	1
212	к другому	3	1
213	можно говорить	2	1
214	между ним	1	1
215	но если	2	1
216	и могут	1	1
217	к чему	1	1
218	есть не	3	1
219	их мысли	1	1
220	речевой деятельности	6	1
221	мы не	7	1
222	вопрос о	6	1
223	он как	1	1
224	проявляется не	2	1
225	в каждый	1	1
226	в сущности	9	1
227	целого но	1	1
228	я не	3	1
229	они были	1	1
230	ему в	1	1
231	этого термина	2	1
232	начала в	1	1
233	из ее	3	1
234	двух или	1	1
235	же мере	5	1
236	он сам	1	1
237	в чем	3	1
238	во всех	6	1
239	там и	1	1
240	теснее чем	1	1
241	во внешнем	1	1
242	как правило	1	1
243	в ее	6	1
244	чем это	5	1
245	точка зрения	1	1
246	друг на	1	1
247	в сторону	1	1
248	если в	4	1
249	эта особенность	1	1
250	конечном счете	2	1
251	ответ на	2	1
252	с совершенно	1	1
253	которая не	1	1
254	друг от	2	1
255	друга и	2	1
256	человека с	1	1
257	за пределы	1	1
258	мере в	2	1
259	рассуждать исходя	1	1
260	речи именно	3	1
261	в одной	3	1
