N	3gram	Propp_Isto_6	DiskursI
1	в том что	5	13
2	по отношению к	2	9
3	с одной стороны	7	9
4	о том что	4	5
5	это прежде всего	1	3
6	но при этом	1	3
7	а с другой	1	3
8	не может быть	3	3
9	с другой стороны	8	3
10	том что в	2	2
11	и в особенности	1	2
12	подобно тому как	1	2
13	в том числе	1	2
14	одной стороны и	1	2
15	в одной из	1	2
16	том числе и	1	2
17	в античной греции	2	2
18	в данном случае	3	2
19	не только в	4	2
20	в частности в	1	2
21	более или менее	1	2
22	между мифом и	1	2
23	как в сказании	2	2
24	можно сказать что	1	2
25	здесь как и	1	1
26	в этом случае	6	1
27	на том что	1	1
28	в чистом виде	1	1
29	мог быть только	1	1
30	о том как	3	1
31	до сих пор	4	1
32	и не может	1	1
33	тех случаях когда	3	1
34	на обе стороны	1	1
35	только то что	2	1
36	в таком случае	1	1
37	а иногда и	1	1
38	к мысли о	1	1
39	вместе с тем	3	1
40	одно и то	1	1
41	только потому что	1	1
42	не могло быть	2	1
43	могло и не	1	1
44	как мы видели	2	1
45	но в таком	1	1
46	на передний план	1	1
47	о потустороннем мире	1	1
48	и мн др	1	1
49	и в том	1	1
50	она сводится к	1	1
51	и не могло	1	1
52	в этом направлении	1	1
53	том что он	1	1
54	за тридевять земель	3	1
55	свою принадлежность к	1	1
56	во всяком случае	2	1
57	в свое время	1	1
58	в тех случаях	3	1
59	все того же	1	1
60	так например в	1	1
61	одной стороны он	1	1
62	так и в	1	1
63	в сказке но	1	1
64	и тем более	1	1
65	и те же	1	1
66	при этом он	1	1
67	речь идет о	1	1
68	и один из	1	1
69	несмотря на все	1	1
70	на то что	1	1
71	по аналогии с	1	1
72	ее к себе	2	1
73	и то же	1	1
74	том что на	1	1
75	тем не менее	1	1
76	но все же	2	1
77	на русском языке	1	1
78	лицом к лицу	1	1
79	нет у них	1	1
80	как и в	2	1
81	в себе не	1	1
