N	3gram	Losev_Vesc_1	Myshleni
1	с точки зрения	3	18
2	для того чтобы	2	15
3	в том что	4	15
4	с другой стороны	2	9
5	с одной стороны	3	8
6	заключается в том	1	6
7	о том что	4	6
8	из того что	2	5
9	в собственном смысле	2	5
10	вместе с тем	1	5
11	по сравнению с	6	5
12	так же как	1	5
13	не может быть	6	5
14	в то время	1	5
15	до сих пор	1	4
16	то время как	1	4
17	в этом отношении	1	4
18	можно сказать что	3	4
19	друг с другом	1	4
20	таким образом что	1	3
21	мы видим таким	1	3
22	на то что	2	3
23	то же самое	1	3
24	сам по себе	3	3
25	можно было бы	1	3
26	к тому что	2	3
27	в том чтобы	1	3
28	во всяком случае	2	3
29	в свою очередь	4	3
30	видим таким образом	1	3
31	по своей природе	1	2
32	и то же	4	2
33	бы сказать что	2	2
34	есть прежде всего	2	2
35	в зависимости от	1	2
36	независимо от того	1	2
37	на действительность и	2	2
38	одно и то	4	2
39	и в частности	1	2
40	то что у	2	2
41	в данном случае	2	2
42	от того что	1	2
43	если мы хотим	1	2
44	в самом деле	4	2
45	в то же	1	2
46	только тогда когда	2	2
47	что в результате	2	1
48	а следовательно и	1	1
49	таким образом чтобы	1	1
50	это так то	1	1
51	того что в	1	1
52	в чем же	3	1
53	дело в том	2	1
54	по самому своему	1	1
55	со всей полнотой	1	1
56	сознательно и намеренно	1	1
57	вопросе об отношении	1	1
58	и с чем	1	1
59	как раз и	1	1
60	и для всех	1	1
61	как тем самым	1	1
62	того что мы	1	1
63	так как мы	1	1
64	только то что	2	1
65	в себе и	1	1
66	же самое время	1	1
67	что не только	1	1
68	об этом в	1	1
69	всего то что	2	1
70	кроме того что	1	1
71	и как бы	1	1
72	в одинаковой мере	1	1
73	с этой точки	1	1
74	по крайней мере	4	1
75	и то что	3	1
76	в вопросе об	1	1
77	одной стороны и	1	1
78	ту или иную	2	1
79	как и вся	1	1
80	в одном и	1	1
81	как раз в	1	1
82	содержит в себе	4	1
83	то что является	1	1
84	в результате этого	1	1
85	на эти три	1	1
86	не только в	4	1
87	однако и здесь	1	1
88	в конце концов	2	1
89	к пониманию и	1	1
90	и потому что	1	1
91	психологической точки зрения	1	1
92	по сравнению со	1	1
93	того что она	2	1
94	если это так	1	1
95	тогда когда я	1	1
96	все что мы	1	1
97	есть не только	2	1
98	все то что	1	1
99	потому что они	3	1
100	мы видели что	1	1
101	хотя бы даже	1	1
102	этой точки зрения	1	1
103	в ряду других	1	1
104	это потому что	1	1
105	то что я	2	1
106	другой стороны как	1	1
107	перед нами как	1	1
108	что оно есть	4	1
109	мы не можем	1	1
110	понимание и не	1	1
111	то что мы	2	1
112	это значит что	19	1
113	и что она	1	1
114	само по себе	1	1
115	сделать хотя бы	1	1
116	содержат в себе	1	1
117	что у него	1	1
118	не только не	2	1
119	такой постановки вопроса	1	1
120	мы будем говорить	1	1
121	к действительности и	1	1
122	хотя бы в	2	1
123	такой случай что	1	1
124	когда мы говорим	1	1
125	себе такой случай	1	1
126	сама по себе	3	1
127	и т д	19	1
128	тем не менее	3	1
129	представить себе такой	1	1
130	она не может	2	1
131	из-за того что	1	1
132	и с другой	2	1
