N	2gram	Nazirov_Tv_1	Vvedenie
1	и т	3	42
2	т д	1	36
3	т е	1	35
4	и в	21	32
5	в том	7	31
6	в этом	6	30
7	том что	11	26
8	может быть	5	26
9	не только	7	22
10	таким образом	5	19
11	также и	1	18
12	то что	8	16
13	потому что	5	15
14	так как	3	15
15	не может	4	14
16	в самом	3	13
17	в нем	3	13
18	о том	6	13
19	в их	3	12
20	представляет собой	3	12
21	в его	13	12
22	того что	3	12
23	только в	5	12
24	и не	7	12
25	в ее	1	11
26	в данном	2	11
27	что такое	1	11
28	что в	12	10
29	то же	13	9
30	в истории	1	9
31	и как	4	9
32	но в	7	9
33	по себе	1	9
34	между тем	1	9
35	это не	4	8
36	не в	2	8
37	тем не	2	8
38	не менее	6	8
39	с другой	3	8
40	именно в	2	8
41	самом деле	2	7
42	но не	3	7
43	все же	5	7
44	было бы	1	7
45	прежде всего	4	7
46	о котором	2	7
47	только как	1	7
48	и это	1	6
49	как он	1	6
50	его в	1	6
51	с тем	1	6
52	как и	12	6
53	к истории	1	6
54	вовсе не	5	6
55	в то	15	6
56	в качестве	2	6
57	же время	12	6
58	тем что	1	6
59	не могут	1	6
60	один из	4	6
61	этот вопрос	1	6
62	и его	6	6
63	и даже	3	6
64	до сих	1	6
65	но и	3	6
66	сих пор	1	6
67	все это	10	6
68	хотя бы	5	6
69	одним из	4	5
70	а как	2	5
71	в целом	4	5
72	иное как	1	5
73	об этом	2	5
74	и тем	2	5
75	данном случае	2	5
76	в них	1	5
77	но если	3	5
78	сказать что	2	5
79	могут быть	2	5
80	так что	2	5
81	уже в	3	5
82	не есть	1	5
83	т п	2	5
84	представляют собой	1	5
85	что не	2	5
86	на этот	1	5
87	а не	5	5
88	по своему	1	5
89	как бы	17	5
90	другой стороны	1	5
91	в какой	1	5
92	вместе с	2	5
93	связана с	1	4
94	как это	1	4
95	в первом	2	4
96	той же	3	4
97	мы имеем	1	4
98	что иное	1	4
99	по отношению	1	4
100	как уже	1	4
101	уже не	3	4
102	в себе	2	4
103	должен был	1	4
104	в своей	4	4
105	в котором	6	4
106	по крайней	2	4
107	не имеет	1	4
108	нельзя не	1	4
109	только с	1	4
110	в каждом	3	4
111	здесь нет	2	4
112	времени и	4	4
113	внимание на	1	4
114	и что	1	4
115	крайней мере	2	4
116	как она	1	4
117	еще не	1	4
118	что он	6	4
119	и ее	1	4
120	с одной	1	4
121	в виде	3	4
122	одно из	1	4
123	как раз	1	4
124	даже и	1	4
125	науки в	1	4
126	одной стороны	1	4
127	и обратно	1	4
128	по мере	1	4
129	о чем	1	4
130	видит в	1	4
131	с этой	1	4
132	только что	2	4
133	а в	6	4
134	не что	1	4
135	отношению к	1	4
136	и есть	1	3
137	на историю	1	3
138	в сущности	1	3
139	говорить о	1	3
140	не вполне	1	3
141	то это	1	3
142	в виду	2	3
143	и на	7	3
144	он сам	6	3
145	науки с	1	3
146	в чем	2	3
147	своего рода	4	3
148	совсем не	1	3
149	хотя и	3	3
150	и к	1	3
151	за собой	1	3
152	сливается с	3	3
153	бы и	1	3
154	что это	1	3
155	все эти	1	3
156	в этой	5	3
157	в известном	1	3
158	что она	2	3
159	при этом	7	3
160	отношений между	2	3
161	на этом	1	3
162	на этой	1	3
163	заключается в	1	3
164	в прямом	1	3
165	и уже	1	3
166	чем в	1	3
167	духовной жизни	1	3
168	в этих	2	3
169	от себя	1	3
170	и вот	1	3
171	однако в	2	3
172	этой области	1	3
173	дело в	3	3
174	дело не	3	3
175	связи с	1	3
176	как будто	5	3
177	в области	1	3
178	но все	1	3
179	себе что	1	3
180	в ней	2	3
181	в в	2	3
182	в собственном	1	3
183	на том	2	3
184	прямом смысле	1	3
185	что может	1	3
186	во второй	2	3
187	вот почему	3	3
188	можно сказать	2	3
189	времени в	13	3
190	в конечном	4	3
191	что с	1	3
192	к нему	1	3
193	известном смысле	1	3
194	одной из	4	3
195	при помощи	2	3
196	и других	3	3
