N	4gram	Potebnia_M_3	Problema
1	или по крайней мере	1	2
2	только в том что	2	2
3	не сам по себе	1	2
4	не только в том	1	2
5	в то время как	1	2
6	не в переносном а	1	1
7	сам по себе а	1	1
8	как и в других	1	1
9	или что то же	1	1
10	по себе еще не	1	1
11	здесь как и в	1	1
12	в том смысле что	1	1
13	а вместе с тем	1	1
14	по самой своей природе	1	1
15	в переносном а в	1	1
16	сам по себе еще	1	1
17	заключается в том что	1	1
18	только в очень редких	1	1
19	в том что этот	1	1
20	что это и не	1	1
21	не говоря уже о	1	1
22	заключается не только в	1	1
23	в очень редких случаях	1	1
24	сам по себе или	1	1
