N	3gram	Losev_Dial_1	Komedia
1	к тому же	1	10
2	в том что	7	5
3	о том что	2	4
4	для того чтобы	1	4
5	так или иначе	1	3
6	в связи с	1	3
7	в первую очередь	1	3
8	то же время	4	3
9	в то время	1	3
10	в то же	4	3
11	только потому что	3	2
12	с их точки	1	2
13	в этом смысле	3	2
14	их точки зрения	1	2
15	до сих пор	2	2
16	то время как	1	2
17	с одной стороны	2	2
18	то что он	1	2
19	во всяком случае	2	2
20	и т п	2	2
21	к тому что	2	2
22	можно было бы	4	2
23	друг с другом	1	2
24	и без нее	1	1
25	том что именно	1	1
26	и в голову	1	1
27	как например в	1	1
28	в голову не	1	1
29	имеется в виду	1	1
30	в какой мере	1	1
31	мы имеем дело	1	1
32	в самом деле	1	1
33	идти речь о	1	1
34	никому и в	1	1
35	что ни в	1	1
36	с точки зрения	12	1
37	и еще более	1	1
38	только в том	1	1
39	сих пор не	1	1
40	и в то	2	1
41	с самого начала	1	1
42	и та же	2	1
43	мы находим в	2	1
44	что в нем	3	1
45	точно так же	2	1
46	могла идти речь	1	1
47	и вовсе не	1	1
48	все же это	1	1
49	даже если она	1	1
50	так как он	2	1
51	той или иной	3	1
52	ты мне не	1	1
53	голову не приходит	1	1
54	в качестве примера	2	1
55	в чем же	1	1
56	по сравнению с	2	1
57	о чем другом	2	1
58	само по себе	5	1
59	одна и та	2	1
60	в разной степени	1	1
61	с другой стороны	4	1
62	таким образом и	1	1
63	в полной мере	1	1
64	не может быть	3	1
65	не больше того	1	1
66	никто не может	1	1
67	не было бы	2	1
68	и стало быть	2	1
69	более или менее	3	1
70	что он не	2	1
71	пришли к выводу	1	1
72	мы убеждаемся в	1	1
73	одну из самых	1	1
74	мы имели бы	1	1
75	связи с этим	1	1
76	то что не	1	1
77	мы можем сказать	2	1
78	хотя бы в	1	1
79	но никак не	1	1
80	но все же	1	1
81	ни о чем	2	1
82	что это не	1	1
83	друг от друга	1	1
84	в каждом из	2	1
85	тем не менее	1	1
86	к выводу что	1	1
87	ясно что это	1	1
88	можем сказать что	2	1
89	том что для	1	1
