N	2gram	Voloshinov_1	Tragedij
1	и в	15	18
2	в этом	13	9
3	не только	5	8
4	он сам	4	7
5	и с	7	7
6	и на	3	7
7	может быть	13	7
8	как бы	11	7
9	и не	16	7
10	но в	9	6
11	и его	15	6
12	же время	5	6
13	что он	8	6
14	у него	3	6
15	то же	7	5
16	все же	5	5
17	что это	3	5
18	это не	2	5
19	как и	6	5
20	в то	6	5
21	в дальнейшем	2	5
22	так и	10	5
23	не может	13	5
24	я не	3	4
25	еще не	7	4
26	в себе	4	4
27	в целом	2	4
28	в этой	5	4
29	в нем	4	4
30	об этом	4	4
31	том что	5	4
32	и что	3	4
33	но и	4	4
34	и даже	2	4
35	прежде всего	11	4
36	так же	1	4
37	но это	2	4
38	все это	5	4
39	что в	6	4
40	и все	4	4
41	то что	10	4
42	в мире	1	3
43	отнюдь не	2	3
44	как в	3	3
45	в своем	2	3
46	и как	1	3
47	все эти	9	3
48	при этом	7	3
49	то есть	1	3
50	должно быть	2	3
51	что с	1	3
52	в поле	1	3
53	своего отца	1	3
54	с ее	3	3
55	мог бы	1	3
56	с ним	12	3
57	на страницах	1	3
58	к нему	7	3
59	в его	9	3
60	один из	4	3
61	уже в	1	3
62	для него	5	3
63	как будто	1	3
64	как это	1	3
65	в основном	2	3
66	в первом	2	2
67	и до	3	2
68	она все	1	2
69	и за	2	2
70	а как	1	2
71	из своих	1	2
72	никогда не	7	2
73	и то	2	2
74	он был	3	2
75	не был	1	2
76	с его	8	2
77	отношение к	7	2
78	отличие от	1	2
79	как говорит	1	2
80	это был	1	2
81	перед нами	1	2
82	в самом	6	2
83	бы и	2	2
84	то и	1	2
85	он не	4	2
86	что она	2	2
87	но все	2	2
88	что все	5	2
89	его в	8	2
90	отца и	3	2
91	ни в	6	2
92	в отличие	1	2
93	что говорит	1	2
94	вопрос о	1	2
95	но эта	1	2
96	не в	4	2
97	отцом и	3	2
98	что этот	1	2
99	раз и	1	2
100	одна из	3	2
101	не могут	3	2
102	он и	2	2
