N	2gram	Bakhtin_Pr_3	FransuaR
1	и в	53	49
2	то есть	48	32
3	прежде всего	15	19
4	в его	8	18
5	и на	18	17
6	не только	4	17
7	и его	10	17
8	в этом	8	15
9	и не	15	15
10	в году	1	13
11	в них	2	13
12	в эпоху	10	13
13	только в	4	13
14	но и	7	13
15	во время	1	12
16	как и	11	11
17	и т.п	31	11
18	как бы	14	11
19	в этой	1	10
20	рабле и	2	10
21	вовсе не	3	10
22	xvii века	3	9
23	в средние	10	9
24	в нем	10	9
25	и др	14	9
26	все это	8	9
27	в романе	1	9
28	в сущности	10	8
29	отношение к	6	8
30	смеха и	1	8
31	до нас	2	8
32	средние века	11	8
33	то же	6	7
34	все эти	9	7
35	таким образом	6	7
36	на протяжении	5	7
37	как мы	5	7
38	один из	6	7
39	не может	2	7
40	жизни и	9	7
41	мы уже	5	6
42	именно в	2	6
43	во всех	12	6
44	в истории	3	6
45	с их	2	6
46	смеха в	1	6
47	так и	6	6
48	и с	6	6
49	времени и	2	6
50	рядом с	1	6
51	точки зрения	4	6
52	но он	2	6
53	xviii века	3	6
54	в то	5	6
55	же время	5	6
56	в себя	6	6
57	у рабле	3	6
58	в литературе	5	6
59	и обновления	2	6
60	то что	9	6
61	здесь в	10	6
62	в творчестве	8	6
63	так как	7	6
64	сказать что	10	6
65	с точки	2	5
66	с его	2	5
67	из этих	1	5
68	но не	5	5
69	в своем	1	5
70	при этом	3	5
71	в эту	3	5
72	в своей	3	5
73	никогда не	2	5
74	уже говорили	2	5
75	тот же	2	5
76	уже в	2	5
77	в начале	2	5
78	может быть	12	5
79	xvii и	1	5
80	протяжении всего	1	5
81	в особенности	2	5
82	пародии на	2	5
83	относится к	1	5
84	и потому	5	5
85	и смерти	2	5
86	и до	5	4
87	xvi и	1	4
88	и над	1	4
89	жить и	4	4
90	и к	5	4
91	но в	5	4
92	в себе	5	4
93	благоговения и	1	4
94	в жизни	8	4
95	в этих	5	4
96	и более	2	4
97	с ним	2	4
98	одна из	7	4
99	в области	3	4
100	в последующие	2	4
101	с другой	2	4
102	и во	4	4
103	на священные	2	4
104	этот момент	1	4
105	и мировоззрения	2	4
106	в известной	2	4
107	мы находим	2	4
108	а в	2	4
109	тем что	2	4
110	в форме	6	4
111	смерти и	4	4
112	до сих	5	4
113	и образов	2	4
114	не было	4	4
115	de la	1	4
116	там где	1	4
117	эту эпоху	1	4
118	благодаря этому	1	4
119	сих пор	5	4
120	том что	5	4
121	в духе	8	4
122	нового времени	8	4
123	священные тексты	2	4
124	тексты и	2	4
125	в своих	2	4
126	значение в	4	4
127	как на	1	4
128	перед всем	1	3
