N	2gram	Nazirov_Tv_1	Formalny
1	т е	1	32
2	и не	7	30
3	вовсе не	5	28
4	и в	21	27
5	может быть	5	25
6	не может	4	24
7	так и	2	21
8	и его	6	19
9	в этом	6	18
10	таким образом	5	18
11	а не	5	17
12	самом деле	2	16
13	то же	13	15
14	в нем	3	15
15	в процессе	1	15
16	на самом	3	14
17	как и	12	14
18	не в	2	12
19	и т	3	11
20	в самом	3	11
21	в жизни	2	11
22	и от	4	11
23	художественное произведение	1	11
24	не могут	1	10
25	место в	3	10
26	но и	3	10
27	в действительности	1	9
28	не только	7	9
29	так как	3	9
30	так же	3	9
31	отнюдь не	5	8
32	с помощью	1	8
33	как бы	17	8
34	при этом	7	8
35	ни в	1	8
36	только в	5	8
37	как раз	1	8
38	то что	8	8
39	и все	6	8
40	что в	12	8
41	с тем	1	7
42	не менее	6	7
43	же время	12	7
44	потому что	5	7
45	его в	1	7
46	между тем	1	7
47	в его	13	7
48	в том	7	7
49	для них	1	7
50	если мы	1	7
51	все это	10	7
52	в то	15	7
53	в искусстве	1	7
54	действительности и	2	6
55	еще не	1	6
56	но в	7	6
57	все эти	1	6
58	т д	1	6
59	в своей	4	6
60	и ее	1	6
61	все время	1	6
62	было бы	1	6
63	в литературе	2	6
64	что он	6	6
65	с другой	3	6
66	вместе с	2	6
67	в данном	2	6
68	все же	5	6
69	хотя бы	5	6
70	в своих	5	6
71	совсем не	1	5
72	но не	3	5
73	в истории	1	5
74	в одной	2	5
75	в художественном	1	5
76	так сказать	2	5
77	в каждом	3	5
78	ни было	1	5
79	в направлении	2	5
80	если же	1	5
81	в ней	2	5
82	в дальнейшем	3	5
83	никогда не	3	5
84	в литературу	1	5
85	связи с	1	5
86	и их	1	5
87	т п	2	5
88	тем что	1	5
89	что же	1	5
90	другой стороны	1	5
91	не есть	1	4
92	он был	1	4
93	бы то	1	4
94	как в	8	4
95	и как	4	4
96	в целом	4	4
97	и те	1	4
98	то ни	1	4
99	данном случае	2	4
100	в ее	1	4
101	мы знаем	1	4
102	том что	11	4
103	по себе	1	4
104	она не	1	4
105	в смысле	1	4
106	в роман	1	4
107	могут быть	2	4
108	к тому	2	4
109	роль в	1	4
110	о том	6	4
111	связь между	1	4
112	же и	2	4
113	уже в	3	4
114	только на	2	4
115	прежде всего	4	4
116	до конца	2	4
117	в связи	1	4
118	как это	1	4
119	да и	1	4
120	слова и	1	4
121	между собой	1	4
122	в романе	10	4
123	от всех	1	4
124	жизни и	3	4
125	одним из	4	3
126	же как	1	3
127	того же	2	3
128	мы уже	1	3
129	той же	3	3
130	в виду	2	3
131	и на	7	3
132	столь же	1	3
133	время в	3	3
134	во всех	1	3
135	а и	1	3
136	от реального	1	3
137	бы и	1	3
138	что это	1	3
139	формы в	1	3
140	в себе	2	3
141	сливаются в	1	3
142	вследствие этого	1	3
143	и с	3	3
144	это не	4	3
145	действительности в	2	3
146	этом романе	2	3
147	и тем	2	3
148	ее в	3	3
149	он и	1	3
150	в этих	2	3
151	и более	1	3
152	как от	1	3
153	по отношению	1	3
154	тому что	1	3
155	между людьми	2	3
156	в основе	2	3
157	все без	1	3
158	исторического процесса	1	3
159	же самое	1	3
160	а что	2	3
161	оно не	1	3
162	реальной действительности	1	3
163	только то	1	3
164	еще в	2	3
165	жизнь и	1	3
166	в эпоху	1	3
167	никак не	1	3
168	и что	1	3
169	можно сказать	2	3
170	в них	1	3
171	в него	2	3
172	в какой	1	3
173	уже не	3	3
174	его и	1	3
175	нуждается в	1	3
176	в конце	1	3
177	души и	1	3
178	у нас	1	3
179	не на	1	3
180	к его	1	3
181	того что	3	3
182	отношению к	1	3
183	о нем	1	3
184	жизни в	6	3
185	может и	1	3
186	сказать что	2	3
187	равно как	1	3
188	имеет место	1	3
189	героя в	1	3
190	ту же	3	2
191	он считает	1	2
192	чтобы не	1	2
193	человека и	4	2
194	акакия акакиевича	1	2
195	это и	3	2
196	нам кажется	1	2
197	в котором	6	2
198	в сущности	1	2
199	говорить о	1	2
200	в полной	1	2
201	и со	1	2
202	проявляется в	1	2
203	с его	11	2
204	жизни с	2	2
205	отличие от	2	2
206	эта связь	1	2
207	в своем	4	2
208	то в	2	2
209	учение о	1	2
210	в этой	5	2
211	своей теории	1	2
212	говорят о	1	2
213	как он	1	2
214	что она	2	2
215	перестает быть	1	2
216	всех этих	1	2
217	не значит	1	2
218	в россии	3	2
219	на земле	3	2
220	на этом	1	2
221	в основу	1	2
222	человека в	6	2
223	это значит	1	2
224	на протяжении	3	2
225	кажется что	1	2
226	друга в	1	2
227	такой же	2	2
228	и тогда	1	2
229	художественного творчества	1	2
230	какие бы	1	2
231	и этический	1	2
232	не от	1	2
233	в отличие	2	2
234	в основном	4	2
235	внешнего и	1	2
236	но эта	1	2
237	в философии	1	2
238	однако в	2	2
239	что этот	1	2
240	даже в	3	2
241	в отношении	1	2
242	дело не	3	2
243	дело в	3	2
244	одна из	2	2
245	и притом	2	2
246	и снова	1	2
247	смысла но	1	2
248	в нас	1	2
249	только не	1	2
250	традиция в	1	2
251	находятся в	1	2
252	тем не	2	2
253	из элементов	1	2
254	отличается от	1	2
255	темы и	1	2
256	и это	1	2
257	с ее	3	2
258	но при	1	2
259	так в	1	2
260	и необходимости	2	2
261	если они	1	2
262	был бы	2	2
263	можно только	1	2
264	для этого	1	2
265	на все	1	2
266	в самой	1	2
267	что каждый	1	2
268	или на	1	2
269	единство романа	1	2
270	и содержание	1	2
271	ее и	2	2
272	с установкой	1	2
273	переходит в	2	2
274	поступков и	1	2
275	и каждого	1	2
276	что и	2	2
277	нем и	1	2
278	человека как	2	2
279	и мир	2	2
280	разные вещи	1	2
281	и действительно	1	2
282	же он	1	2
283	и внутреннего	2	2
284	от других	2	2
285	из них	2	2
286	ту или	1	2
287	сами по	1	2
288	же деле	1	2
289	без всякой	1	2
290	и даже	3	2
291	в области	1	2
292	и из	1	2
293	к которому	1	2
294	шкловский в	1	2
295	превращается в	1	2
296	самом же	1	2
297	а на	1	2
298	и самый	1	2
299	была бы	1	2
300	существуют в	1	2
301	установкой на	1	2
302	но это	5	2
303	с поэтическим	1	2
304	поэтому совершенно	1	2
305	в точном	1	2
306	от него	1	2
307	конце концов	1	2
308	мы должны	1	2
309	романа и	1	2
310	в стихах	2	2
311	в целях	1	2
312	одной из	4	2
313	но если	3	2
314	героя и	2	2
315	к этому	2	2
316	в таком	1	2
317	я и	3	1
318	от этой	1	1
319	и завершается	1	1
320	литературы а	1	1
321	времени не	1	1
322	в движение	1	1
323	и через	1	1
324	рассматривать в	3	1
325	переход от	1	1
326	действия то	1	1
327	мира дело	1	1
328	от своей	1	1
329	в первом	2	1
330	и до	1	1
331	не имеют	4	1
332	оно было	1	1
333	и романом	1	1
334	со своей	1	1
335	и этот	1	1
336	оказывается оторванным	1	1
337	есть не	2	1
338	мы имеем	1	1
339	так герой	1	1
340	всех его	1	1
341	совершенно справедливо	1	1
342	во времени	3	1
343	среды и	3	1
344	происходило в	1	1
345	искусстве мы	1	1
346	был понят	1	1
347	социальной действительности	2	1
348	то это	1	1
349	жизни это	1	1
350	это время	2	1
351	себе а	1	1
352	тем как	1	1
353	как у	1	1
354	однако совершенно	1	1
355	они существуют	1	1
356	акакий акакиевич	1	1
357	к слову	1	1
358	вообще как	1	1
359	с этим	1	1
360	своем творчестве	1	1
361	что как	2	1
362	идеи достоевского	1	1
363	кроме того	1	1
364	хотя и	3	1
365	сознания в	1	1
366	с психологическим	1	1
367	понимал и	1	1
368	или иную	1	1
369	та же	4	1
370	из жизни	1	1
371	европейского романа	1	1
372	можно не	2	1
373	жизни так	1	1
374	что так	1	1
375	им в	1	1
376	эпохи и	1	1
377	имеем в	1	1
378	в концепции	1	1
379	и если	1	1
380	три года	1	1
381	все другие	1	1
382	а просто	1	1
383	он не	8	1
384	же именно	1	1
385	ключ к	1	1
386	явление но	1	1
387	на таком	1	1
388	в принципе	2	1
389	к одному	1	1
390	этого вопроса	1	1
391	не к	1	1
392	душу и	1	1
393	своего пути	1	1
394	и по	3	1
395	в нее	1	1
396	на этих	1	1
397	мы обнаруживаем	1	1
398	но все	1	1
399	а вместе	1	1
400	не будет	2	1
401	же не	1	1
402	он просто	1	1
403	если нет	1	1
404	значение в	1	1
405	же касается	1	1
406	в мире	4	1
407	его не	1	1
408	и обратно	1	1
409	знает что	1	1
410	форму и	1	1
411	приходит в	1	1
412	о которых	1	1
413	с этой	1	1
414	на друга	1	1
415	он чувствует	2	1
416	чем в	1	1
417	можно считать	1	1
418	элемента в	1	1
419	и того	2	1
420	одного и	1	1
421	на первый	1	1
422	в первую	1	1
423	как единство	1	1
424	и сосредоточивает	1	1
425	и драматической	1	1
426	именно и	1	1
427	основе всех	1	1
428	в их	3	1
429	к предмету	1	1
430	сюжета если	1	1
431	отбора материала	1	1
432	могло бы	1	1
433	нового материала	1	1
434	единство и	1	1
435	но он	2	1
436	и ассоциаций	1	1
437	в какую	1	1
438	том же	1	1
439	от внешней	1	1
440	а от	1	1
441	этого движения	1	1
442	дня и	1	1
443	еще один	1	1
444	с ним	3	1
445	тем самым	7	1
446	что эта	1	1
447	самого начала	3	1
448	меня не	1	1
449	здесь лишь	1	1
450	к этим	1	1
451	на него	1	1
452	движется не	1	1
453	но только	2	1
454	для всего	1	1
455	этот тип	1	1
456	слово и	1	1
457	больше чем	2	1
458	действительности но	1	1
459	учения о	1	1
460	как она	1	1
461	определяет выбор	1	1
462	то у	1	1
463	от субъективной	1	1
464	входят в	1	1
465	и делает	1	1
466	события но	1	1
