N	2gram	Losev_Vlad_1	Formalny
1	и не	17	30
2	вовсе не	5	28
3	и в	31	27
4	может быть	6	25
5	не может	6	24
6	так и	6	21
7	и его	7	19
8	в этом	14	18
9	таким образом	3	18
10	а не	1	17
11	самом деле	1	16
12	точки зрения	2	16
13	то же	6	15
14	в нем	4	15
15	и пр	1	15
16	между ними	1	15
17	на самом	1	14
18	как и	4	14
19	не в	5	12
20	если бы	1	12
21	и т	2	11
22	в самом	2	11
23	в жизни	3	11
24	и от	5	11
25	не могут	1	10
26	место в	2	10
27	но и	19	10
28	не только	24	9
29	лишь в	2	9
30	как его	1	9
31	так как	8	9
32	так же	1	9
33	отнюдь не	3	8
34	с помощью	1	8
35	при этом	2	8
36	ни в	2	8
37	как мы	9	8
38	только в	9	8
39	как раз	7	8
40	то что	18	8
41	и все	4	8
42	что в	14	8
43	с тем	2	7
44	не менее	2	7
45	же время	4	7
46	потому что	11	7
47	в его	12	7
48	в том	11	7
49	для них	1	7
50	все это	5	7
51	совершенно не	2	7
52	в то	8	7
53	еще не	2	6
54	но в	12	6
55	все эти	3	6
56	т д	2	6
57	в своей	4	6
58	всяком случае	2	6
59	и теперь	4	6
60	произведения как	1	6
61	было бы	2	6
62	в литературе	1	6
63	что он	12	6
64	с другой	3	6
65	вместе с	3	6
66	в данном	1	6
67	все же	3	6
68	и для	2	6
69	бы в	1	6
70	хотя бы	2	6
71	в своих	5	6
72	во всяком	2	6
73	совсем не	4	5
74	но не	3	5
75	в истории	4	5
76	в одной	1	5
77	так сказать	1	5
78	в каждом	1	5
79	ни было	1	5
80	того чтобы	2	5
81	сводится к	1	5
82	в ней	1	5
83	что они	3	5
84	в дальнейшем	8	5
85	никогда не	9	5
86	связи с	1	5
87	друг друга	1	5
88	тем что	2	5
89	именно так	2	5
90	и потому	6	5
91	что же	5	5
92	в результате	2	5
93	другой стороны	3	5
94	можно говорить	1	4
95	не есть	1	4
96	мы не	1	4
97	он был	14	4
98	бы то	1	4
99	менее всего	1	4
100	как в	3	4
101	и как	4	4
102	в целом	3	4
103	и те	1	4
104	то ни	1	4
105	мы знаем	2	4
106	том что	14	4
107	она не	1	4
108	мы можем	1	4
109	к тому	3	4
110	роль в	1	4
111	следовательно и	1	4
112	о том	11	4
113	связь между	1	4
114	конечно не	2	4
115	уже в	7	4
116	только на	3	4
117	для того	2	4
118	со стороны	2	4
119	прежде всего	1	4
120	до конца	1	4
121	в связи	3	4
122	как это	7	4
123	да и	4	4
124	из этого	2	4
125	жизни и	5	4
126	одним из	2	3
127	того же	6	3
128	мы уже	7	3
129	той же	2	3
130	мы и	4	3
131	литературы и	1	3
132	и на	3	3
133	столь же	1	3
134	во всех	1	3
135	то мы	3	3
136	то он	6	3
137	а и	1	3
138	нет и	2	3
139	в себе	4	3
140	не следует	1	3
141	и с	14	3
142	те же	1	3
143	это не	1	3
144	и тем	1	3
145	ее в	1	3
146	он и	6	3
147	раз и	3	3
148	в этих	1	3
149	от его	1	3
150	и более	1	3
151	по отношению	1	3
152	тому что	1	3
153	одной плоскости	1	3
154	для нас	4	3
155	этом отношении	1	3
156	же самое	1	3
157	а что	1	3
158	только то	1	3
159	в произведении	1	3
160	ясно что	2	3
161	еще в	4	3
162	жизнь и	3	3
163	в эпоху	1	3
164	никак не	4	3
165	и что	6	3
166	можно сказать	6	3
167	их в	1	3
168	в них	2	3
169	дело с	1	3
170	уже не	3	3
171	и навсегда	1	3
172	в конце	9	3
173	у нас	6	3
174	к его	3	3
175	она есть	1	3
176	того что	2	3
177	о нем	7	3
178	жизни в	1	3
179	сказать что	7	3
180	и эта	1	3
181	ту же	1	2
182	отношения к	1	2
183	это и	2	2
184	нам кажется	1	2
185	в котором	6	2
186	что уже	1	2
187	который был	2	2
188	по учению	2	2
189	в полной	2	2
190	с его	11	2
191	видели что	1	2
192	россии и	2	2
193	в сторону	1	2
194	в общем	3	2
195	и речи	3	2
196	за пределы	3	2
197	в своем	4	2
198	то в	1	2
199	это можно	3	2
200	из этих	2	2
201	учение о	2	2
202	в этой	4	2
203	говорят о	1	2
204	как он	4	2
205	жизнью и	1	2
206	что она	2	2
207	главным образом	4	2
208	не как	1	2
209	в россии	4	2
210	на жизнь	1	2
211	одной и	1	2
212	его от	1	2
213	на этом	2	2
214	именно это	1	2
215	человека в	1	2
216	этим самым	1	2
217	на протяжении	1	2
218	уже знаем	1	2
219	на почве	1	2
220	этом смысле	4	2
221	даже что	1	2
222	кажется что	2	2
223	в высшей	1	2
224	для чего	1	2
225	различно в	1	2
226	ни с	4	2
227	и тогда	1	2
228	нисколько не	2	2
229	таким же	1	2
230	знаем что	2	2
231	в основном	1	2
232	но эта	1	2
233	в философии	2	2
234	что этот	3	2
235	даже в	2	2
236	сам он	1	2
237	и очень	3	2
238	в отношении	3	2
239	xviii века	1	2
240	как о	1	2
241	дело не	2	2
242	правда в	1	2
243	дело в	4	2
244	одна из	1	2
245	и притом	3	2
246	весь этот	1	2
247	в нас	4	2
248	не могло	1	2
249	только не	1	2
250	тем не	2	2
251	в каком	2	2
252	и это	2	2
253	с ее	1	2
254	здесь не	3	2
255	так в	1	2
256	можно только	1	2
257	поэтому в	1	2
258	ничего не	3	2
259	ними и	2	2
260	познания и	1	2
261	на все	2	2
262	то из	1	2
263	и во	1	2
264	что и	5	2
265	и только	1	2
266	человека как	3	2
267	и мир	1	2
268	говорит в	1	2
269	более глубокие	1	2
270	в формах	1	2
271	мы увидим	3	2
272	и действительно	3	2
273	от других	1	2
274	из них	2	2
275	имеется еще	1	2
276	от того	1	2
277	же деле	1	2
278	и даже	15	2
279	в области	1	2
280	и из	3	2
281	связаны с	1	2
282	мы еще	1	2
283	самом же	1	2
284	нет никаких	1	2
285	но уже	1	2
286	и иной	1	2
287	без труда	1	2
288	понимает как	1	2
289	с такой	1	2
290	смысле этого	1	2
291	этого слова	1	2
292	а к	22	2
293	но это	3	2
294	известной степени	1	2
295	от него	2	2
296	у них	1	2
297	конце концов	3	2
298	мы должны	2	2
299	одной из	2	2
300	но если	1	2
301	к этому	6	2
302	в таком	1	2
303	и через	3	1
304	и то	10	1
305	а из	1	1
306	самое большое	1	1
307	тех же	2	1
308	действительности она	1	1
309	и до	2	1
310	не имеют	1	1
311	ведь и	1	1
312	видеть в	1	1
