N	2gram	Tiupa_Anal_1	RusskieA
1	и в	18	29
2	том что	12	22
3	в том	27	22
4	что в	5	22
5	как бы	5	18
6	состоит в	11	15
7	так как	2	13
8	может быть	29	13
9	и п	2	13
10	во время	1	12
11	в этом	13	11
12	как и	13	11
13	одна из	1	11
14	не только	15	10
15	и с	2	10
16	о том	5	9
17	на части	1	9
18	а в	9	9
19	его в	1	8
20	но и	17	8
21	ее в	1	8
22	как в	1	7
23	данном случае	2	7
24	представляют собой	2	7
25	или в	1	7
26	мы имеем	6	6
27	мы не	1	6
28	еще не	3	6
29	и на	5	6
30	при этом	12	6
31	таким образом	3	6
32	того чтобы	3	6
33	для нас	1	6
34	для того	4	6
35	с тем	1	6
36	вместе с	4	6
37	в данном	2	6
38	же в	1	6
39	и т	3	5
40	но не	10	5
41	но в	8	5
42	это не	6	5
43	не может	22	5
44	потому что	2	5
45	для этого	2	5
46	и что	1	5
47	будто бы	3	5
48	то что	6	5
49	то же	9	4
50	вопрос о	2	4
51	не все	2	4
52	уже не	4	4
53	их в	1	4
54	том же	1	4
55	а затем	1	4
56	в них	1	4
57	далеко не	6	4
58	в которых	1	4
59	не в	14	4
60	тогда когда	2	4
61	а также	3	4
62	к нему	3	4
63	так что	1	4
64	то и	1	4
65	в виде	1	4
66	из них	2	4
67	именно в	4	4
68	а не	17	4
69	о чем	1	4
70	как это	1	4
71	и все	3	4
72	в таком	3	4
73	в году	1	3
74	и о	2	3
75	в ее	1	3
76	только тогда	1	3
77	что ее	1	3
78	что это	1	3
79	все эти	2	3
80	в этой	5	3
81	подобно тому	3	3
82	и по	2	3
83	на этом	2	3
84	с другими	4	3
85	не всегда	4	3
86	на первый	1	3
87	в этих	1	3
88	в котором	3	3
89	в отличие	6	3
90	но он	1	3
91	как мы	2	3
92	нас к	1	3
93	под именем	1	3
94	во всех	1	3
95	а именно	3	3
96	того что	4	3
97	между тем	5	3
98	в качестве	31	3
99	умирающего и	1	3
100	связь с	1	3
101	или даже	1	3
102	за ним	1	3
103	друг друга	1	3
104	отличие от	6	3
105	по домам	1	3
106	что для	1	3
107	и воскресающего	1	3
108	тому как	3	3
109	и от	1	3
110	было бы	2	3
111	а н	1	3
112	одним из	3	2
113	и то	2	2
114	на самом	2	2
115	что иное	5	2
116	на себя	2	2
117	он показывает	1	2
118	между собой	2	2
119	иное как	5	2
120	с одной	3	2
121	тогда как	14	2
122	все же	4	2
123	как уже	2	2
124	и как	5	2
125	не было	1	2
126	к числу	1	2
127	не можем	1	2
128	та же	1	2
129	в которой	2	2
130	представляет собой	16	2
131	из этих	2	2
132	если он	1	2
133	не к	2	2
134	том чтобы	7	2
135	из мертвых	1	2
136	здесь мы	1	2
137	смерть и	1	2
138	для них	1	2
139	должно быть	2	2
140	в своей	6	2
141	в их	5	2
142	не столько	2	2
143	при рассмотрении	3	2
144	силу и	1	2
145	не менее	1	2
146	в то	9	2
147	дело не	3	2
148	никогда не	2	2
149	не принадлежат	1	2
150	того в	1	2
151	на природу	1	2
152	во всем	1	2
153	связи с	1	2
154	начиная с	1	2
155	в состав	3	2
156	говорит о	1	2
157	должен быть	6	2
158	в виду	1	2
159	за пределами	2	2
160	не с	4	2
161	оно как	1	2
162	еще в	2	2
163	образом в	1	2
164	с другим	4	2
165	влияние на	1	2
166	с другой	4	2
167	связь между	1	2
168	что и	3	2
169	в него	1	2
170	один из	2	2
171	и дело	1	2
172	по возвращении	1	2
173	в разные	1	2
174	и ее	1	2
175	по этому	1	2
176	есть в	1	2
177	каждый из	2	2
178	в целях	1	2
179	смерти и	1	2
180	же деле	1	2
181	здесь в	1	2
182	человека а	1	2
