N	2gram	Vygotskiy__2	Myshleni
1	речи и	1	28
2	точки зрения	17	26
3	таким образом	21	26
4	в том	37	24
5	и в	32	23
6	том что	21	21
7	в целом	4	20
8	с точки	10	18
9	в этом	13	17
10	того чтобы	14	17
11	то что	21	17
12	не только	12	16
13	так же	18	16
14	говорит он	4	15
15	того что	8	15
16	для того	13	15
17	как и	10	14
18	может быть	18	14
19	но и	10	14
20	в его	2	14
21	что в	20	14
22	с помощью	1	13
23	не может	17	12
24	сказать что	7	11
25	как бы	6	11
26	в отношении	3	10
27	с другой	3	10
28	в психологии	7	10
29	прежде всего	1	10
30	и с	4	9
31	между тем	4	9
32	в качестве	1	9
33	одной стороны	1	9
34	другой стороны	2	9
35	же точно	10	9
36	вместе с	2	9
37	и не	10	9
38	то же	13	8
39	заключается в	12	8
40	самого начала	1	8
41	в процессе	2	8
42	в основе	11	8
43	с самого	1	8
44	и на	5	8
45	с одной	1	8
46	этой проблемы	1	8
47	нашего исследования	1	8
48	мы не	3	7
49	в самом	12	7
50	в этой	6	7
51	в другом	1	7
52	с тем	11	7
53	в то	5	7
54	мы могли	1	7
55	и ее	3	7
56	так как	12	7
57	что он	13	7
58	же как	4	6
59	в сущности	7	6
60	все это	5	6
61	столь же	4	6
62	независимо от	1	6
63	с этим	4	6
64	могли бы	2	6
65	в себе	2	6
66	в силу	1	6
67	и тем	4	6
68	с этой	4	6
69	по сравнению	2	6
70	и его	7	6
71	о том	6	6
72	исследования и	1	6
73	учения о	2	6
74	связь между	1	6
75	все время	6	6
76	только в	7	6
77	мы можем	3	6
78	тем что	9	6
79	от того	4	6
80	именно в	1	6
81	потому что	21	6
82	сравнению с	2	5
83	из того	2	5
84	бы в	1	5
85	в собственном	1	5
86	и как	7	5
87	но в	3	5
88	то время	3	5
89	на то	11	5
90	он не	6	5
91	и более	4	5
92	на основании	1	5
93	представить себе	3	5
94	если бы	6	5
95	тем самым	1	5
96	для этого	3	5
97	по себе	12	5
98	тому что	4	5
99	как мы	1	5
100	к действительности	2	5
101	и т.д	1	5
102	и что	22	5
103	звуковой стороны	1	5
104	можно сказать	1	5
105	на действительность	1	5
106	так и	3	5
107	что для	7	5
108	ребенка и	1	5
109	что мы	1	5
110	и все	4	5
111	тем более	2	5
112	мы должны	3	5
113	из этого	4	5
114	в какой	2	5
115	в своих	9	5
116	в котором	1	4
117	высшей степени	1	4
118	мышления но	1	4
119	исследования в	1	4
120	время как	3	4
121	в чем	4	4
122	с его	2	4
123	но не	2	4
124	как в	9	4
125	что ребенок	2	4
126	целый ряд	6	4
127	говорит что	7	4
128	и к	3	4
129	все эти	7	4
130	к выводу	1	4
131	что она	16	4
132	при этом	13	4
133	их в	2	4
134	проблемы и	1	4
135	что все	9	4
136	было бы	11	4
137	ни в	2	4
138	в высшей	1	4
139	в своей	3	4
140	не столько	1	4
141	понятий и	1	4
142	не в	8	4
143	убедиться в	1	4
144	этом отношении	5	4
145	с другом	1	4
146	к тому	7	4
147	должен быть	1	4
148	для себя	1	4
149	приводит к	1	4
150	выводу что	1	4
151	в пользу	1	4
152	в свете	2	4
153	мы видим	4	4
154	только что	1	4
155	для всех	1	4
156	в одном	2	4
157	как раз	5	4
158	ее на	1	4
159	до сих	5	4
160	а с	2	4
161	в психологическом	1	4
162	по существу	3	4
163	друг с	1	4
164	мысль с	1	4
165	этого слова	1	4
166	сих пор	5	4
167	стоит только	2	4
168	в результате	1	4
169	хотя бы	3	4
170	в свою	3	4
171	показали что	2	4
172	к этому	1	4
173	как на	5	4
174	смысле слова	1	3
175	отношения к	1	3
176	в сфере	1	3
177	человека и	1	3
178	не остается	2	3
179	сам по	4	3
180	и то	3	3
181	самом деле	16	3
182	как известно	1	3
183	с таким	8	3
184	приходит к	3	3
185	полагает что	2	3
186	оба эти	2	3
187	с но	2	3
188	мы и	1	3
189	из которых	2	3
190	в их	3	3
191	ответ на	2	3
192	в общем	3	3
193	друг от	1	3
194	что они	7	3
195	которые не	3	3
196	нашего сознания	3	3
197	что именно	3	3
198	все же	4	3
199	в которой	2	3
200	что это	8	3
201	он в	3	3
202	из этих	1	3
203	речи но	1	3
204	как он	2	3
205	и если	1	3
206	всех остальных	2	3
207	том чтобы	3	3
208	факт что	1	3
209	его не	1	3
210	на все	5	3
211	к анализу	1	3
212	и мы	6	3
213	между отдельными	1	3
214	показывает что	3	3
215	всегда и	1	3
216	на две	1	3
217	мы хотели	1	3
218	такой же	7	3
219	в которых	3	3
220	должны были	1	3
221	образом и	4	3
222	она не	2	3
223	тогда когда	3	3
224	и остается	1	3
225	в самых	2	3
226	ничего не	4	3
227	во всем	3	3
228	в области	1	3
229	в каком	3	3
230	факта что	1	3
231	могут быть	4	3
232	же самое	6	3
233	что оно	2	3
234	и это	4	3
235	от друга	1	3
236	свою очередь	2	3
237	можно было	7	3
238	об этом	3	3
239	остается ничего	2	3
240	как чисто	1	3
241	этих двух	2	3
242	и следовательно	2	3
243	показывают что	2	3
244	обе эти	1	3
245	этот вопрос	3	3
246	которое мы	1	3
247	связи с	1	3
248	и других	3	3
249	обратиться к	1	3
250	всяком случае	2	3
251	мы находим	2	3
252	вовсе не	2	3
253	на этот	2	3
254	во всех	3	3
255	а не	7	3
256	раньше всего	1	3
257	все более	2	3
258	ко всем	1	3
259	прямо говорит	2	3
260	из основных	1	3
261	этого факта	2	3
262	с мы	1	3
263	тем и	2	3
264	и от	2	3
265	в исследовании	3	3
266	значение в	2	3
267	во всяком	2	3
268	речь идет	1	2
269	он может	1	2
270	другому человеку	1	2
271	и должны	1	2
272	идет о	1	2
273	показать что	5	2
274	и до	4	2
275	почти всегда	1	2
276	едва ли	4	2
277	в зависимости	1	2
278	той же	8	2
279	есть не	4	2
280	что между	1	2
281	что если	6	2
282	оно есть	1	2
283	почти исключительно	1	2
284	вместо того	1	2
285	зависимости от	1	2
286	что его	5	2
287	как если	1	2
288	в ее	2	2
289	со всеми	1	2
290	только тогда	1	2
291	который мы	1	2
292	себе и	2	2
293	за пределы	1	2
294	к сожалению	1	2
295	как говорит	3	2
296	психологической теории	3	2
297	что как	1	2
298	более и	2	2
299	всей этой	1	2
300	когда он	10	2
301	сознания в	1	2
302	и наконец	1	2
303	чем к	2	2
304	в противоположность	1	2
305	в первом	1	2
306	бы и	3	2
307	бы сказать	1	2
308	другого как	2	2
309	в нашем	1	2
310	того факта	1	2
311	нами в	1	2
312	ребенка с	1	2
313	и те	4	2
314	это понятие	1	2
315	главным образом	3	2
