N	2gram	Voloshinov_1	Istorich
1	что он	1	24
2	не только	6	18
3	может быть	8	17
4	мы имеем	1	15
5	и в	13	15
6	никогда не	3	15
7	так как	3	14
8	но и	3	14
9	так же	2	13
10	что в	3	12
11	то что	6	12
12	а в	2	12
13	в этом	2	11
14	об этом	1	11
15	и не	8	11
16	то же	4	10
17	что они	2	10
18	его в	1	10
19	еще не	1	9
20	все же	5	9
21	в другом	2	9
22	и здесь	1	9
23	потому что	1	9
24	связи с	1	8
25	один из	1	8
26	мы можем	4	8
27	мы видим	2	8
28	в нем	2	7
29	таким образом	6	7
30	том что	2	7
31	не в	3	7
32	и пр	7	7
33	вместе с	1	7
34	связана с	3	6
35	мы здесь	1	6
36	то это	1	6
37	но в	4	6
38	и что	1	6
39	в его	7	6
40	мы уже	2	6
41	как бы	6	6
42	в том	2	6
43	только в	6	6
44	же как	1	5
45	и есть	1	5
46	как в	2	5
47	с этим	3	5
48	и наконец	5	5
49	что она	1	5
50	было бы	4	5
51	что при	1	5
52	можно было	1	5
53	так и	3	5
54	к нему	1	5
55	в одном	3	5
56	прежде всего	9	5
57	к которому	1	5
58	а не	2	5
59	в связи	2	5
60	не может	8	5
61	к тому	2	5
62	в ней	2	4
63	в одной	1	4
64	в себе	3	4
65	все эти	2	4
66	в этой	1	4
67	при этом	2	4
68	уже видели	1	4
69	вопрос о	1	4
70	того как	1	4
71	другими словами	1	4
72	или на	1	4
73	в другой	1	4
74	с одной	2	4
75	его и	1	4
76	тем что	2	4
77	и др	2	4
78	связь с	1	4
79	но это	1	4
80	мы должны	6	4
81	одной из	1	4
82	они не	1	4
83	особенно часто	1	3
84	мы не	4	3
85	не совсем	1	3
86	эта связь	1	3
87	на то	1	3
88	подобно тому	1	3
89	здесь мы	3	3
90	он и	1	3
91	не мог	2	3
92	в их	3	3
93	с одним	1	3
94	и его	12	3
95	и это	1	3
96	в себя	1	3
97	так в	1	3
98	роль в	2	3
99	мог бы	2	3
100	по мере	1	3
101	должно было	1	3
102	по отношению	3	3
103	одной стороны	2	3
104	что мы	1	3
105	эти слова	1	3
106	как это	1	3
107	тому как	1	3
