N	3gram	Vygotskiy__3	Problema
1	о том что	3	9
2	с точки зрения	9	8
3	в том что	11	8
4	с другой стороны	5	5
5	и то что	3	3
6	обратить внимание на	1	3
7	вместе с тем	2	3
8	то время как	2	3
9	с одной стороны	5	3
10	а с другой	1	3
11	в то время	2	3
12	можно сказать что	1	3
13	потому что он	1	2
14	никак не может	1	2
15	до сих пор	5	2
16	то и другое	3	2
17	не кто иной	1	2
18	в данном случае	2	2
19	не может быть	1	2
20	потому что они	2	2
21	во всяком случае	2	2
22	но все же	1	2
23	на то что	12	2
24	никак не могут	1	2
25	по этому поводу	1	2
26	для того чтобы	8	2
27	кто иной как	1	2
28	в своей повести	1	1
29	когда в результате	1	1
30	таким образом если	1	1
31	такой же мере	1	1
32	в этом изображении	1	1
33	он хотел бы	1	1
34	же мере в	1	1
35	на самом деле	2	1
36	как это мы	1	1
37	со всей своей	1	1
38	в самом деле	18	1
39	так что в	1	1
40	о том как	2	1
41	в силу того	1	1
42	или вернее сказать	1	1
43	одной стороны это	1	1
44	и то и	3	1
45	к этому что	1	1
46	больше чем это	1	1
47	он говорит о	1	1
48	как мы увидим	2	1
49	мы могли бы	3	1
50	в этом отношении	1	1
51	в наше время	2	1
52	по аналогии с	2	1
53	можно было бы	1	1
54	все же в	2	1
55	ни в какой	1	1
56	с этой точки	1	1
57	то есть на	1	1
58	чем перейти к	1	1
59	что самый этот	1	1
60	вовсе не в	2	1
61	в чем может	1	1
62	в другой басне	1	1
63	они оказываются бессильными	1	1
64	не потому что	1	1
65	как раз в	1	1
66	таким образом мы	1	1
67	прибавим к этому	1	1
68	тот факт что	1	1
69	состоит в том	1	1
70	в которой они	1	1
71	она не принадлежит	1	1
72	и в этом	3	1
73	и как бы	2	1
74	не только как	1	1
75	указывает на то	3	1
76	в такой же	1	1
77	и что она	1	1
78	а вовсе не	2	1
79	что у него	2	1
80	мере в какой	1	1
81	бросается в глаза	1	1
82	что несмотря на	1	1
83	что и здесь	1	1
84	этой точки зрения	1	1
85	и тут же	1	1
86	мы увидим ниже	2	1
87	то есть из	1	1
88	том смысле что	1	1
89	и в людях	1	1
90	и в наше	1	1
91	и вместе с	2	1
92	что в ней	1	1
93	ясно и просто	1	1
94	если обратить внимание	1	1
95	не имеет с	1	1
96	с самого начала	6	1
97	хотя бы в	1	1
98	смысле то есть	1	1
99	надо было бы	2	1
100	и все прочие	2	1
101	нет у нас	1	1
102	в том смысле	2	1
103	в предисловии к	1	1
104	и все же	1	1
105	по его мнению	1	1
106	и как будто	1	1
107	к тому же	1	1
108	и можно сказать	1	1
109	и т д	4	1
