N	2gram	Losev_Dial_2	Formalny
1	т е	30	34
2	и в	19	24
3	в его	1	23
4	прежде всего	8	22
5	и не	30	20
6	так и	10	18
7	и пр	5	17
8	точки зрения	12	16
9	не может	9	16
10	в этом	8	15
11	в нем	10	14
12	может быть	20	14
13	таким образом	4	13
14	на почве	1	13
15	с точки	8	13
16	и т	17	12
17	в своем	4	11
18	как и	10	11
19	в своей	8	11
20	в их	2	11
21	не менее	3	11
22	должно быть	7	11
23	в ней	2	10
24	то же	12	10
25	вовсе не	13	10
26	и ее	1	10
27	и его	5	10
28	и их	3	10
29	а не	16	10
30	в то	6	9
31	и потому	5	9
32	все это	4	9
33	и на	1	8
34	как в	2	8
35	т д	15	8
36	и с	5	8
37	не в	8	8
38	же время	5	8
39	в ее	4	8
40	именно в	2	8
41	то что	14	8
42	на самом	2	7
43	должна быть	5	7
44	с ее	2	7
45	не только	19	7
46	жизни и	6	7
47	и от	3	7
48	но и	12	7
49	еще не	4	6
50	самом деле	4	6
51	отнюдь не	6	6
52	более или	2	6
53	в целом	1	6
54	все эти	2	6
55	в этой	3	6
56	как бы	14	6
57	как таковой	4	6
58	или менее	2	6
59	она не	8	6
60	и здесь	1	6
61	до сих	2	6
62	в том	14	6
63	было бы	3	6
64	в живом	1	6
65	как это	7	6
66	сих пор	2	6
67	форм и	2	6
68	и все	12	6
69	а в	4	6
70	бы ни	2	5
71	хотя бы	4	5
72	во всех	2	5
73	но в	2	5
74	в самом	5	5
75	при этом	4	5
76	по себе	18	5
77	и истории	1	5
78	и до	1	5
79	должны быть	3	5
80	должен быть	1	5
81	как мы	3	5
82	искусства и	1	5
83	что бы	2	5
84	в литературе	1	5
85	того что	6	5
86	только на	1	5
87	с другой	5	5
88	и др	1	5
89	лишь как	1	5
90	в искусстве	2	5
91	в истории	2	4
92	независимо от	4	4
93	и к	7	4
94	в которой	2	4
95	главным образом	1	4
96	не как	2	4
97	в мире	2	4
98	и может	6	4
99	как о	1	4
100	друг друга	1	4
101	только и	2	4
102	как на	1	4
103	оно не	1	4
104	никогда не	9	4
105	отрешения и	1	4
106	познания и	1	4
107	всяком случае	2	4
108	с одной	2	4
109	конечно не	6	4
110	т п	2	4
111	одной стороны	1	4
112	в связи	4	4
113	в частности	2	4
114	стороны и	1	4
115	с этой	1	4
116	быть и	4	4
117	что в	7	4
118	так же	2	4
119	во всяком	2	4
120	культуры и	2	3
121	это и	3	3
122	действительности и	1	3
123	мы не	1	3
124	зависимости от	2	3
125	время в	1	3
126	бы то	1	3
127	но не	6	3
128	со всеми	1	3
129	в общем	2	3
130	и читатель	1	3
131	все же	4	3
132	когда он	1	3
133	и как	10	3
134	и отчасти	1	3
135	в себе	15	3
136	жизнь как	1	3
137	если он	1	3
138	так сказать	1	3
139	он не	4	3
140	всех этих	3	3
141	оно должно	2	3
142	становления и	3	3
143	в каждом	2	3
144	то ни	1	3
145	значение в	1	3
146	на все	2	3
147	его в	3	3
148	в жизни	2	3
149	в них	1	3
150	вещей и	3	3
151	они не	3	3
152	но для	1	3
153	не о	1	3
154	в основе	1	3
155	связи с	4	3
156	не по	2	3
157	отличается от	1	3
158	к тому	2	3
159	здесь не	1	3
160	ясно что	4	3
161	и извне	1	3
162	жизнь и	5	3
163	в широком	2	3
164	наконец в	1	3
165	и всякое	1	3
166	в особенности	1	3
167	со всем	2	3
168	и даже	14	3
169	в области	2	3
170	представлять себе	2	3
171	не было	3	3
172	и непосредственно	1	3
173	его как	1	3
174	ни на	2	3
175	или иного	1	3
176	ничем не	1	3
177	но это	7	3
178	это последнее	1	3
179	каждой из	1	3
180	же в	2	3
181	что он	6	3
182	же как	3	2
183	чтобы не	6	2
184	е как	1	2
185	этом пункте	1	2
186	и это	5	2
187	тех же	1	2
188	самый предмет	1	2
189	оно было	1	2
190	в зависимости	2	2
191	его не	2	2
192	как таковым	2	2
193	сами же	1	2
194	вопрос о	3	2
195	литературы и	1	2
196	всем этим	1	2
197	а только	3	2
198	и всякий	1	2
199	нет и	1	2
200	за пределы	4	2
