N	3gram	Losev_Dial_1	Russkaja
1	друг с другом	1	14
2	то же время	4	10
3	в то же	4	10
4	с точки зрения	12	9
5	в том что	7	7
6	на самом деле	2	6
7	во всяком случае	2	6
8	для того чтобы	1	6
9	а между тем	1	5
10	до сих пор	2	5
11	более или менее	3	4
12	на то что	4	4
13	не может быть	3	4
14	можно было бы	4	3
15	в конце концов	3	3
16	той или иной	3	3
17	точно так же	2	2
18	только в том	1	2
19	что он не	2	2
20	но она не	1	2
21	о том что	2	2
22	друг от друга	1	2
23	к тому что	2	2
24	сама по себе	8	2
25	она не может	1	2
26	но и к	1	2
27	ставит себя в	1	1
28	ее целиком в	1	1
29	что же это	1	1
30	ни того ни	1	1
31	уже знаем что	1	1
32	или хотя бы	2	1
33	по существу ничем	1	1
34	он на самом	1	1
35	заключается не в	1	1
36	дело в том	1	1
37	каждая из них	1	1
38	что в этих	1	1
39	в самом деле	1	1
40	их нисколько не	1	1
41	но даже и	1	1
42	то же самое	1	1
43	мы уже знаем	1	1
44	и то и	2	1
45	до известной степени	1	1
46	на точку зрения	2	1
47	было бы показать	1	1
48	это значило бы	1	1
49	представить себе что	1	1
50	только то что	3	1
51	в этом отношении	2	1
52	ко всему этому	1	1
53	но для этого	1	1
54	того ни другого	1	1
55	это как не	1	1
56	что все это	1	1
57	с другом в	1	1
58	несмотря на то	2	1
59	по крайней мере	4	1
60	то и другое	2	1
61	могут не быть	1	1
62	есть то что	1	1
63	отнюдь не является	1	1
64	жизни и в	1	1
65	не есть только	1	1
66	и в частности	2	1
67	никогда не был	1	1
68	можно сказать только	1	1
69	в том чтобы	1	1
70	что и то	1	1
71	самом деле ничего	1	1
72	но в то	1	1
73	и должно быть	1	1
74	и в этом	3	1
75	себе но она	1	1
76	во всех этих	1	1
77	прежде всего необходимо	2	1
78	ни на каком	1	1
79	в связи с	1	1
80	если бы все	1	1
81	сказать только то	1	1
82	это конечно не	2	1
83	друг к другу	2	1
84	и говорить что	1	1
85	в полной мере	1	1
86	потому что и	2	1
87	что он есть	1	1
88	а в том	1	1
89	существу ничем не	1	1
90	того и другого	1	1
91	в этом и	1	1
92	тех или иных	1	1
93	это и есть	2	1
94	к своей будущей	1	1
95	содержат в себе	2	1
96	себя в то	1	1
97	с самого начала	1	1
98	но все же	1	1
99	и есть самое	1	1
100	но мы уже	1	1
101	тем не менее	1	1
102	и ни от	1	1
103	нечего и говорить	1	1
104	что это как	1	1
105	на первый взгляд	1	1
106	к тому же	1	1
107	именно с точки	1	1
108	том что для	1	1
