N	3gram	Vinokur_St_3	slovoVRo
1	и т п	6	23
2	то же время	3	12
3	в то же	3	12
4	в той или	1	9
5	той или иной	1	9
6	с точки зрения	4	8
7	не может не	1	5
8	во всяком случае	4	5
9	и т д	2	5
10	с одной стороны	2	4
11	с другой стороны	4	4
12	более или менее	1	3
13	таким образом в	1	3
14	в известной степени	1	2
15	всегда в той	1	2
16	до сих пор	2	2
17	в лучшем случае	1	2
18	одновременно и в	1	2
19	не укладывается в	1	2
20	то время как	4	2
21	в другом случае	1	2
22	не только в	3	2
23	в них как	1	2
24	в то время	4	2
25	в известном смысле	1	2
26	и в этом	2	2
27	в свою очередь	1	2
28	к тому что	2	2
29	можно было бы	1	2
30	и в другом	1	2
31	одной и той	1	1
32	прежде всего в	3	1
33	и той же	1	1
34	но это не	3	1
35	и так сказать	1	1
36	он может быть	1	1
37	и не в	2	1
38	но и в	2	1
39	в этом отношении	4	1
40	находит свое выражение	1	1
41	в последние десятилетия	1	1
42	а иногда и	1	1
43	с этой точки	1	1
44	по крайней мере	4	1
45	ни в какой	1	1
46	и в частности	1	1
47	а как бы	1	1
48	от которого он	1	1
49	может быть не	1	1
50	мы имеем в	2	1
51	преимущественно в речах	1	1
52	вместе со своим	1	1
53	во всех этих	2	1
54	в какой степени	1	1
55	так или иначе	1	1
56	и сам он	1	1
57	несет на себе	1	1
58	не может быть	5	1
59	в свое время	1	1
60	свою точку зрения	1	1
61	до наших дней	1	1
62	такая точка зрения	1	1
63	тем не менее	2	1
64	характерные для того	1	1
65	и во всяком	1	1
66	о том что	4	1
67	там где они	1	1
68	его отношение к	1	1
69	у него есть	2	1
70	на протяжении всего	1	1
71	в одном из	1	1
72	в результате этой	1	1
73	этой точки зрения	1	1
74	с самого начала	2	1
75	не только не	1	1
76	т п в	1	1
77	можно сказать что	1	1
78	время как основные	1	1
79	и на почве	1	1
80	для того чтобы	1	1
81	влияние на его	1	1
82	в том что	11	1
83	как мы видели	1	1
