N	2gram	Bakhtin_sl_1	Tragedij
1	и в	41	18
2	в романе	21	10
3	в этом	12	9
4	в бесах	1	9
5	не только	16	8
6	и с	4	7
7	и на	14	7
8	может быть	14	7
9	как бы	12	7
10	и не	16	7
11	но в	8	6
12	и его	14	6
13	же время	12	6
14	у него	3	6
15	то же	14	5
16	все же	7	5
17	это не	6	5
18	как и	4	5
19	несмотря на	1	5
20	в то	14	5
21	так и	11	5
22	не может	14	5
23	еще не	4	4
24	в себе	3	4
25	в целом	2	4
26	в этой	1	4
27	в нем	30	4
28	том что	2	4
29	и что	1	4
30	но и	16	4
31	и даже	6	4
32	прежде всего	8	4
33	так же	2	4
34	но это	1	4
35	все это	5	4
36	и все	4	4
37	к людям	1	3
38	и он	1	3
39	как в	8	3
40	в своем	3	3
41	все эти	9	3
42	при этом	6	3
43	то есть	26	3
44	должно быть	2	3
45	о чем	1	3
46	с ее	4	3
47	и сам	3	3
48	жизнь и	1	3
49	с ним	7	3
50	к нему	5	3
51	в его	13	3
52	один из	4	3
53	романа и	5	3
54	для него	3	3
55	в основном	3	3
56	в первом	3	2
57	из самых	1	2
58	и до	1	2
59	а как	2	2
60	из своих	2	2
61	никогда не	3	2
62	и то	2	2
63	он был	1	2
64	не был	1	2
65	столь же	2	2
66	с его	4	2
67	автора но	1	2
68	отношение к	7	2
69	отличие от	1	2
70	не просто	1	2
71	так что	2	2
72	перед нами	4	2
73	в самом	5	2
74	в письмах	1	2
75	бы и	3	2
76	то и	1	2
77	жизнью и	1	2
78	он не	3	2
79	что же?	1	2
80	что она	1	2
81	что все	2	2
82	его в	3	2
83	в это	1	2
84	ни в	1	2
85	в отличие	1	2
86	что говорит	1	2
87	одном из	1	2
88	не в	7	2
89	вместе со	2	2
90	одна из	2	2
91	не могут	3	2
92	его за	1	2
93	он и	1	2
94	к тому	3	2
95	и это	1	2
96	в ее	2	2
97	данном случае	3	2
98	как у	1	2
99	ничего не	4	2
100	и здесь	3	2
101	о том	3	2
102	что и	1	2
103	в том	3	2
104	между этими	2	2
105	и ее	3	2
106	уже не	2	2
107	в виде	2	2
108	в душе	1	2
109	в известной	2	2
110	в одном	2	2
111	друг друга	3	2
112	чем он	2	2
113	до конца	12	2
114	ничем не	1	2
115	в данном	3	2
116	и дети	1	2
117	потому что	2	2
118	личности и	1	2
119	отцы и	1	2
120	состоит из	1	2
121	в частности	2	2
122	в таком	1	2
123	а между	2	1
124	только он	1	1
125	сохраняет свое	1	1
126	ту же	4	1
127	и т	28	1
128	одним из	4	1
129	например в	2	1
130	с жизнью	1	1
131	и др	14	1
132	силы и	1	1
133	к своей	2	1
134	и есть	1	1
135	от самого	1	1
136	за все	1	1
137	в мыслях	1	1
138	века в	2	1
139	той же	2	1
140	смотреть на	1	1
141	что уже	1	1
142	роман в	2	1
143	в виду	1	1
144	начала в	1	1
145	как свой	1	1
146	в ней	4	1
147	относит к	1	1
148	между собой	2	1
149	во всех	17	1
150	не исчерпываются	1	1
151	но не	2	1
152	могло быть	1	1
153	но как	1	1
154	в противовес	1	1
155	свою жизнь	1	1
156	друга и	1	1
157	за пределы	4	1
158	в настоящем	1	1
159	его романа	1	1
160	в истории	3	1
161	и наконец	4	1
162	резко выраженная	1	1
163	стиля и	7	1
164	них он	1	1
165	отнесены к	1	1
166	именно эта	2	1
167	то в	2	1
168	в которой	4	1
169	автор в	1	1
170	сливается с	2	1
171	он в	5	1
172	бы не	1	1
173	и создается	1	1
174	только один	1	1
175	говорит не	1	1
176	не могла	2	1
177	и если	1	1
178	вообще не	3	1
179	в переводе	1	1
180	так сказать	5	1
181	одному из	2	1
182	перестает быть	2	1
183	не значит	1	1
184	и использует	1	1
185	чем у	1	1
186	к одному	1	1
187	до xx	1	1
188	не к	1	1
189	не как	4	1
190	по всем	1	1
191	ориентация на	1	1
192	и по	2	1
193	на этом	2	1
194	дистанции между	4	1
195	таким образом	9	1
196	а затем	1	1
197	же не	1	1
198	в другом	2	1
199	конечно в	1	1
200	самого автора	2	1
201	на ту	2	1
202	на все	2	1
203	лишь в	4	1
204	потому как	1	1
205	это было	1	1
206	заключается в	1	1
207	быть не	1	1
208	лишь на	3	1
209	но уже	1	1
210	в них	6	1
211	этого не	1	1
212	и вне	1	1
213	нет своего	1	1
214	и прямо	3	1
215	с принципиальной	1	1
216	но если	1	1
217	в своей	7	1
218	к истории	1	1
219	наших дней	1	1
220	в котором	2	1
221	не столько	1	1
222	сам же	1	1
223	но он	2	1
224	тем не	1	1
225	речи в	4	1
226	с такими	1	1
227	на всю	3	1
228	первым словом	1	1
229	тому что	2	1
230	не менее	1	1
231	xviii века	2	1
232	она не	3	1
233	самого начала	1	1
234	на котором	1	1
235	и непосредственного	1	1
236	как его	5	1
237	виду не	1	1
238	он еще	1	1
239	но только	1	1
240	глава i	1	1
241	только не	1	1
242	как во	1	1
243	этими словами	1	1
244	характерна и	1	1
245	в самой	1	1
246	по своей	1	1
247	для нас	2	1
248	связи с	2	1
249	входят в	1	1
250	в стиле	1	1
251	xx века	2	1
252	такая точка	1	1
253	своей книге	1	1
254	могут быть	19	1
255	и чужой	1	1
256	его с	1	1
257	быть отнесены	1	1
258	не есть	2	1
259	как мы	8	1
260	и о	2	1
261	того чтобы	1	1
262	с каким	1	1
263	романе в	3	1
264	с самого	1	1
265	роль в	2	1
266	можно было	2	1
267	в диалог	1	1
268	тем чем	3	1
269	входит и	1	1
270	она всегда	1	1
271	а также	2	1
272	чтобы не	1	1
273	роман и	5	1
274	от него	1	1
275	романа как	2	1
276	между тем	2	1
277	нуждается в	1	1
278	в форме	1	1
279	романа в	3	1
280	все время	3	1
281	развернута в	1	1
282	и она	1	1
283	в литературе	1	1
284	того что	3	1
285	отталкивание от	1	1
286	мы видим	2	1
287	с ними	3	1
288	только в	6	1
289	во всем	1	1
290	в самое	1	1
291	с одной	4	1
292	именно на	1	1
293	вот что	1	1
294	есть в	1	1
295	только на	2	1
296	же была	1	1
297	дело с	1	1
298	и чисто	3	1
299	в общем	1	1
300	характерно что	2	1
301	него нет	1	1
302	и их	1	1
303	всяком случае	5	1
304	слова в	8	1
305	т п	23	1
306	его речь	1	1
307	с этими	2	1
308	к ним	1	1
309	рядом с	4	1
310	в особенности	8	1
311	именно в	3	1
312	что не	1	1
313	социальной жизни	1	1
314	только по	1	1
315	не было	3	1
316	а на	2	1
317	на этот	1	1
318	а не	15	1
319	с которым	2	1
320	его как	2	1
321	на смерть	1	1
322	этом случае	2	1
323	с помощью	1	1
324	о себе	1	1
325	эти слова	2	1
326	вместе с	1	1
327	до этого	1	1
328	ко всем	1	1
329	и потому	4	1
330	своего слова	2	1
331	в духе	2	1
332	не из	2	1
333	в романах	2	1
334	в той	10	1
335	речью которая	1	1
336	слова он	1	1
337	это его	1	1
338	петровича с	1	1
339	него есть	1	1
340	для понимания	2	1
341	этого слова	1	1
342	с этой	3	1
343	и от	4	1
344	в условиях	2	1
345	образа объясняется	1	1
346	такой образ	1	1
347	на одной	1	1
348	цветов и	1	1
349	не является	2	1
350	известной степени	4	1
351	тем и	2	1
352	только теперь	1	1
353	жив и	1	1
354	за свое	1	1
355	в результате	3	1
356	в двух	1	1
357	о нем	4	1
358	это может	1	1
359	из тургенева	1	1
360	такие слова	1	1
361	бы в	1	1
362	и совершенно	1	1
363	но у	1	1
364	хотя бы	3	1
365	обстоит дело	2	1
366	же берется	1	1
367	героя и	1	1
368	героев романа	2	1
369	совершенно не	2	1
370	объект для	1	1
371	есть и	1	1
372	строится на	1	1
373	время он	1	1
374	из романа	2	1
375	и эта	2	1
376	во всяком	7	1
