N	4gram	Trubetskoy_1	Problemy
1	в то же время	2	5
2	мы уже говорили что	1	2
3	одно и то же	1	2
4	в то время как	1	2
5	тем не менее в	1	1
6	до сих пор не	2	1
7	бы то ни было	2	1
8	и не может быть	1	1
9	и в том и	1	1
10	в том и в	1	1
11	в том числе и	1	1
12	что до сих пор	1	1
13	в том или ином	1	1
14	и в другом случае	1	1
15	и до сих пор	1	1
16	о котором идет речь	5	1
17	в том что он	1	1
18	дело в том что	1	1
19	том и в другом	1	1
20	таким образом как бы	1	1
21	и так или иначе	1	1
22	о том что он	1	1
23	с точки зрения всякой	1	1
24	нами до сих пор	1	1
25	а может быть и	1	1
