N	3gram	Propp_Isto_1	FransuaR
1	до сих пор	5	8
2	в большинстве случаев	4	6
3	в том что	4	6
4	в другом месте	1	3
5	большей или меньшей	2	3
6	таким образом и	1	3
7	в большей или	1	3
8	в связи с	3	3
9	мы видели что	2	3
10	более или менее	5	2
11	и в особенности	1	2
12	в средние века	1	2
13	бы то ни	2	2
14	но в то	1	2
15	с одной стороны	4	2
16	дело в том	3	2
17	в то время	3	2
18	в нем и	1	2
19	о том что	3	2
20	с другой стороны	5	2
21	мы видим что	8	2
22	для того чтобы	1	2
23	не может быть	7	2
24	том что она	1	1
25	у своего отца	1	1
26	на войну и	1	1
27	и в ней	3	1
28	и глубже чем	1	1
29	с природой и	1	1
30	так например мы	1	1
31	ключ к пониманию	1	1
32	какой бы то	1	1
33	прежде всего в	1	1
34	по отношению к	3	1
35	как один из	1	1
36	пор мы рассматривали	1	1
37	то что обычно	1	1
38	подобно тому как	1	1
39	что для того	1	1
40	одной стороны и	1	1
41	и у всех	1	1
42	до известной степени	1	1
43	в таких случаях	2	1
44	вместе с тем	2	1
45	видели что и	1	1
46	в отличие от	2	1
47	так как его	1	1
48	но и в	2	1
49	на самом же	1	1
50	в этом отношении	1	1
51	но он не	1	1
52	ясных для нас	1	1
53	из которых мы	1	1
54	шире и глубже	1	1
55	о том как	1	1
56	что это за	3	1
57	в ту же	1	1
58	если бы мы	2	1
59	сих пор мы	2	1
60	ни с какими	1	1
61	то ни было	2	1
62	если бы в	1	1
63	обстоит дело с	2	1
64	и в этом	1	1
65	не в том	1	1
66	все же не	2	1
67	это конечно не	2	1
68	тем или иным	1	1
69	самом же деле	1	1
70	до наших дней	1	1
71	только то что	1	1
72	таким образом в	1	1
73	мы не можем	2	1
74	в античности и	1	1
75	влекут за собой	1	1
76	никогда не может	1	1
77	мы не будем	3	1
78	приведем еще один	1	1
79	с самого начала	2	1
80	вопрос о том	2	1
81	в реальной действительности	1	1
82	тесно связан с	1	1
83	в этом смысле	1	1
84	их возникновение и	1	1
85	после того как	1	1
86	можно было бы	3	1
87	друг с другом	3	1
88	и в нем	1	1
89	но отчего же	1	1
90	к тому же	1	1
91	то же самое	3	1
