N	3gram	Vygotskiy__2	VeschiIm
1	не может быть	6	18
2	бы то ни	1	9
3	то ни было	1	9
4	в том что	21	6
5	на то что	6	6
6	с точки зрения	18	4
7	и то что	1	4
8	более или менее	2	3
9	в самом деле	4	3
10	подобно тому как	2	3
11	сам по себе	1	3
12	это значило бы	1	3
13	из того что	4	3
14	в собственном смысле	3	3
15	можно было бы	5	3
16	то и другое	1	3
17	указывает на то	1	3
18	только то что	1	3
19	само по себе	2	3
20	сама по себе	2	3
21	в отрыве от	1	3
22	не может не	1	2
23	можно сказать что	1	2
24	этой точки зрения	1	2
25	дело в том	1	2
26	какого бы то	1	2
27	как бы ни	1	2
28	о том как	1	2
29	мы находим в	1	2
30	если оно не	1	2
31	и в частности	1	2
32	то что оно	1	2
33	в данном случае	3	2
34	заключается в том	7	2
35	что это есть	1	2
36	но что же	1	2
37	должно быть понято	1	2
38	она не может	1	2
39	но в чем	1	2
40	оба эти момента	1	1
41	того же типа	1	1
42	которое приводит к	1	1
43	что она не	1	1
44	мы видим таким	1	1
45	только и может	1	1
46	и более или	1	1
47	в самом первичном	1	1
48	того что в	2	1
49	это было бы	1	1
50	опыт как бы	1	1
51	как и во	1	1
52	от той которую	1	1
53	в этом смысле	2	1
54	том что он	1	1
55	должен признать что	1	1
56	одной стороны и	2	1
57	на первый план	1	1
58	существует не только	1	1
59	что с точки	1	1
60	до сих пор	1	1
61	тот или иной	1	1
62	с этой характеристикой	1	1
63	в сущности в	1	1
64	в зависимости от	6	1
65	и со стороны	1	1
66	сами по себе	1	1
67	самом деле не	1	1
68	что он не	2	1
69	что как бы	1	1
70	не имеет никакого	1	1
71	оно вообще не	1	1
72	к пониманию и	1	1
73	по самому своему	1	1
74	хотя бы и	2	1
75	как раз в	2	1
76	потому что он	2	1
77	в применении к	1	1
78	так же как	1	1
79	или хотя бы	1	1
80	то что для	1	1
81	не потому что	2	1
82	в результате такого	1	1
83	в том чтобы	4	1
84	мы не знаем	1	1
85	таким образом и	1	1
86	то что уже	1	1
87	с одной стороны	7	1
88	же есть не	1	1
89	смысле этого слова	3	1
90	и потому что	1	1
91	же это не	1	1
92	что у них	1	1
93	не в том	1	1
94	той и другой	2	1
95	эта точка зрения	1	1
96	же точно образом	1	1
97	с другой стороны	1	1
98	когда мы говорим	1	1
99	речь идет о	2	1
100	на вопрос о	2	1
101	и все же	1	1
102	самим по себе	1	1
103	только на то	1	1
104	во всяком случае	6	1
105	мы не можем	3	1
106	том смысле что	1	1
107	каких условиях не	1	1
108	исходить из того	1	1
109	о том что	4	1
110	таким же точно	1	1
111	но эта точка	1	1
112	не только не	1	1
113	видим таким образом	1	1
114	вопрос о том	2	1
115	вместо того чтобы	1	1
116	именно потому что	1	1
117	для того чтобы	10	1
118	в том смысле	1	1
119	не только то	1	1
120	друг с другом	2	1
121	только тогда когда	2	1
122	несмотря на все	1	1
123	и только в	1	1
