N	2gram	Voloshinov_1	Stilisti
1	и в	3	42
2	не только	1	27
3	но и	1	15
4	то же	1	15
5	и не	1	14
6	социального общения	2	14
7	не может	4	12
8	может быть	1	12
9	точки зрения	1	11
10	ситуации и	1	10
11	в то	1	9
12	в ней	1	8
13	же время	1	7
14	а не	1	7
15	и на	1	7
16	в его	1	5
17	тому что	1	5
18	с точки	1	5
19	бы в	1	4
20	аудитории и	1	4
21	речь и	1	4
22	к тому	1	4
23	один из	2	4
24	в каждом	1	4
25	мы видим	1	4
26	общения и	2	4
27	если бы	1	4
28	связи с	1	3
29	и все	1	3
30	всякого высказывания	1	3
31	и аудитории	1	3
32	нет и	1	3
33	во второй	1	3
34	и тому	1	3
35	и форму	1	2
36	и больше	1	2
37	для него	1	2
38	в языке	1	2
39	ни один	1	2
40	нуждаются в	1	2
41	несмотря на	1	2
42	может не	1	1
43	может и	1	1
44	сил которые	1	1
45	бы на	1	1
46	художественная речь	1	1
47	не менее	1	1
48	организующих сил	1	1
49	вполне понятно	1	1
50	и предварительно	1	1
51	с другими	1	1
52	если в	2	1
53	ведь жанр	1	1
54	самых первых	1	1
55	о художественной	1	1
56	не смог	1	1
57	языка как	1	1
58	социальной борьбы	1	1
59	которые определяют	1	1
60	его классовых	1	1
61	с теми	1	1
62	именно с	1	1
63	на месте	1	1
64	теми или	1	1
65	в конкретном	1	1
66	из этих	1	1
67	вообще всякого	1	1
68	этого общения	1	1
69	лучше всего	1	1
70	при анализе	1	1
71	в особенности	1	1
72	социально-иерархического взаимоотношения	1	1
73	он в	1	1
74	понимания этого	1	1
75	или иными	1	1
76	язык как	1	1
77	и событий	1	1
78	бессилия и	1	1
79	не из	1	1
80	себе все	1	1
81	художественного произведения	1	1
