N	2gram	Ircho_Kome_1	slovoVRo
1	и в	22	41
2	в нем	4	30
3	и т	9	28
4	то есть	1	26
5	т п	5	23
6	могут быть	3	19
7	во всех	1	17
8	не только	10	16
9	и не	8	16
10	точки зрения	4	16
11	но и	11	16
12	то же	6	14
13	и на	3	14
14	в то	10	14
15	и его	8	14
16	может быть	9	14
17	и др	1	14
18	не может	2	14
19	слова и	1	13
20	в сущности	2	13
21	в его	5	13
22	в этом	3	12
23	до конца	2	12
24	же время	4	12
25	как бы	1	12
26	так и	5	11
27	в большинстве	1	10
28	в той	1	10
29	слово в	1	10
30	себя в	1	9
31	таким образом	8	9
32	как в	5	8
33	но в	4	8
34	на его	5	8
35	как мы	4	8
36	в особенности	1	8
37	или в	2	8
38	прежде всего	5	8
39	отношение к	3	7
40	все же	3	7
41	не в	6	7
42	вовсе не	2	7
43	с ним	1	7
44	зрения на	1	7
45	и следовательно	1	7
46	во всяком	2	7
47	того же	2	6
48	при этом	5	6
49	в них	3	6
50	к своему	1	6
51	в отношении	6	6
52	только в	3	6
53	большинстве случаев	1	6
54	и даже	5	6
55	по своим	1	6
56	а в	6	6
57	отношении к	1	6
58	и к	1	5
59	в самом	2	5
60	он в	1	5
61	т д	4	5
62	далеко не	1	5
63	всяком случае	2	5
64	все это	5	5
65	со своим	5	5
66	и мир	2	5
67	к нему	2	5
68	точек зрения	2	5
69	с другой	5	5
70	еще более	1	5
71	ту же	2	4
72	одним из	1	4
73	в ней	1	4
74	еще не	2	4
75	за пределы	2	4
76	перед нами	1	4
77	в которой	6	4
78	в каждом	1	4
79	и с	3	4
80	как и	9	4
81	в их	4	4
82	том же	1	4
83	и для	1	4
84	с ее	2	4
85	ничего не	3	4
86	о нем	1	4
87	все его	1	4
88	большей или	1	4
89	один из	5	4
90	ли он	1	4
91	с одной	3	4
92	или меньшей	1	4
93	одной стороны	3	4
94	и все	3	4
95	и потому	1	4
96	и формы	2	4
97	здесь в	3	4
98	другой стороны	5	4
99	также и	1	3
100	или к	1	3
101	его же	1	3
102	почти всегда	2	3
103	в зависимости	1	3
104	зависимости от	1	3
105	данном случае	1	3
106	в своем	1	3
107	более или	1	3
108	из этих	1	3
109	в себе	2	3
110	связанные с	2	3
111	и сам	3	3
112	конца и	1	3
113	и почти	1	3
114	его в	3	3
115	было бы	2	3
116	он не	3	3
117	или менее	2	3
118	и ее	3	3
119	которые в	1	3
120	на всю	3	3
121	следовательно и	1	3
122	и здесь	2	3
123	не могут	1	3
124	в других	2	3
125	к тому	6	3
126	и этим	1	3
127	образом в	2	3
128	формы и	1	3
129	о том	8	3
130	и во	2	3
131	того что	1	3
132	в том	11	3
133	поэтому и	1	3
134	бы ни	1	3
135	в качестве	4	3
136	и других	7	3
137	из них	10	3
138	так как	4	3
139	друг друга	1	3
140	у него	3	3
141	именно в	4	3
142	в свою	2	3
143	в истории	5	3
144	с этим	1	3
145	в данном	1	3
146	по существу	1	3
147	с этой	1	3
148	в основном	1	3
149	при всем	2	3
150	мы найдем	2	3
151	в результате	4	3
152	хотя бы	1	3
153	одной из	3	3
154	всем различии	1	3
155	а между	1	2
156	на самом	1	2
157	то в	1	2
158	в котором	4	2
159	мы уже	1	2
160	той же	1	2
161	а как	1	2
162	мы не	3	2
163	же как	3	2
164	из своих	1	2
165	на правах	1	2
166	время как	4	2
167	это отношение	1	2
168	мы и	1	2
169	и заставляет	1	2
170	столь же	2	2
171	по своему	3	2
172	различия между	1	2
173	он может	1	2
174	но не	2	2
175	что они	4	2
176	сих пор	2	2
177	хотя и	3	2
178	в целом	3	2
179	в известном	2	2
180	другом случае	1	2
181	и те	1	2
182	не могла	1	2
183	время и	2	2
184	одному из	2	2
185	и по	6	2
186	на этом	2	2
187	одному и	1	2
188	те же	1	2
189	на все	2	2
190	всю его	1	2
191	для них	2	2
192	том что	12	2
193	в эту	1	2
194	в этих	1	2
195	самого поэта	1	2
196	однако этот	1	2
197	но он	2	2
198	друг другу	1	2
199	и эти	1	2
200	даже в	3	2
201	тому что	1	2
202	в самых	1	2
203	или вовсе	3	2
204	из него	1	2
205	в сознании	3	2
206	ему не	1	2
207	у нас	3	2
208	в духе	1	2
209	на протяжении	4	2
210	света в	1	2
211	и о	3	2
212	то время	5	2
213	при всех	1	2
214	так в	4	2
215	роль в	1	2
216	на том	1	2
217	можно было	1	2
218	иногда в	1	2
219	в другом	4	2
220	одного из	6	2
221	а также	4	2
222	нас в	2	2
223	жизни но	1	2
224	в пародийном	1	2
225	наконец в	1	2
226	облик и	1	2
227	и одновременно	3	2
228	между тем	5	2
229	и тем	2	2
230	так что	1	2
231	и у	3	2
232	только на	1	2
233	в виде	3	2
234	в одном	8	2
235	для того	1	2
236	до сих	2	2
237	а с	1	2
238	на которые	2	2
239	пародии на	1	2
240	персонажей или	1	2
241	мнение о	1	2
242	поэта в	1	2
243	совершенно не	1	2
244	что все	1	2
245	связь с	1	2
246	в частности	3	2
247	эти слова	1	2
248	так же	3	2
249	его как	1	2
250	такого рода	6	2
251	речь в	1	2
252	в условиях	1	2
253	как раз	3	2
254	одна из	2	2
255	и другим	1	2
256	у них	1	2
257	потому что	5	2
258	ни было	2	2
259	обстоит дело	1	2
260	с ней	1	2
261	сказать что	1	2
262	автора в	1	2
263	и эта	1	2
264	к этому	4	2
265	как известно	2	1
266	своей социальной	1	1
267	к полному	1	1
268	к людям	2	1
269	вообще одна	1	1
270	не остается	1	1
271	тех же	2	1
272	из самых	1	1
273	мировоззрения и	1	1
274	из его	4	1
275	конечно в	1	1
276	последние два	1	1
277	из персонажей	2	1
278	а напротив	1	1
279	из всех	2	1
280	со всех	1	1
281	для своего	1	1
282	что уже	1	1
283	как из	3	1
284	именно к	1	1
285	место в	3	1
286	высказывания в	1	1
287	об использовании	1	1
288	как впрочем	1	1
289	и он	1	1
290	всех сторон	1	1
291	собой в	1	1
292	сложнее обстоит	1	1
293	он был	2	1
294	в последних	3	1
295	бы то	2	1
296	только два	1	1
297	стилистических приемов	1	1
298	как целое	1	1
299	в в	4	1
300	а только	1	1
301	не входит	1	1
302	не все	1	1
303	найдем ту	1	1
304	в общем	1	1
305	отличие от	2	1
306	в свои	3	1
307	в настоящем	2	1
308	и речевых	1	1
309	из уст	1	1
310	в значительной	1	1
311	в течение	3	1
312	целый ряд	1	1
313	так уже	1	1
314	что по	2	1
315	его к	1	1
316	всего как	1	1
317	в действительности	2	1
318	них он	1	1
319	в этот	1	1
320	за все	1	1
321	своего выражения	1	1
322	в себя	2	1
323	отношения с	1	1
324	так или	1	1
325	бы не	1	1
326	сущности и	1	1
327	различии в	1	1
328	близости к	1	1
329	в этой	7	1
330	свет на	1	1
331	и тот	1	1
332	только один	2	1
333	чем его	1	1
334	на то	3	1
335	и противоречий	1	1
336	что она	1	1
337	к миру	1	1
338	от которого	1	1
339	что же?	1	1
340	которой на	1	1
341	к одному	1	1
342	не к	2	1
343	формы его	1	1
344	нашего времени	1	1
345	по аналогии	1	1
346	с такими	1	1
347	человека в	1	1
348	образованием и	1	1
349	значительной степени	1	1
350	то ни	2	1
351	в состоянии	2	1
352	поэтому мы	2	1
353	не дает	1	1
354	является конечно	1	1
355	них не	1	1
356	особенно в	1	1
357	ответственного за	1	1
358	этой силы	1	1
359	чаще всего	3	1
360	в жизни	1	1
361	ни в	6	1
362	о которых	5	1
363	ни одной	2	1
364	его стихи	1	1
365	и уже	1	1
366	всегда и	1	1
367	несмотря на	4	1
368	мы видели	2	1
369	который они	1	1
370	на этот	1	1
371	сложившихся в	1	1
372	в еще	1	1
373	места в	1	1
374	конкретные вопросы	1	1
375	но если	1	1
376	наших дней	1	1
377	и без	2	1
378	в отличие	1	1
379	в которых	1	1
380	политического деятеля	1	1
381	одном из	4	1
382	из области	1	1
383	мнения и	1	1
384	тем не	2	1
385	и более	1	1
386	однако в	3	1
387	не менее	3	1
388	самого начала	1	1
389	правда в	2	1
390	которого он	1	1
391	прошлого века	1	1
392	он еще	1	1
393	того чтобы	1	1
394	связанное с	1	1
395	к концу	1	1
396	по своей	2	1
397	людей и	1	1
398	на себе	1	1
399	во всем	1	1
400	можно рассматривать	1	1
401	не получает	1	1
402	не столь	1	1
403	аристотеля и	1	1
404	этом отношении	3	1
405	за ними	1	1
406	в каком	1	1
407	иронии и	1	1
408	в специальном	1	1
409	иногда даже	1	1
410	не знаем	1	1
411	влияния в	1	1
412	всего в	3	1
413	его с	1	1
414	как свой	1	1
415	быть отнесены	1	1
416	например на	1	1
417	на это	1	1
418	и это	1	1
419	же не	1	1
420	учением о	1	1
421	с самого	1	1
422	культуры и	1	1
423	приводит к	1	1
424	в нескольких	1	1
425	почти каждый	1	1
426	каждого из	1	1
427	в споре	2	1
428	оно все	1	1
429	остаться в	3	1
430	это только	1	1
431	наше внимание	1	1
432	жизнь и	1	1
433	всех возможных	1	1
434	для этого	2	1
435	со стороны	2	1
436	находится в	2	1
437	именно потому	2	1
438	за свое	1	1
439	возникшее в	1	1
440	и что	1	1
441	как у	1	1
442	это было	1	1
443	слово может	1	1
444	нуждается в	1	1
445	что и	4	1
446	ибо и	1	1
447	и только	1	1
448	богатство и	1	1
449	которые он	2	1
450	непосредственно в	1	1
451	а его	1	1
452	и она	1	1
453	в литературе	1	1
454	в двух	1	1
455	тот же	3	1
456	п в	1	1
457	дело с	1	1
458	которым он	1	1
459	явления в	1	1
460	в стороне	1	1
461	мы ничего	1	1
462	именно на	2	1
463	в эти	2	1
464	между отдельными	1	1
465	до наших	1	1
466	отнести к	1	1
467	вернуться к	2	1
468	в начале	3	1
469	не принимает	1	1
470	в душе	1	1
471	к своим	1	1
472	на чужой	1	1
473	раз на	2	1
474	среди которых	1	1
475	каждый из	3	1
476	чтобы не	1	1
477	от того	1	1
478	в форме	2	1
479	протяжении всего	2	1
480	или иначе	1	1
481	с известным	1	1
482	эти две	1	1
483	и прежде	1	1
484	в ряде	1	1
485	поля зрения	1	1
486	человек может	1	1
487	он считал	1	1
488	его из	1	1
489	то и	2	1
490	в разной	1	1
491	которых мы	2	1
492	самое слово	1	1
493	на весь	1	1
494	долгое время	1	1
495	о чем	1	1
496	на эту	1	1
497	мира в	1	1
498	ближе к	1	1
499	явления которые	1	1
500	вместе с	2	1
501	ко всем	1	1
502	наталкивается на	1	1
503	варваров и	1	1
504	индивидуальности поэта	1	1
505	и столь	1	1
506	к действительности	1	1
507	да и	3	1
508	в уже	2	1
509	в это	1	1
510	этого слова	1	1
511	в первые	2	1
512	аналогии с	2	1
513	впрочем не	1	1
514	но это	2	1
515	между прочим	2	1
