N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	29	31
2	не только	15	24
3	но и	14	19
4	то что	15	18
5	и не	31	17
6	и даже	2	15
7	у него	5	15
8	в этом	22	14
9	том что	7	14
10	и с	4	14
11	что в	8	14
12	но в	7	12
13	в его	24	12
14	что он	8	12
15	с его	9	11
16	о том	1	11
17	в том	8	11
18	потому что	8	11
19	он не	5	10
20	так что	2	10
21	как мы	4	9
22	никогда не	3	9
23	в конце	6	9
24	только в	10	9
25	а в	7	9
26	и по	1	8
27	в то	10	8
28	так как	6	8
29	кроме того	3	7
30	мы уже	2	7
31	и его	14	7
32	для него	18	7
33	об этом	1	7
34	о нем	9	7
35	уже в	3	7
36	как раз	6	7
37	е в	2	7
38	сказать что	3	7
39	то же	14	6
40	и был	1	6
41	то он	2	6
42	и к	2	6
43	это было	1	6
44	он и	5	6
45	в котором	2	6
46	у нас	1	6
47	и сам	2	6
48	так и	7	6
49	и что	2	6
50	можно сказать	1	6
51	в качестве	1	6
52	может быть	24	6
53	на этот	2	6
54	и потому	6	6
55	не может	12	6
56	к этому	1	6
57	но как	3	5
58	и если	1	5
59	не в	7	5
60	со своим	2	5
61	что и	4	5
62	вовсе не	7	5
63	но он	2	5
64	не было	4	5
65	а с	1	5
66	что же	4	5
67	все это	6	5
68	и от	2	5
69	с ним	5	5
70	жизни и	2	5
71	в своих	3	5
72	из его	2	4
73	я не	3	4
74	в этой	4	4
75	в истории	2	4
76	в своем	8	4
77	хотя и	1	4
78	и как	7	4
79	в которой	2	4
80	в нашем	1	4
81	в себе	7	4
82	как он	1	4
83	в нем	19	4
84	в россии	2	4
85	что у	1	4
86	же касается	1	4
87	этом смысле	10	4
88	как и	12	4
89	несмотря на	6	4
90	в своей	8	4
91	мысли и	5	4
92	не раз	1	4
93	дело в	1	4
94	в нас	1	4
95	же время	9	4
96	он писал	2	4
97	никак не	2	4
98	к нему	6	4
99	один из	2	4
100	себя в	1	4
101	и у	3	4
102	в особенности	1	4
103	что для	1	4
104	и все	1	4
105	и особенно	1	4
106	такого рода	1	4
107	на себя	2	3
108	и он	1	3
109	и на	7	3
110	но не	9	3
111	отношение к	2	3
112	за пределы	7	3
113	что они	1	3
114	как в	6	3
115	все же	9	3
116	более или	1	3
117	со своей	1	3
118	в целом	6	3
119	он в	3	3
120	все эти	9	3
121	но на	1	3
122	едва ли	1	3
123	и вот	1	3
124	на его	2	3
125	здесь мы	2	3
126	из своего	2	3
127	со своими	2	3
128	или менее	1	3
129	взгляд на	1	3
130	что касается	1	3
131	на свою	1	3
132	но это	4	3
133	раз и	4	3
134	в отношении	2	3
135	и притом	1	3
136	на него	3	3
137	но только	1	3
138	и всегда	1	3
139	ничего не	5	3
140	вот что	1	3
141	таким образом	12	3
142	к тому	1	3
143	в жизни	2	3
144	здесь не	1	3
145	и всякой	1	3
146	к его	1	3
147	и здесь	3	3
148	вся эта	1	3
149	конце концов	5	3
150	тот же	2	3
151	мы увидим	1	3
152	и действительно	1	3
153	и так	1	3
154	уже не	13	3
155	но что	1	3
156	с другой	3	3
157	по своим	2	3
158	только к	1	3
159	него не	2	3
160	под влиянием	1	3
161	если не	1	3
162	к своему	1	3
163	толстого в	1	3
164	в начале	1	3
165	другой стороны	3	3
166	и т	4	2
167	одним из	6	2
168	это и	5	2
169	и до	3	2
170	и за	1	2
171	той же	5	2
172	для своего	2	2
173	на первом	1	2
174	этом не	1	2
175	который был	1	2
176	в полной	1	2
177	хотя бы	2	2
178	но даже	1	2
179	еще не	5	2
180	он сам	3	2
181	первый план	1	2
182	ответ на	1	2
183	нет и	1	2
184	в свои	1	2
185	его на	2	2
