N	2gram	Tiupa_Teor_1	Analitik
1	в тексте	14	24
2	художественной реальности	5	20
3	тогда как	15	19
4	в этом	8	18
5	художественного впечатления	5	17
6	не только	16	16
7	литературного произведения	7	16
8	плотность акцентуации	1	16
9	и в	18	16
10	в частности	16	16
11	так и	10	15
12	ритмических рядов	3	15
13	как и	4	14
14	ритмического ряда	3	13
15	своего рода	7	12
16	внутреннего зрения	11	12
17	но и	9	12
18	и не	13	12
19	том что	9	12
20	в том	16	12
21	иначе говоря	4	11
22	в качестве	24	11
23	при этом	12	10
24	объектной организации	10	10
25	в эпизоде	3	10
26	могут быть	4	10
27	а не	9	10
28	как бы	5	10
29	в этой	3	9
30	лишь в	6	9
31	в пределах	5	9
32	и даже	2	9
33	на уровне	2	9
34	то есть	12	9
35	всего лишь	6	8
36	в целом	3	8
37	представляет собой	9	8
38	состоит в	17	8
39	в данном	8	8
40	не случайно	5	8
41	и т.п	4	8
42	отнюдь не	3	8
43	уединенного сознания	1	8
44	особенно в	1	7
45	сочетании с	2	7
46	к тому	2	7
47	в сочетании	2	7
48	а также	6	7
49	о том	1	7
50	в себе	9	7
51	кадров внутреннего	7	7
52	художественного целого	4	7
53	то что	3	7
54	в самом	4	6
55	факторов художественного	3	6
56	и на	1	6
57	но в	9	6
58	в мире	19	6
59	говорить о	3	6
60	может быть	17	6
61	с другой	7	6
62	как это	8	6
63	текста в	3	6
64	субъектной организации	9	6
65	на себя	2	5
66	как система	2	5
67	в сторону	1	5
68	и к	3	5
69	произведения в	1	5
70	данном случае	5	5
71	с одной	2	5
72	говорит о	1	5
73	в контексте	3	5
74	лирического героя	4	5
75	того же	3	4
76	между двумя	3	4
77	по преимуществу	4	4
78	в поле	1	4
79	в сущности	1	4
80	совпадает с	3	4
81	столь же	2	4
82	как правило	4	4
83	но не	9	4
84	по отношению	4	4
85	за пределы	2	4
86	как в	5	4
87	в своем	4	4
88	хотя и	3	4
89	в себя	3	4
90	он в	1	4
91	художественных значимостей	1	4
92	читателя в	1	4
93	внутренней речи	13	4
94	уже говорилось	1	4
95	на этом	1	4
96	то же	7	4
97	не с	3	4
98	и тем	3	4
99	тем самым	4	4
100	для него	2	4
101	точки зрения	9	4
102	в ходе	4	4
103	не в	7	4
104	внутренний хронотоп	2	4
105	в конце	2	4
106	коммуникативного события	1	4
107	только не	2	4
108	и является	2	4
109	имеет место	2	4
110	не менее	4	4
111	во второй	7	4
112	можно сказать	3	4
113	времени в	2	4
114	во всех	1	4
115	композиционная форма	2	4
116	только в	6	4
117	и его	8	4
118	уже не	4	4
119	у него	1	4
120	как раз	2	4
121	одной стороны	2	4
122	не может	4	4
123	и особенно	2	4
124	в позицию	1	4
125	ударение на	1	4
126	о его	1	4
127	все это	2	4
128	в аспекте	2	4
129	отношению к	4	4
130	я и	2	3
131	и то	2	3
132	на две	3	3
133	в их	2	3
134	в конечном	6	3
135	мы имеем	7	3
136	высказывания в	3	3
137	своей судьбы	1	3
138	в центре	1	3
139	как уже	1	3
140	самом начале	2	3
141	в нашем	4	3
142	милой гостьи	3	3
143	на его	1	3
144	однако при	3	3
145	ключ к	2	3
146	и сам	1	3
147	содержит в	1	3
148	подобно тому	1	3
149	организации художественного	6	3
150	главного героя	1	3
151	ментального внутреннего	2	3
152	лирическая героиня	5	3
153	модус художественности	6	3
154	автора и	1	3
155	внутритекстовых дискурсов	3	3
156	двумя паузами	1	3
157	место в	5	3
158	не столько	1	3
159	на фоне	2	3
160	внутреннему слуху	1	3
161	тем не	3	3
162	по крайней	1	3
163	случае в	1	3
164	и субъектной	1	3
165	на себе	1	3
166	никогда не	4	3
167	казалось бы	2	3
168	имеем дело	2	3
169	сводится к	5	3
170	тем что	1	3
171	как будто	2	3
172	эстетического объекта	2	3
173	той или	1	3
174	как мы	1	3
175	своем составе	3	3
176	в организации	2	3
177	приводит к	5	3
178	можно было	1	3
179	в результате	1	3
180	если бы	3	3
181	в словах	1	3
182	явления музы	3	3
183	и т.д	3	3
184	одного из	1	3
185	художественного смысла	1	3
186	того или	3	3
187	что и	2	3
188	крайней мере	1	3
189	одной из	2	3
190	с ними	1	3
191	фраза текста	1	3
192	являет собой	2	3
193	объектной и	1	3
194	организации текста	1	3
195	так что	1	3
196	есть в	2	3
197	я в	16	3
198	слогов между	1	3
199	из них	1	3
200	обращает на	1	3
201	при всей	1	3
202	только на	1	3
203	со стороны	2	3
204	или иной	4	3
205	таков что	1	3
206	именно в	3	3
207	было бы	1	3
208	литературное произведение	1	3
209	выбор слова	1	3
210	средней длине	1	3
211	ясно говорит	2	3
212	в рамках	7	3
213	или иного	3	3
214	тому как	1	3
215	и ритмически	1	3
216	бенвенист ритм	3	3
217	в первой	5	3
218	этого слова	3	3
219	или в	3	3
220	и одновременно	4	3
221	бы в	1	3
222	прежде всего	2	3
223	себя внимание	1	3
224	а в	13	3
225	на смену	4	3
226	не знает	3	3
227	в действительности	1	3
228	по поводу	1	3
229	с самим	1	3
230	отношения к	2	2
231	художественного произведения	4	2
232	художественному восприятию	1	2
233	уровне объектной	1	2
234	перед лицом	2	2
235	слоя художественной	1	2
236	и до	1	2
237	из его	1	2
238	включая и	1	2
239	той же	1	2
240	фокализации и	1	2
241	гостьи с	2	2
242	я как	2	2
243	во времени	3	2
244	из своих	1	2
245	зрения читателя	1	2
246	имеют место	1	2
247	собой в	1	2
248	еще не	4	2
249	доминирующая композиционная	1	2
250	иного рода	3	2
251	ритмический ряд	1	2
252	на основе	2	2
253	конечном счете	6	2
254	отличие от	6	2
255	иной эстетической	1	2
256	диалогическим углом	2	2
257	контексте целого	1	2
258	ритмическую доминанту	1	2
259	и я	1	2
260	как говорит	3	2
261	смысловой значимости	1	2
262	ритмическом ряду	1	2
263	в значительной	1	2
264	встречи с	1	2
265	о жизни	1	2
266	феноменов ментального	2	2
267	в противоположность	2	2
268	художественного мира	2	2
269	текста делает	1	2
270	с синтаксическим	1	2
271	момент его	1	2
272	в ритмическом	2	2
273	внутреннего я	4	2
274	с их	2	2
275	как основной	1	2
276	на то	1	2
277	в случае	1	2
278	вследствие этого	1	2
279	жизнью и	1	2
280	не следует	4	2
281	он не	3	2
282	с напряжением	1	2
283	в диалоге	2	2
284	художественного высказывания	3	2
285	картины мира	1	2
286	что она	2	2
287	таким образом	3	2
288	текста что	1	2
289	значительной степени	1	2
290	а затем	1	2
291	пределах текста	1	2
292	что все	1	2
293	текста как	4	2
294	это было	2	2
295	самостоятельного голоса	1	2
296	этом смысле	2	2
297	в речевом	1	2
298	по себе	1	2
299	дискурсии в	1	2
300	с дудочкой	4	2
301	строки и	2	2
302	длине ритмического	1	2
303	соответствии с	2	2
304	выступать в	1	2
305	жизни но	2	2
306	длиной ритмического	1	2
307	эстетическим субъектом	1	2
308	в этих	3	2
309	в своей	6	2
310	или точнее	1	2
311	несущая в	1	2
312	с точки	3	2
313	ритмических характеристик	1	2
314	композиционных форм	5	2
315	в отличие	6	2
316	стихотворении однако	1	2
317	о себе	2	2
318	но эта	1	2
319	теми же	1	2
320	своего другого	1	2
321	и наоборот	1	2
322	литературной нормы	2	2
323	жизненных позиций	1	2
324	личность в	1	2
325	даже в	3	2
326	медитация в	1	2
327	не мне	1	2
328	в таких	1	2
329	она не	1	2
330	в то	6	2
331	дело не	2	2
332	некоторого рода	1	2
333	на котором	1	2
334	же время	5	2
335	особого рода	2	2
336	или иных	3	2
337	художественную реальность	1	2
338	текста но	1	2
339	речевого строя	1	2
340	роль в	2	2
341	с ее	3	2
342	исторически наиболее	2	2
343	для читателя	2	2
344	текста а	1	2
345	классического реализма	1	2
346	завладевает ситуацией	1	2
347	голосов в	1	2
348	в лирическом	2	2
349	те же	1	2
350	того и	1	2
351	на которую	1	2
352	мира вокруг	1	2
353	строго говоря	1	2
354	жизненная позиция	1	2
355	что в	9	2
356	художественная реальность	1	2
357	в произведении	3	2
358	за пределами	5	2
359	никак не	1	2
360	или их	1	2
361	не позволяет	1	2
362	его в	2	2
363	на всех	1	2
364	собственно говоря	1	2
365	том или	1	2
366	между тем	5	2
367	аналогичным образом	2	2
368	м.л гаспаров	1	2
369	в его	6	2
370	лирической ситуации	3	2
371	чем и	1	2
372	того что	4	2
373	с той	1	2
374	один из	2	2
375	поле зрения	1	2
376	художественного восприятия	1	2
377	к внутреннему	2	2
378	целого и	1	2
379	и свободы	1	2
380	к смыслу	2	2
381	себя в	6	2
382	этой системе	2	2
383	от автора	1	2
384	для всех	1	2
385	с объектной	1	2
386	внутреннего исполнения	1	2
387	в поэзии	2	2
388	свидетельствует о	1	2
389	и их	1	2
390	или даже	4	2
391	ведь это	1	2
392	в одном	2	2
393	клаузулы и	1	2
394	организации феноменов	2	2
395	вовсе не	3	2
396	присутствия в	6	2
397	глоссализации в	1	2
398	или ином	1	2
399	не оказывается	1	2
400	объектной детализации	2	2
401	если говорить	1	2
402	очевидным образом	1	2
403	вслед за	2	2
404	сообщения о	1	2
405	входит лишь	1	2
406	событийных границ	2	2
407	отношения в	1	2
408	в соответствии	3	2
409	превращается в	2	2
410	ритм манифестирован	2	2
411	одну из	1	2
412	была бы	3	2
413	о чем	1	2
414	и слово	1	2
415	может выступать	3	2
416	лишь однажды	1	2
417	вместе с	2	2
418	так же	2	2
419	к его	2	2
420	к своему	1	2
421	этих случаях	1	2
422	в кадры	2	2
423	художественно значимые	1	2
424	такого рода	8	2
425	организации произведения	1	2
426	по существу	1	2
427	словах текста	1	2
428	текста так	1	2
429	персонажей в	1	2
430	текста на	1	2
431	уровни объектной	2	2
432	художественности в	4	2
433	легко могут	1	2
434	высказывания и	1	2
435	читательского внутреннего	1	2
436	анакрусы и	1	2
437	ударных слогов	1	2
438	тех или	3	2
439	объектной организацией	2	2
440	и для	2	2
441	еще одна	1	2
442	объекта и	1	2
443	и другими	1	2
444	тот кто	2	2
445	в двух	1	2
446	художественное впечатление	1	2
447	вдохновения в	2	2
448	субъектом и	1	2
449	солидарности с	1	2
450	знаками препинания	1	2
451	личности и	4	2
452	персонажей то	1	2
453	от своего	2	2
454	сказать что	3	2
455	событийной границы	1	2
456	другой стороны	5	2
457	речи и	2	2
458	также может	1	2
459	все что	1	2
460	в роли	3	2
461	может или	1	1
462	и наиболее	1	1
463	с эмоционально-волевым	1	1
464	заслоняется крупным	1	1
465	а между	1	1
466	мировой поэзии	1	1
467	организация литературного	1	1
468	глоссализации текста	1	1
469	неотделима от	1	1
470	также и	1	1
471	их создает	1	1
472	от милой	1	1
473	слуха в	1	1
474	оборачивается ложным	1	1
475	с жизнью	1	1
476	правого далекого	1	1
477	впечатления глоссализирующий	1	1
478	гостьи приход	1	1
479	под все	1	1
480	на мягкую	1	1
481	крупным планом	2	1
482	а проза	1	1
483	значении этого	3	1
484	соотносительности слов	1	1
485	говорилось выше	1	1
486	идет о	1	1
487	наиболее генерализованные	1	1
488	выступая под	1	1
489	в самостоятельный	1	1
490	между всеми	1	1
491	характеризующего присутствие	1	1
492	рода стилистике	1	1
493	душевная характеристика	1	1
494	белую шею	1	1
495	этого мира	1	1
496	здесь и	1	1
497	в первом	2	1
498	в соотносительности	1	1
499	к другому	1	1
500	озвучена например	1	1
501	не имело	1	1
502	чаемого вдохновения	1	1
503	ходе чтения	1	1
504	вдруг заслоняется	1	1
505	медитации как	1	1
506	беспрецедентности очередного	1	1
507	можно лишь	1	1
508	ряду образующие	1	1
509	формах внутренней	1	1
510	глоссы в	1	1
511	и больше	2	1
512	действительности и	1	1
513	этот уровень	1	1
514	мышления но	1	1
515	коллизии ключевой	1	1
516	художественную значимость	2	1
517	читателю ракурс	1	1
518	длины ритмического	1	1
519	стилистическая проработка	1	1
520	углом по	1	1
521	есть не	1	1
522	со всех	1	1
523	и высшей	1	1
524	б выработка	1	1
525	принадлежит только	2	1
526	субстрата между	1	1
527	формируется как	1	1
528	системой хронотопов	1	1
529	упорядоченности ограниченного	1	1
530	готовность отказаться	1	1
531	прямого значения	1	1
532	облик беспрецедентного	1	1
533	на первом	1	1
534	эпизоде же	1	1
535	самым интонационные	1	1
536	этой соотносительности	1	1
537	деталями кадр	1	1
538	они могут	1	1
539	подлинному авторству	1	1
540	только перед	1	1
541	именно к	1	1
542	этот эффект	1	1
543	лирики некоего	1	1
544	некий общий	1	1
545	к раздвоению	1	1
546	в каждый	1	1
547	глоссализации имеет	1	1
548	состав такого	1	1
549	что иное	1	1
550	собственно художественной	1	1
551	текста даже	1	1
552	дискредитирует духовность	1	1
553	внешних границ	1	1
554	не вполне	2	1
555	ждала совсем	1	1
556	углом они	1	1
557	в полной	1	1
558	я не	2	1
559	для сообщения	1	1
560	манифестирован в	2	1
561	повтор в	1	1
562	из того	1	1
563	греческое слово	2	1
564	быть поэтически	1	1
565	детализирует их	1	1
566	героини расчлененность	1	1
567	счете к	1	1
568	муза от	1	1
569	ритмические концовки	1	1
570	строфа и	1	1
571	к паузам	1	1
572	наиболее значимы	1	1
573	контексту эпизоду	1	1
574	о судьбе	1	1
575	его ремой	1	1
576	прерогатива прозы	1	1
577	всех сторон	1	1
578	исходном своем	1	1
579	с личностью	1	1
580	также анаграмматическая	1	1
581	ожидаемого в	1	1
582	самом наличии	1	1
583	поэтического слова	1	1
584	вводятся автором	1	1
585	т.п крайними	1	1
586	впрочем стихи	1	1
587	своих событийных	1	1
588	как один	1	1
589	художественном языке	2	1
590	тексте может	1	1
591	субъектного лирического	1	1
592	иное как	1	1
593	взгляде на	1	1
594	а субъектной	1	1
595	в чем	1	1
596	и мира	2	1
597	внутренней недискурсивной	1	1
598	наиболее молод	1	1
599	место слияние	1	1
600	единства фразы	1	1
601	тем как	1	1
602	воспроизводимых в	1	1
603	это имеет	1	1
604	организации кадров	1	1
605	не смерти	1	1
606	во внешнем	1	1
607	быть художественно	1	1
608	всего литературного	1	1
609	вокруг я	1	1
610	эта неожиданность	1	1
611	иных случаях	1	1
612	находится или	1	1
