N	3gram	Potebnia_M_2	Formalny
1	то же время	2	8
2	в то же	2	8
3	и т д	3	8
4	более или менее	8	6
5	на самом деле	2	6
6	до сих пор	4	6
7	в свою очередь	6	6
8	не может быть	2	5
9	одной стороны и	1	4
10	с одной стороны	3	4
11	во всяком случае	7	4
12	так и в	2	4
13	и т п	3	4
14	бы то ни	1	3
15	смысле этого слова	3	3
16	их отношения к	1	3
17	как бы ни	3	3
18	и не в	1	2
19	и не может	1	2
20	сами по себе	7	2
21	именно того что	1	2
22	в большинстве случаев	1	2
23	в применении к	1	2
24	в том чтобы	1	2
25	и в этом	1	2
26	в связи с	1	2
27	из виду что	1	2
28	мы не можем	3	2
29	друг от друга	1	2
30	сама по себе	2	2
31	ничем не связанных	1	2
32	наших отношениях к	1	1
33	не можем не	1	1
34	состоит в том	1	1
35	здесь может быть	1	1
36	ничего общего с	1	1
37	друг другу и	1	1
38	и в нашем	1	1
39	и может быть	2	1
40	как и во	2	1
41	в этом смысле	2	1
42	и свою собственную	1	1
43	оно должно быть	1	1
44	и во всех	2	1
45	при этом не	1	1
46	и в общем	1	1
47	в том что	7	1
48	этого слова а	1	1
49	никаких оснований для	1	1
50	со всех сторон	1	1
51	с этой точки	1	1
52	вместе с тем	1	1
53	этого еще мало	1	1
54	то ни было	1	1
55	в отличие от	1	1
56	по сравнению с	1	1
57	быть выведены из	1	1
58	и как бы	1	1
59	чтобы понять что	1	1
60	его содержание не	1	1
61	что касается до	1	1
62	с другой стороны	2	1
63	между тем как	2	1
64	в общем не	1	1
65	по себе не	3	1
66	бы ни было	1	1
67	и в свою	4	1
68	до тех пор	1	1
69	может и не	1	1
70	от того что	4	1
71	его место в	1	1
72	и тем самым	1	1
73	с самого начала	2	1
74	но все эти	1	1
75	и все остальные	2	1
76	не менее в	1	1
77	но все же	1	1
78	но даже и	1	1
79	бы при этом	1	1
80	этой последней в	1	1
81	не только на	1	1
82	определенное место в	1	1
83	что оно не	1	1
84	мог бы быть	1	1
85	или же в	1	1
86	тем не менее	5	1
87	что и в	1	1
88	вслед за этим	1	1
89	не приводит в	1	1
90	вне связи с	1	1
