N	2gram	Losev_Dial_3	Myshleni
1	в процессе	1	27
2	и в	24	25
3	в том	5	23
4	том что	8	20
5	таким образом	13	17
6	так же	4	17
7	что в	7	17
8	в основе	3	16
9	как и	7	15
10	в его	2	15
11	то что	14	15
12	в этом	8	14
13	вместе с	1	14
14	может быть	13	13
15	так как	6	12
16	в качестве	1	12
17	на основании	2	11
18	по своему	1	11
19	перед нами	3	10
20	и что	15	10
21	что и	6	10
22	было бы	5	10
23	того что	12	10
24	только в	5	10
25	как бы	3	10
26	и не	27	10
27	мы не	5	9
28	связи с	1	9
29	мы могли	1	9
30	ни в	9	9
31	как мы	2	8
32	тем что	3	8
33	показывает что	2	8
34	понятия в	1	7
35	по своей	1	7
36	все эти	3	7
37	понятий и	1	7
38	по себе	20	7
39	мы можем	1	7
40	для того	3	7
41	что мы	8	7
42	как это	5	7
43	же как	2	6
44	высшей степени	1	6
45	зависимости от	3	6
46	и на	3	6
47	но не	2	6
48	потому что	7	6
49	от этого	1	6
50	не только	23	6
51	в силу	3	6
52	не может	19	6
53	точки зрения	25	6
54	не в	3	6
55	в отношении	1	6
56	не менее	11	6
57	что он	13	6
58	со всеми	2	6
59	и у	2	6
60	с другой	4	6
61	в связи	1	6
62	слова и	1	6
63	все это	6	6
64	все же	3	6
65	процесса в	1	6
66	ли оно	1	5
67	в зависимости	2	5
68	мы уже	3	5
69	с ее	1	5
70	отличаются от	1	5
71	и как	8	5
72	и к	5	5
73	что это	12	5
74	что она	9	5
75	при этом	2	5
76	в понятии	2	5
77	и по	2	5
78	факт что	1	5
79	тем не	10	5
80	но это	5	5
81	могут быть	2	5
82	о том	6	5
83	так и	5	5
84	если бы	6	5
85	по типу	1	5
86	с одной	3	5
87	для него	4	5
88	именно в	2	5
89	тот факт	1	5
90	из которых	3	5
91	одной стороны	3	5
92	мы имеем	1	4
93	время как	4	4
94	еще не	2	4
95	отнюдь не	10	4
96	в своем	3	4
97	показали что	1	4
98	ни один	2	4
99	из этих	2	4
100	на то	3	4
101	он не	5	4
102	как с	2	4
103	в основу	1	4
104	от нее	1	4
105	той же	3	4
106	не мог	1	4
107	что с	1	4
108	в то	5	4
109	тогда когда	5	4
110	никогда не	7	4
111	то и	3	4
112	не могут	4	4
113	к тому	4	4
114	что оно	7	4
115	и это	4	4
116	то время	4	4
117	мог бы	1	4
118	с ним	1	4
119	значит что	24	4
120	всяком случае	2	4
121	из них	3	4
122	основе их	1	4
123	мы знаем	3	4
124	друг друга	3	4
125	от того	4	4
126	но и	9	4
127	прежде всего	8	4
128	нет никаких	2	4
129	независимо от	1	4
130	с этим	3	4
131	это значит	24	4
132	в смысле	2	4
133	и все	6	4
134	понятие в	1	4
135	а в	2	4
136	сказать что	4	4
137	в частности	2	4
138	во всяком	2	4
139	которая не	1	4
140	то в	2	3
141	в котором	1	3
142	но как	2	3
143	его развития	1	3
144	в последнее	1	3
145	в самом	7	3
146	но на	2	3
147	что эти	1	3
148	не как	1	3
149	и сам	1	3
150	на этом	2	3
151	его в	1	3
152	понятия и	2	3
153	или менее	1	3
154	их в	2	3
155	того как	1	3
156	но только	4	3
157	во всем	3	3
158	перед ним	1	3
159	предметов в	1	3
160	отличается от	8	3
161	не есть	54	3
162	были бы	1	3
163	последнее время	1	3
164	в себя	1	3
165	и которые	1	3
166	в него	1	3
167	этот вопрос	1	3
168	не можем	2	3
169	если мы	1	3
170	в виде	8	3
171	сами по	3	3
172	этом отношении	1	3
173	или иной	4	3
174	или слова	1	3
175	к которому	1	3
176	связь с	1	3
177	с этой	5	3
178	в результате	1	3
179	с понятием	1	3
180	между ними	1	3
181	другой стороны	2	3
182	имеет место	1	3
183	в сфере	1	2
184	и то	4	2
185	только потому	2	2
186	но тем	1	2
187	в чисто	2	2
188	к другому	1	2
189	едва ли	1	2
